sku,store,soh,qoo,ads,lead_time,unit_price
MX-0037,Kolkata City Mall,129,0,2.3,21,999
MX-0037,Pune City Mall,21,0,0.5,14,999
MX-0037,Ahmedabad City Mall,92,62,7.1,7,999
MX-0037,Jaipur City Mall, 118 ,0,6.3,14,999
MX-0037,Lucknow City Mall,15,0,0.7,7,999
MX-0037,Surat City Mall,9,0,0.6,5,999
MX-0037,Indore City Mall,16,12,2.2,5,999
MX-0037,Nagpur City Mall,26,0,7.0,5,999
MX-0037,Kochi City Mall,158,0,7.2,14,999
MX-0037,Chandigarh City Mall,19,0,3.4,5,999
MX-0037,Bhopal City Mall,56,14,3.8,5,999
MX-0037,Patna City Mall,77, 27 ,6.0,7,999
MX-0037,Vadodara City Mall,71,0,7.5,7,999
MX-0037,Ludhiana City Mall,246,0,5.3,21,999
MX-0037,Agra City Mall,32,0,1.7,7,999
MX-0038,Mumbai,74,0,6.4,5,3999
MX-0038,Delhi,138,0,7.8,14,3999
MX-0038,Bengaluru,164,41,3.1,21,3999
MX-0038,Hyderabad,73,20,2.9,10,3999
MX-0038,Chennai,68,0,7.0,7,3999
MX-0038,Kolkata,165,55,5.8,10 days,3999
MX-0038,Pune,91,0,2.2,14,3999
MX-0038,Ahmedabad,105,0,6.4,14,N/A
MX-0038,Jaipur,51,0,2.8,10,3999
MX-0038,Lucknow,39,0,2.4,5,3999
MX-0038,Surat,164,141,5.0,,3999
MX-0038,Indore,12,8,2.0,5,3999
MX-0038,Nagpur,176,0,6.7,10,3999
MX-0038,Kochi,120,0,5.9,21,3999
MX-0038,Chandigarh,17,32,5.0,10,3999
MX-0038,Bhopal,39,50,2.0,21,3999
MX-0038,Patna,44,14,,14,3999
,Vadodara,1,0,1.9,21,3999
MX-0038,Ludhiana,13,19,1.2,14,3999
MX-0038,Agra,122,0,3.3,14,3999
MX-0038,Nashik,170,0,7.2,21,3999
MX-0038,Meerut,69,68,7.4,21,3999
MX-0038,Rajkot,4,0,2.7,10,3999
MX-0038,Varanasi,409,95,6.7,21,3999
MX-0038,Amritsar,7,0,7.6,7,3999
MX-0038,Noida, 34 ,0,2.3,14,3999
MX-0038,Gurugram,108,0,7.4,5,3999
MX-0038,Coimbatore,101,0,5.3,21,3999
MX-0038,Madurai,85,0,4.4,7,3999
MX-0038,Guwahati,64,21,3.9,5,3999
MX-0038,Mumbai City Mall,27.5,-9,1.0,14,3999
MX-0038,Delhi City Mall,71,0,3.3,14,3999
MX-0038,Bengaluru City Mall,19,0,2.1,7,3999
MX-0038,Hyderabad City Mall, 211 ,0,6.5,10,3999
MX-0038,Chennai City Mall,50,0,1.6,21,3999
MX-0038,Kolkata City Mall,11,0,0.5,7,3999
MX-0038,Pune City Mall,372,77,5.4,21,3999
MX-0038,Ahmedabad City Mall,279,0,7.6,21,3999
MX-0038,Jaipur City Mall,7,0,5.7,7,3999
MX-0038,Lucknow City Mall,65,0,5.4,14,3999
MX-0038,Surat City Mall,150,0,7.3,7,3999
MX-0038,Surat City Mall,150,0,7.3,7,3999
MX-0038,Indore City Mall,106,0,1.7,21,3999
MX-0038,Nagpur City Mall,2,0,0.3,7,3999
MX-0038,Kochi City Mall,132,0,6.8,7,3999
MX-0038,Chandigarh City Mall,18,0,1.8,10,3999
MX-0038,Bhopal City Mall,2,0,7.8,7,3999
MX-0038,Patna City Mall,72,0,3.6,14,3999
MX-0038,Vadodara City Mall,36,0,2.0,7,3999
MX-0038,Ludhiana City Mall,42,0,5.2,14,3999
MX-0038,Agra City Mall,49,14,7.0,5,3999
MX-0039,Mumbai,9,0,1.1,5,199
MX-0039,Delhi,86,36,7.6,7,199
MX-0039,Bengaluru,95,0,5.9,21,199
MX-0039,Hyderabad,41,0,5.6,5,199
MX-0039,Chennai, 31 ,0,5.4,5,199
MX-0039,Kolkata,66,0,4.5,7,199
MX-0039,Pune,176,0,5.4,14,199
MX-0039,Ahmedabad,11,10,2.6,5,199
MX-0039,Jaipur,51,45,3.6,14,199
MX-0039,Lucknow,34,0,3.3,7,199
MX-0039,Surat,33,28,3.1,7,199
MX-0039,Indore,45,24,1.9,10,199
MX-0039,Nagpur,-6,0,2.1,21,199
MX-0039,Kochi,29,0,4.3,5,199
MX-0039,Chandigarh,68,0,6.6,21,199
MX-0039,Bhopal,0,12,3.4,5,199
MX-0039,Patna,5,0,1.0,7,N/A
MX-0039,Vadodara,205,0,7.6,10,199
MX-0039,Ludhiana,25,0,5.7,7,199
MX-0039,Agra,44,0,1.4,10,199
MX-0039,Nashik,98,0,7.0,21,199
MX-0039,Meerut,11,0,2.9,10,199
MX-0039,Rajkot,322,0,4.7,21,199
MX-0039,Varanasi,11,0,2.9,14,199
MX-0039,Amritsar,120,0,7.9,14,199
MX-0039,Noida,14,0,1.8,5,199
MX-0039,Gurugram,23,0,1.4,7,199
MX-0039,Coimbatore,8,0,4.7,10,199
MX-0039,Madurai,166,0,6.4,21,199
MX-0039,Guwahati,160,0,5.2,10,199
MX-0039,Mumbai City Mall,117,59,5.7,10,199
MX-0039,Delhi City Mall,6,0,3.5,7,199
MX-0039,Bengaluru City Mall,2,0,1.1,10,199
MX-0039,Hyderabad City Mall,110.5,0,5.8,,199
MX-0039,Chennai City Mall,40,0,2.9,5 days,199
MX-0039,Kolkata City Mall,29,0,4.7,5,199
MX-0039,Pune City Mall, 22 , 12 ,1.2,10,199
MX-0039,Ahmedabad City Mall,152,153,6.1,21,199
MX-0039,Jaipur City Mall,29,0,0.9,21,199
MX-0039,Lucknow City Mall,306,0,5.9,21,199
MX-0039,Surat City Mall,48,29,1.8,21,199
MX-0039,Indore City Mall,28,0,1.4,14,199
MX-0039,Nagpur City Mall,54,0,3.0,14,199
MX-0039,Kochi City Mall,42,0,3.1,5,199
MX-0039,Chandigarh City Mall,21,0,1.8,14,199
MX-0039,Bhopal City Mall, 294 ,0,4.9,21,199
MX-0039,Patna City Mall,36,0,4.9,5,199
MX-0039,Vadodara City Mall,5,2,0.3,7,199
MX-0039,Ludhiana City Mall, 318 ,0,7.4,14,199
MX-0039,Agra City Mall,10,0,,5,199
MX-0040,Mumbai,40,0,5.6,7,1999
MX-0040,Delhi,97,-16,6.4,7,1999
MX-0040,Bengaluru,276,0,5.7,21,1999
MX-0040,Hyderabad,138,0,6.2,14,1999
MX-0040,Chennai,81,0,6.0,7,1999
MX-0040,Kolkata,50, 62 ,4.1,14,1999
MX-0040,Pune,75,0,5.5,5,1999
MX-0040,Ahmedabad,135,0,7.4,7,1999
MX-0040,Jaipur,17,0,0.6,10,1999
MX-0040,Lucknow,32,12,3.3,5,1999
MX-0040,Surat,2,0,0.7,7,1999
MX-0040,Indore,79,0,3.0,14,1999
MX-0040,Nagpur,2,0,2.7,21,1999
MX-0040,Kochi,145,39,6.3,10,1999
MX-0040,Chandigarh, 80 ,0,6.1,5,1999
MX-0040,Bhopal,13,0,0.3,14,1999
MX-0040,Patna,20,0,4.4,10,1999
MX-0040,Vadodara,11,9,1.4,10,1999
,Ludhiana,2,4,0.3,14,1999
MX-0040,Agra,2,0,1.7,5,1999
MX-0040,Nashik,432,58,6.1,21,1999
MX-0040,Meerut,1,0,1.1,5,1999
MX-0040,Rajkot,63,0,2.6,21,1999
MX-0040,Varanasi,129,45,6.4,7,1999
MX-0040,Amritsar,31,35,3.3,10,1999
MX-0040,Noida,142,72,7.9,7,N/A
MX-0040,Gurugram,195,0,7.6,21,1999
MX-0040,Coimbatore,134,57,5.6,10,1999
MX-0040,Madurai,24,0,1.8,10,1999
MX-0040,Guwahati,17,0,1.4,5,1999
MX-0040,Mumbai City Mall,28,0,4.8,5,1999
MX-0040,Delhi City Mall,22,0,6.4,10,1999
MX-0040,Bengaluru City Mall,84,80,2.8,21,1999
MX-0040,Hyderabad City Mall, 6 ,0,3.2,14,1999
MX-0040,Chennai City Mall,62,36,5.6,5,1999
MX-0040,Kolkata City Mall,290,0,5.1,21,1999
MX-0040,Pune City Mall,108.5,0,7.9,10,1999
MX-0040,Ahmedabad City Mall,35,0,3.0,7,1999
MX-0040,Ahmedabad City Mall,35,0,3.0,7,1999
MX-0040,Jaipur City Mall,63,0,1.4,14,1999
MX-0040,Lucknow City Mall,8,0,1.7,21,1999
MX-0040,Surat City Mall,29,0,5.7,14,1999
MX-0040,Indore City Mall,8,2,0.3,10,1999
MX-0040,Nagpur City Mall,19,5,1.9,7,1999
MX-0040,Kochi City Mall, 9 ,0,0.4,14,1999
MX-0040,Chandigarh City Mall, 32 ,19,2.0,10,1999
MX-0040,Bhopal City Mall,21,61,7.8,7,1999
MX-0040,Patna City Mall,39,0,3.0,10,1999
MX-0040,Vadodara City Mall,43,24,2.6,10,1999
MX-0040,Ludhiana City Mall,1,0,0.7,5,1999
MX-0040,Agra City Mall,124,0,5.2,10,1999
MX-0041,Mumbai,97,0,3.1,14,499
MX-0041,Delhi,(1),0,0.7,21,499
MX-0041,Bengaluru,29,0,6.1,21,499
MX-0041,Hyderabad,186,0,6.6,21,499
MX-0041,Chennai,14,0,4.1,5,499
MX-0041,Kolkata,3,0,4.4,7,499
MX-0041,Pune,227,0,4.2,,499
MX-0041,Ahmedabad,6,0,2.1,14,499
MX-0041,Jaipur,144,0,3.6,14,499
MX-0041,Lucknow,37,0,1.2,14,499
MX-0041,Surat,1,0,2.7,5,499
MX-0041,Indore,26,0,5.3,10,499
MX-0041,Nagpur,250,0,6.6,21,499
MX-0041,Kochi,4,2,0.4,5 days,499
MX-0041,Chandigarh,12,5,1.2,5,499
MX-0041,Bhopal,238,0,6.6,21,499
MX-0041,Patna,87,0,3.8,14,499
MX-0041,Vadodara,333,0,5.1,21,499
MX-0041,Ludhiana,24,10,0.8,10,499
MX-0041,Agra,0,0,0.4,7,499
MX-0041,Nashik,5,0,7.9,5,499
MX-0041,Meerut,65,69,6.0,10,499
MX-0041,Rajkot,23,-19,0.5,21,499
MX-0041,Varanasi,94,0,7.1,5,499
MX-0041,Amritsar,39,0,3.4,10,499
MX-0041,Noida,165,58,7.0,7,499
MX-0041,Gurugram,85,0,1.5,21,499
MX-0041,Coimbatore,87,0,5.4,7,499
MX-0041,Madurai,7,15,2.0,14,499
MX-0041,Guwahati,0,0,0.2,10,499
MX-0041,Mumbai City Mall,50,0,7.0,5,499
MX-0041,Delhi City Mall,123,0,5.2,7,499
MX-0041,Bengaluru City Mall,23,0,,21,499
MX-0041,Hyderabad City Mall,71,0,2.4,14,499
MX-0041,Chennai City Mall,9,0,0.3,14,N/A
MX-0041,Kolkata City Mall,13,5,0.8,5,499
MX-0041,Pune City Mall, 40 ,0,2.0,14,499
MX-0041,Ahmedabad City Mall,48,0,3.0,5,499
MX-0041,Jaipur City Mall, 312 ,0,5.0,21,499
MX-0041,Lucknow City Mall,24.5,0,0.9,10,499
MX-0041,Surat City Mall,190,102,7.3,14,499
MX-0041,Indore City Mall,172,0,7.8,10,499
MX-0041,Nagpur City Mall,3, 1 ,0.2,5,499
MX-0041,Kochi City Mall,85,0,1.2,21,499
MX-0041,Chandigarh City Mall,38,0,1.8,7,499
MX-0041,Bhopal City Mall,59,0,5.0,21,499
MX-0041,Patna City Mall,4,19,3.2,5,499
MX-0041,Vadodara City Mall,273,0,7.4,21,499
MX-0041,Ludhiana City Mall,50,0,2.7,7,499
MX-0041,Agra City Mall,16,0,0.5,10,499
MX-0042,Mumbai,84,0,5.3,14,999
MX-0042,Delhi,210,0,5.8,14,999
MX-0042,Bengaluru,31,0,6.1,7,999
MX-0042,Hyderabad,14,0,1.3,21,999
MX-0042,Chennai,0,1,0.2,7,999
MX-0042,Kolkata,17,0,2.9,10,999
MX-0042,Pune,40,0,0.8,21,999
MX-0042,Ahmedabad,25,0,3.0,14,999
MX-0042,Jaipur,93,0,4.5,7,999
MX-0042,Lucknow,253,0,3.8,21,999
MX-0042,Surat,122,0,3.4,14,999
MX-0042,Indore,22,0,2.9,21,999
MX-0042,Nagpur,47,28,2.5,10,999
MX-0042,Kochi,1,0,0.5,10,999
MX-0042,Chandigarh,36,0,5.4,10,999
MX-0042,Bhopal, 25 ,0,5.8,5,999
MX-0042,Patna,106, 29 ,4.9,10,999
MX-0042,Vadodara,11,0,4.3,21,999
MX-0042,Ludhiana,137,0,3.1,14,999
,Agra,25,0,4.0,5,999
MX-0042,Nashik,244,0,7.9,14,999
MX-0042,Meerut,124,0,2.7,21,999
MX-0042,Rajkot,17,0,3.7,14,999
MX-0042,Varanasi,91,0,6.9,5,999
MX-0042,Amritsar,30,0,5.2,5,999
MX-0042,Noida,38,0,5.3,14,999
MX-0042,Gurugram,15,6,2.2,7,999
MX-0042,Coimbatore,72,0,5.1,7,999
MX-0042,Madurai,4,0,4.0,14,999
MX-0042,Guwahati, 121 ,0,4.0,,999
MX-0042,Mumbai City Mall,23,18,2.0,14,999
MX-0042,Delhi City Mall,43,0,7.8,10,999
MX-0042,Bengaluru City Mall,5, 14 ,4.3,5,999
MX-0042,Hyderabad City Mall,3,4,0.8,7,999
MX-0042,Chennai City Mall,280,0,4.2,21,999
MX-0042,Chennai City Mall,280,0,4.2,21,999
MX-0042,Kolkata City Mall,66,0,3.4,7,999
MX-0042,Pune City Mall,41,0,7.9,5,999
MX-0042,Ahmedabad City Mall,65,0,3.5,10,999
MX-0042,Jaipur City Mall,62,17,3.8,5,999
MX-0042,Lucknow City Mall,15,0,3.1,5,999
MX-0042,Surat City Mall,(4),11,1.3,21,999
MX-0042,Indore City Mall,36,0,1.0,21,999
MX-0042,Nagpur City Mall,386.5,0,6.7,21 days,999
MX-0042,Kochi City Mall,77,-14,5.7,5,N/A
MX-0042,Chandigarh City Mall,55,0,2.9,21,999
MX-0042,Bhopal City Mall,233,0,6.9,21,999
MX-0042,Patna City Mall,99,0,3.4,14,999
MX-0042,Vadodara City Mall,141,0,5.2,10,999
MX-0042,Ludhiana City Mall,2,0,0.4,10,999
MX-0042,Agra City Mall,89,0,6.8,10,999
MX-0043,Mumbai,51,0,6.4,10,3999
MX-0043,Delhi,19,0,3.2,7,3999
MX-0043,Bengaluru,76,0,6.6,5,3999
MX-0043,Hyderabad,91,0,4.3,7,3999
MX-0043,Chennai,18,0,1.1,7,3999
MX-0043,Kolkata,143,0,4.5,14,3999
MX-0043,Pune,70,0,2.6,10,3999
MX-0043,Ahmedabad,130,0,5.3,14,3999
MX-0043,Jaipur,7,0,0.7,21,3999
MX-0043,Lucknow,93,0,2.2,21,3999
MX-0043,Surat,0,3,0.4,7,3999
MX-0043,Indore,87,53,5.6,10,3999
MX-0043,Nagpur,255,0,6.6,14,3999
MX-0043,Kochi,1,0,7.3,10,3999
MX-0043,Chandigarh,47,28,7.7,5,3999
MX-0043,Bhopal,29,0,,10,3999
MX-0043,Patna,4,0,7.4,5,3999
MX-0043,Vadodara,101,0,4.4,7,3999
MX-0043,Ludhiana,13,17,2.5,5,3999
MX-0043,Agra,165,0,5.8,14,3999
MX-0043,Nashik,44,0,1.8,10,3999
MX-0043,Meerut,273,0,6.4,21,3999
MX-0043,Rajkot,22,12,2.6,7,3999
MX-0043,Varanasi,1,156,6.4,21,3999
MX-0043,Amritsar,1,0,0.5,7,3999
MX-0043,Noida,3,0,0.5,5,3999
MX-0043,Gurugram,11,0,5.3,5,3999
MX-0043,Coimbatore,68,32,1.7,21,3999
MX-0043,Madurai,5,0,0.8,7,3999
MX-0043,Guwahati,27,0,4.3,7,3999
MX-0043,Mumbai City Mall,43,23,2.6,7,3999
MX-0043,Delhi City Mall,125,0,4.5,14,3999
MX-0043,Bengaluru City Mall,15,13,1.9,10,3999
MX-0043,Hyderabad City Mall,56,0,1.0,21,3999
MX-0043,Chennai City Mall,33,60,4.7,21,3999
MX-0043,Kolkata City Mall,17,27,5.1,5,3999
MX-0043,Pune City Mall, 84 ,0,4.2,10,3999
MX-0043,Ahmedabad City Mall,118,0,7.6,7,3999
MX-0043,Jaipur City Mall,21,0,5.0,14,3999
MX-0043,Lucknow City Mall,435,0,7.5,21,3999
MX-0043,Surat City Mall,88,0,4.4,14,3999
MX-0043,Indore City Mall,347,0,7.9,21,3999
MX-0043,Nagpur City Mall,82,66,2.3,21,3999
MX-0043,Kochi City Mall,259,105,6.2,14,3999
MX-0043,Chandigarh City Mall,84,40,6.2,5,3999
MX-0043,Bhopal City Mall,69.5,0,6.0,21,3999
MX-0043,Patna City Mall,34,0,2.2,10,3999
MX-0043,Vadodara City Mall,16,44,6.6,5,3999
MX-0043,Ludhiana City Mall,6,0,4.3,10,3999
MX-0043,Agra City Mall,24,0,2.2,14,3999
MX-0044,Mumbai,46,0,1.2,21,199
MX-0044,Delhi,185,0,5.6,21,199
MX-0044,Bengaluru,128,0,3.8,,N/A
MX-0044,Hyderabad,87,62,5.6,10,199
MX-0044,Chennai,10,0,7.9,21,199
MX-0044,Kolkata,144,0,4.6,14,199
MX-0044,Pune,10,0,0.3,21,199
MX-0044,Ahmedabad,11,0,1.4,10,199
MX-0044,Jaipur,13,9,1.2,7,199
MX-0044,Lucknow,98,0,2.9,14,199
MX-0044,Surat,8,0,3.8,5,199
MX-0044,Indore,177,0,5.3,10,199
MX-0044,Nagpur,69,0,2.3,21,199
MX-0044,Kochi,349,0,5.2,21,199
MX-0044,Chandigarh, 252 ,-15,7.8,10,199
MX-0044,Bhopal,87,0,2.7,10,199
MX-0044,Patna,51,13,3.1,5,199
MX-0044,Vadodara,12,2,0.8,5,199
MX-0044,Ludhiana, 16 ,13,1.4,14,199
MX-0044,Agra,154,0,7.0,10,199
,Nashik,28,0,2.2,5,199
MX-0044,Meerut, 11 ,0,2.9,5 days,199
MX-0044,Rajkot,196, 101 ,6.5,14,199
MX-0044,Varanasi,174,0,7.9,14,199
MX-0044,Amritsar,143,0,7.3,21,199
MX-0044,Noida,98,0,4.2,7,199
MX-0044,Gurugram,215,0,5.5,21,199
MX-0044,Coimbatore,55,0,2.0,10,199
MX-0044,Madurai,68,0,5.5,10,199
MX-0044,Guwahati,(8),0,6.4,10,199
MX-0044,Mumbai City Mall,13,0,5.6,10,199
MX-0044,Delhi City Mall,49,0,2.5,7,199
MX-0044,Delhi City Mall,49,0,2.5,7,199
MX-0044,Bengaluru City Mall,42,0,7.4,5,199
MX-0044,Hyderabad City Mall,215,0,6.6,14,199
MX-0044,Chennai City Mall,43,0,2.3,10,199
MX-0044,Kolkata City Mall,15,0,2.9,7,199
MX-0044,Pune City Mall,44,0,3.4,10,199
MX-0044,Ahmedabad City Mall,0,0,0.4,5,199
MX-0044,Jaipur City Mall,65,0,6.4,10,199
MX-0044,Lucknow City Mall, 6 ,0,7.2,10,199
MX-0044,Surat City Mall,83,0,6.1,14,199
MX-0044,Indore City Mall,5,0,0.3,10,199
MX-0044,Nagpur City Mall,7,0,7.7,5,199
MX-0044,Kochi City Mall,269,0,6.4,14,199
MX-0044,Chandigarh City Mall,39,0,5.6,7,199
MX-0044,Bhopal City Mall,23,0,1.6,5,199
MX-0044,Patna City Mall,87,85,5.7,14,199
MX-0044,Vadodara City Mall,178,0,7.6,14,199
MX-0044,Ludhiana City Mall,47.5,13,,7,199
MX-0044,Agra City Mall,124,0,4.7,14,199
MX-0045,Mumbai,190,64,3.0,21,1999
MX-0045,Delhi,299,0,6.6,21,1999
MX-0045,Bengaluru,47,0,4.7,5,1999
MX-0045,Hyderabad,389,142,6.1,21,1999
MX-0045,Chennai,42,0,1.6,10,1999
MX-0045,Kolkata,5,0,1.5,21,1999
MX-0045,Pune,4,0,5.3,7,1999
MX-0045,Ahmedabad,13,0,6.9,14,1999
MX-0045,Jaipur,99,39,6.2,7,1999
MX-0045,Lucknow,56,0,7.4,7,1999
MX-0045,Surat,66,0,4.9,14,1999
MX-0045,Indore,57,0,2.4,14,N/A
MX-0045,Nagpur,286,77,6.8,14,1999
MX-0045,Kochi,441,0,6.2,21,1999
MX-0045,Chandigarh,1,0,7.2,5,1999
MX-0045,Bhopal,67,0,1.2,21,1999
MX-0045,Patna,11,4,1.4,5,1999
MX-0045,Vadodara,62,0,1.7,14,1999
MX-0045,Ludhiana,21,0,1.0,10,1999
MX-0045,Agra,36,0,2.9,5,1999
MX-0045,Nashik,190,0,7.7,10,1999
MX-0045,Meerut,234, 48 ,7.5,14,1999
MX-0045,Rajkot,24,0,5.2,10,1999
MX-0045,Varanasi,18,0,3.4,21,1999
MX-0045,Amritsar,32,0,4.7,5,1999
MX-0045,Noida,4,0,0.6,,1999
MX-0045,Gurugram,43,0,5.4,10,1999
MX-0045,Coimbatore,80,0,6.1,5,1999
MX-0045,Madurai,296,141,6.8,21,1999
MX-0045,Guwahati,0,0,2.6,5,1999
MX-0045,Mumbai City Mall,33,13,1.5,7,1999
MX-0045,Delhi City Mall,20,0,1.0,7,1999
MX-0045,Bengaluru City Mall, 120 ,0,5.9,7,1999
MX-0045,Hyderabad City Mall,5,0,0.5,7,1999
MX-0045,Chennai City Mall,36,0,4.2,10,1999
MX-0045,Kolkata City Mall,1,-19,4.1,5,1999
MX-0045,Pune City Mall,31,0,3.7,14,1999
MX-0045,Ahmedabad City Mall,17,0,1.0,14,1999
MX-0045,Jaipur City Mall,7,0,0.6,21,1999
MX-0045,Lucknow City Mall,103,0,5.0,7,1999
MX-0045,Surat City Mall,52,8,3.5,5,1999
MX-0045,Indore City Mall,52,0,4.3,5,1999
MX-0045,Nagpur City Mall,18,0,1.7,5,1999
MX-0045,Kochi City Mall,27,0,4.5,10,1999
MX-0045,Chandigarh City Mall,72,29,4.4,5,1999
MX-0045,Bhopal City Mall,116,0,3.9,21,1999
MX-0045,Patna City Mall,57,0,7.3,14,1999
MX-0045,Vadodara City Mall,239,64,7.6,10,1999
MX-0045,Ludhiana City Mall,46,0,4.6,10,1999
MX-0045,Agra City Mall,1,0,4.8,14,1999
MX-0046,Mumbai,5,0,4.6,7 days,3999
MX-0046,Delhi,80.5,0,6.4,10,3999
MX-0046,Bengaluru,36,90,3.3,21,3999
MX-0046,Hyderabad,245,90,6.0,14,3999
MX-0046,Chennai,8,0,0.6,7,3999
MX-0046,Kolkata,40,13,1.0,14,3999
MX-0046,Pune,2,0,0.3,14,3999
MX-0046,Ahmedabad,47,0,3.4,10,3999
MX-0046,Jaipur,143,23,3.4,14,3999
MX-0046,Lucknow,10,4,0.7,7,3999
MX-0046,Surat,72,0,6.9,10,3999
MX-0046,Indore,186,0,7.2,14,3999
MX-0046,Nagpur,26,0,2.9,5,3999
MX-0046,Kochi,142,0,6.8,7,3999
MX-0046,Chandigarh,122,0,6.4,14,3999
MX-0046,Bhopal,32,0,3.3,7,3999
MX-0046,Patna,131,0,3.7,14,3999
MX-0046,Vadodara,95,23,7.6,7,3999
MX-0046,Ludhiana,-2,72,5.3,10,3999
MX-0046,Agra,0,0,7.9,5,3999
MX-0046,Nashik,100,0,6.2,10,N/A
,Meerut,12,0,3.2,5,3999
MX-0046,Rajkot,17,0,0.3,21,3999
MX-0046,Varanasi,22,0,7.3,7,3999
MX-0046,Amritsar,8,0,1.4,5,3999
MX-0046,Noida,82,0,5.3,7,3999
MX-0046,Gurugram,27,7,2.4,5,3999
MX-0046,Coimbatore,103,0,7.4,7,3999
MX-0046,Madurai,364,68,8.0,21,3999
MX-0046,Madurai,364,68,8.0,21,3999
MX-0046,Guwahati,14,0,7.5,10,3999
MX-0046,Mumbai City Mall, 97 ,0,5.4,7,3999
MX-0046,Delhi City Mall,231,67,,14,3999
MX-0046,Bengaluru City Mall,199,0,6.4,10,3999
MX-0046,Hyderabad City Mall,45,0,3.5,5,3999
MX-0046,Chennai City Mall,115,42,6.9,7,3999
MX-0046,Kolkata City Mall,45,22,4.5,10,3999
MX-0046,Pune City Mall,57,0,4.4,14,3999
MX-0046,Ahmedabad City Mall,21,0,2.7,14,3999
MX-0046,Jaipur City Mall,86,44,7.3,5,3999
MX-0046,Lucknow City Mall,40,0,6.0,5,3999
MX-0046,Surat City Mall,38,0,2.4,5,3999
MX-0046,Indore City Mall, 211 ,28,5.1,14,3999
MX-0046,Nagpur City Mall,17,0,0.6,10,3999
MX-0046,Kochi City Mall,40,0,4.6,7,3999
MX-0046,Chandigarh City Mall,45,0,6.3,7,3999
MX-0046,Bhopal City Mall,296,0,7.3,21,3999
MX-0046,Patna City Mall,41,0,3.3,10,3999
MX-0046,Vadodara City Mall,25,0,1.4,7,3999
MX-0046,Ludhiana City Mall,24,9,1.6,,3999
MX-0046,Agra City Mall,247,77,7.8,14,3999
MX-0047,Mumbai,137,33,3.6,14,499
MX-0047,Delhi,81,0,2.1,21,499
MX-0047,Bengaluru,2,0,2.3,14,499
MX-0047,Hyderabad,12,0,3.5,10,499
MX-0047,Chennai,4.5,0,0.3,10,499
MX-0047,Kolkata,90,0,1.7,21,499
MX-0047,Pune,246,-19,7.2,14,499
MX-0047,Ahmedabad,84,0,7.0,21,499
MX-0047,Jaipur,18,0,4.0,7,499
MX-0047,Lucknow,73,0,7.2,5,499
MX-0047,Surat,171,0,3.4,21,499
MX-0047,Indore,26,0,1.9,5,499
MX-0047,Nagpur,206,0,7.8,10,499
MX-0047,Kochi,20,0,3.0,5,499
MX-0047,Chandigarh,28,17,6.2,5,499
MX-0047,Bhopal,44,34,4.1,10,499
MX-0047,Patna,5,0,1.1,10,499
MX-0047,Vadodara,18,0,0.6,14,499
MX-0047,Ludhiana,32,0,6.8,21,499
MX-0047,Agra,14,0,0.3,21,499
MX-0047,Nashik,41,0,1.5,10,499
MX-0047,Meerut,103,0,4.4,14,499
MX-0047,Rajkot,132,0,7.2,10,499
MX-0047,Varanasi,1,0,4.5,7,499
MX-0047,Amritsar,31,0,7.9,7,499
MX-0047,Noida,132,0,7.5,7,499
MX-0047,Gurugram,4,0,1.2,5,499
MX-0047,Coimbatore,31,0,6.7,5,499
MX-0047,Madurai,53,0,6.3,7,499
MX-0047,Guwahati,22,0,1.3,10 days,N/A
MX-0047,Mumbai City Mall,52,0,7.5,10,499
MX-0047,Delhi City Mall,61,0,4.1,21,499
MX-0047,Bengaluru City Mall,5,2,0.8,5,499
MX-0047,Hyderabad City Mall,112,0,5.3,14,499
MX-0047,Chennai City Mall,201,0,7.0,14,499
MX-0047,Kolkata City Mall,7,4,0.9,5,499
MX-0047,Pune City Mall,25,0,7.3,5,499
MX-0047,Ahmedabad City Mall,124,0,1.9,21,499
MX-0047,Jaipur City Mall,88,0,6.7,5,499
MX-0047,Lucknow City Mall,44,0,1.1,21,499
MX-0047,Surat City Mall,65,0,3.2,7,499
MX-0047,Indore City Mall,69,0,1.2,21,499
MX-0047,Nagpur City Mall,19,20,4.5,5,499
MX-0047,Kochi City Mall,32,0,6.8,5,499
MX-0047,Chandigarh City Mall,11,0,3.0,14,499
MX-0047,Bhopal City Mall,33,0,4.2,7,499
MX-0047,Patna City Mall,86,0,3.4,14,499
MX-0047,Vadodara City Mall,7,0,1.0,5,499
MX-0047,Ludhiana City Mall,16,0,3.5,10,499
MX-0047,Agra City Mall,393,0,7.0,21,499
MX-0048,Mumbai,68,0,2.4,10,3999
MX-0048,Delhi,61,0,3.6,7,3999
MX-0048,Bengaluru,13,0,6.7,21,3999
MX-0048,Hyderabad,76,0,1.3,21,3999
MX-0048,Chennai,3,0,3.0,10,3999
MX-0048,Kolkata,193,94,7.7,10,3999
MX-0048,Pune,0,0,0.9,7,3999
MX-0048,Ahmedabad,179.5,82,7.6,10,3999
MX-0048,Jaipur,94,0,2.5,14,3999
MX-0048,Lucknow,171,0,6.4,14,3999
MX-0048,Surat,19,0,2.3,5,3999
MX-0048,Indore,11,88,6.0,14,3999
MX-0048,Nagpur,117,0,3.9,14,3999
MX-0048,Kochi,8,0,6.7,10,3999
MX-0048,Chandigarh, 46 ,0,,5,3999
MX-0048,Bhopal,48,0,1.4,21,3999
MX-0048,Patna,3,0,0.9,10,3999
MX-0048,Vadodara,5,0,1.2,7,3999
