sku_id,location,shelf_stock,qty_on_order,avg_sales_day,leadtime_days,selling_price,Line,Online Reserved,Damaged Stock,wk8_sold,wk7_sold,wk6_sold,wk5_sold,wk4_sold,wk3_sold,wk2_sold,wk1_sold
BP-VIT--100ml,Patna Kiosk,26,0,2.3,8,Rs. 349,Vit-C Cream,0,0,13,18,16,12,19,12,12,13
BP-VIT--100ml,Vadodara,20,0,13.9,4,349,Vit-C Cream,12,3,109,90,93,109,81,116,77,97
BP-VIT--100ml,Ludhiana,52,0,5.0,4,349,Vit-C Cream,0,0,37,42,29,39,36,31,41,36
BP-VIT--100ml,Agra,36,29,3.4,8,Rs. 349,Vit-C Cream,12,0,19,28,22,22,23,23,23,26
BP-VIT--100ml,Nashik,17,0,3.1,6,₹349,Vit-C Cream,0,1,27,17,17,25,26,27,16,26
BP-VIT--100ml,Meerut,44.5,0,10.5,6,349,Vit-C Cream,0,0,65,61,76,58,78,71,64,73
BP-VIT--100ml,Rajkot,13,25,5.8,6,₹349,Vit-C Cream,4,3,42,46,45,42,45,34,50,44
BP-VIT--100ml,Varanasi,63,0,12.9,6,₹349,Vit-C Cream,0,3,111,100,109,110,88,107,82,101
BP-VIT--100ml,Amritsar,49,0,8.8,6,349,Vit-C Cream,4,0,57,60,47,47,76,72,51,55
BP-VIT--100ml,Noida,105,42,13.7,6,₹349,Vit-C Cream,4,0,108,87,114,84,117,107,90,117
BP-VIT--100ml,Noida,105,42,13.7,6,₹349,Vit-C Cream,4,0,108,87,114,84,117,107,90,117
BP-VIT--100ml,Gurugram, 85 ,0,3.2,8,349.00,Vit-C Cream,0,0,23,19,19,22,22,21,19,18
BP-VIT--100ml,Coimbatore,53,0,6.6,4,349,Vit-C Cream,4,0,42,58,52,41,45,52,40,49
BP-VIT--100ml,Madurai,29,70,6.4,8,349,Vit-C Cream,12,3,54,52,53,46,40,56,44,35
BP-VIT--100ml,Guwahati, 220 ,95,12.2,6,349.00,Vit-C Cream,0,0,105,103,97,101,90,211,85,66
BP-VIT--100ml,Mumbai City Mall,27,27,6.8,4,349,Vit-C Cream,0,1,53,40,40,44,45,47,59,42
BP-VIT--100ml,Delhi City Mall,1,-19,3.7,6,₹349,Vit-C Cream,12,0,31,21,31,30,29,23,28,29
BP-VIT--100ml,Bengaluru City Mall Kiosk, 38 ,0,5.1,8,349,Vit-C Cream,12,3,36,42,28,29,43,27,44,30
BP-VIT--100ml,Hyderabad City Mall,28,0,2.1,4,349.00,Vit-C Cream,4,1,12,14,15,14,17,18,18,16
BP-VIT--100ml,Chennai City Mall,107,0,4.7,8,Rs. 349,Vit-C Cream,0,1,35,34,26,37,38,28,40,28
,Kolkata City Mall,99,47,10.0,4,349,Vit-C Cream,4,3,87,56,82,86,54,70,66,85
BP-VIT--200ml,Mumbai,88,0,5.1,8,₹499,Vit-C Cream,0,1,30,41,38,42,29,34,36,41
BP-VIT--200ml,Delhi,69,0,10.9,4,499,Vit-C Cream,0,0,79,95,88,89,94,92,62,88
BP-VIT--200ml,Bengaluru, 177 ,0,9.0,,499,Vit-C Cream,12,0,57,66,59,75,73,59,77,74
BP-VIT--200ml,Hyderabad Kiosk,111,0,9.2,8,499.00,Vit-C Cream,12,3,79,74,57,53,56,69,54,55
BP-VIT--200ml,Chennai,85,0,3.2,8,499.00,Vit-C Cream,12,0,27,23,26,27,20,23,27,22
BP-VIT--200ml,Kolkata,138,0,12.7,4,Rs. 499,Vit-C Cream,0,3,103,70,107,90,89,109,72,76
BP-VIT--200ml,Pune Kiosk,70,51,12.2,8,499.00,Vit-C Cream,0,0,88,100,105,97,89,98,102,94
BP-VIT--200ml,Ahmedabad,27,0,2.1,4,499,Vit-C Cream,0,1,13,17,12,12,16,13,14,15
BP-VIT--200ml,Jaipur,37,0,7.3,4,499,Vit-C Cream,0,0,46,58,43,39,50,52,53,47
BP-VIT--200ml,Lucknow,63,0,6.1,6,Rs. 499,Vit-C Cream,0,0,41,44,41,51,52,51,46,50
BP-VIT--200ml,Surat, 100 ,84,8.2,8,Rs. 499,Vit-C Cream,0,1,71,43,66,67,61,67,54,60
BP-VIT--200ml,Indore,4,0,6.7,4,499,Vit-C Cream,12,3,37,44,43,36,36,37,45,57
BP-VIT--200ml,Nagpur,84,27,3.8,8,N/A,Vit-C Cream,4,0,23,22,27,22,23,26,30,25
BP-VIT--200ml,Kochi,45,8,4.2,4,₹499,Vit-C Cream,0,1,29,30,27,36,35,35,28,36
BP-VIT--200ml,Chandigarh,4,60,10.3,8,499,Vit-C Cream,0,0,57,74,88,80,63,82,69,60
BP-VIT--200ml,Bhopal,60,0,11.4,4,₹499,Vit-C Cream,4,1,63,64,85,66,92,95,80,64
BP-VIT--200ml,Patna Kiosk,162,0,14.0,4,Rs. 499,Vit-C Cream,0,0,106,112,88,104,95,117,119,116
BP-VIT--200ml,Vadodara, 89 ,45,4.5,8,499,Vit-C Cream,12,0,26,39,32,31,39,25,24,32
BP-VIT--200ml,Ludhiana,3,0,2.1,8,499,Vit-C Cream,4,0,16,12,17,17,16,15,13,14
BP-VIT--200ml,Agra,45,0,4.4,8,499,Vit-C Cream,0,1,30,38,25,26,31,32,29,33
BP-VIT--200ml,Nashik,36,0,3.0,4,499,Vit-C Cream,0,0,25,26,17,25,16,24,25,17
BP-VIT--200ml,Meerut,20,0,4.9,6,₹499,Vit-C Cream,4,1,42,33,26,29,41,32,41,31
BP-VIT--200ml,Rajkot,166,0,13.2,6,499.00,Vit-C Cream,0,3,106,91,80,112,240,84,81,91
BP-VIT--200ml,Varanasi,123,40,11.0,4 days,Rs. 499,Vit-C Cream,0,1,93,96,73,60,65,63,69,90
BP-VIT--200ml,Amritsar,61,0,3.3,6,₹499,Vit-C Cream,0,1,25,27,21,25,21,22,23,25
BP-VIT--200ml,Noida,93,0,12.5,4,₹499,Vit-C Cream,0,1,102,100,80,93,67,86,79,101
BP-VIT--200ml,Gurugram,12,16,4.0,4,499,Vit-C Cream,4,3,24,30,22,27,30,25,28,23
BP-VIT--200ml,Coimbatore,161,0,11.0,8,₹499,Vit-C Cream,4,1,89,60,66,78,59,59,93,68
BP-VIT--200ml,Madurai,262,78,13.2,8,Rs. 499,Vit-C Cream,0,0,102,87,101,113,75,106,93,115
BP-VIT--200ml,Guwahati,93,0,9.8,6,499,Vit-C Cream,4,0,67,80,64,81,57,72,84,55
BP-VIT--200ml,Mumbai City Mall,36,0,11.2,4,499,Vit-C Cream,4,3,93,96,78,60,94,71,90,87
BP-VIT--200ml,Delhi City Mall,118,0,6.3,6,₹499,Vit-C Cream,12,3,39,38,52,35,41,51,35,47
BP-VIT--200ml,Bengaluru City Mall Kiosk,38,0,9.4,4,Rs. 499,Vit-C Cream,0,1,74,73,70,55,68,55,53,77
BP-VIT--200ml,Hyderabad City Mall,56,0,3.5,8,499,Vit-C Cream,0,1,30,26,27,27,21,22,24,20
BP-VIT--200ml,Chennai City Mall,44,0,8.5,8,499.00,Vit-C Cream,0,3,51,51,59,70,72,45,53,47
BP-VIT--200ml,Kolkata City Mall,48,126,11.3,8,₹499,Vit-C Cream,4,0,83,75,80,90,65,88,69,81
BP-SUNS-30ml,Mumbai,90,0,8.7,4,199,Sunscreen 50,12,0,47,71,64,75,64,61,64,46
BP-SUNS-30ml,Delhi,11,0,,4,₹199,Sunscreen 50,12,0,11,12,12,15,12,14,17,15
BP-SUNS-30ml,Bengaluru,30.5,54,9.8,4,199.00,Sunscreen 50,12,3,54,59,62,74,70,64,57,53
BP-SUNS-30ml,Hyderabad Kiosk,118,0,8.1,6,199,Sunscreen 50,12,0,45,49,67,55,46,64,43,48
BP-SUNS-30ml,Chennai,27,0,6.7,8,Rs. 199,Sunscreen 50,12,0,37,47,54,36,38,55,37,47
BP-SUNS-30ml,Kolkata,71,28,5.3,6,₹199,Sunscreen 50,0,1,42,46,41,30,44,32,45,46
BP-SUNS-30ml,Pune Kiosk,51,0,8.5,4,199,Sunscreen 50,0,0,74,50,69,57,49,45,69,64
BP-SUNS-30ml,Ahmedabad,69,0,7.2,8,199,Sunscreen 50,0,0,62,43,44,56,46,57,51,53
BP-SUNS-30ml,Jaipur,14,0,2.4,4,199,Sunscreen 50,0,1,13,16,21,18,19,17,16,19
BP-SUNS-30ml,Lucknow,254,0,10.2,8,199,Sunscreen 50,4,0,59,86,64,75,78,76,82,68
BP-SUNS-30ml,Surat,64,0,12.6,6,₹199,Sunscreen 50,0,3,109,104,108,70,95,76,100,79
BP-SUNS-30ml,Indore,109,0,4.2,8,199,Sunscreen 50,4,0,35,35,24,30,24,25,35,31
BP-SUNS-30ml,Nagpur,207,0,10.7,6,199,Sunscreen 50,0,3,61,69,82,84,73,71,58,91
BP-SUNS-30ml,Kochi,30,0,2.8,4,199,Sunscreen 50,12,0,23,19,16,15,16,22,24,15
BP-SUNS-30ml,Chandigarh,18,0,2.2,4,199,Sunscreen 50,12,3,12,16,19,13,13,13,16,13
BP-SUNS-30ml,Bhopal,170,0,10.0,8,₹199,Sunscreen 50,4,0,82,63,59,58,275,84,66,82
BP-SUNS-30ml,Patna Kiosk,208,78,11.0,6,₹199,Sunscreen 50,12,3,96,90,95,88,79,86,67,85
BP-SUNS-30ml,Vadodara,157,34,12.2,4,199,Sunscreen 50,12,0,77,82,74,99,71,65,100,106
BP-SUNS-30ml,Ludhiana,23,0,3.0,4,₹199,Sunscreen 50,0,0,21,16,19,21,19,25,21,21
BP-SUNS-30ml,Agra,6,21,3.7,6,Rs. 199,Sunscreen 50,0,1,29,26,30,21,26,32,31,29
BP-SUNS-30ml,Nashik,177,0,9.1,6,₹199,Sunscreen 50,12,0,53,60,50,59,72,71,59,58
BP-SUNS-30ml,Meerut,52,0,7.4,6,199,Sunscreen 50,0,1,56,45,54,59,53,49,39,54
BP-SUNS-30ml,Rajkot,(4),0,9.3,6,₹199,Sunscreen 50,0,3,60,57,67,56,74,68,66,59
BP-SUNS-30ml,Varanasi,4,0,11.9,4,199,Sunscreen 50,0,1,63,99,63,71,85,73,75,85
BP-SUNS-30ml,Amritsar,196,0,9.7,6,Rs. 199,Sunscreen 50,0,0,78,85,83,68,83,70,72,63
BP-SUNS-30ml,Noida,77,0,9.9,6,199,Sunscreen 50,4,3,80,69,68,83,66,82,73,54
BP-SUNS-30ml,Gurugram,38,0,5.3,4,₹199,Sunscreen 50,12,0,38,32,31,42,33,38,38,33
BP-SUNS-30ml,Coimbatore,22,0,10.2,4,199,Sunscreen 50,12,0,56,78,82,84,54,76,68,65
BP-SUNS-30ml,Madurai, 85 ,43,9.1,6,Rs. 199,Sunscreen 50,4,1,65,66,66,69,77,53,53,75
BP-SUNS-30ml,Guwahati,44,51,10.3,4,₹199,Sunscreen 50,0,3,72,71,62,64,90,56,69,78
BP-SUNS-30ml,Mumbai City Mall,88,-2,13.4,8,199.00,Sunscreen 50,4,0,112,76,106,88,92,94,94,92
BP-SUNS-30ml,Delhi City Mall,113,0,9.8,8,Rs. 199,Sunscreen 50,12,0,61,79,55,54,54,68,81,53
BP-SUNS-30ml,Bengaluru City Mall Kiosk,69,0,3.0,8,199,Sunscreen 50,12,1,23,23,20,22,18,26,24,24
BP-SUNS-30ml,Hyderabad City Mall,128,26,6.4,6,Rs. 199,Sunscreen 50,4,3,39,54,45,40,53,47,38,47
BP-SUNS-30ml,Chennai City Mall,220,67,9.5,8,Rs. 199,Sunscreen 50,0,0,63,53,72,63,61,55,64,50
BP-SUNS-30ml,Kolkata City Mall,131,0,12.9,8,N/A,Sunscreen 50,0,0,70,112,113,87,101,76,71,85
BP-SUNS-50ml,Mumbai,47,0,7.5,4,₹349,Sunscreen 50,4,3,46,60,43,58,47,51,44,49
BP-SUNS-50ml,Delhi,44,0,10.3,8,349,Sunscreen 50,0,1,84,86,56,72,78,59,72,67
BP-SUNS-50ml,Bengaluru,42,0,7.0,4,₹349,Sunscreen 50,12,1,57,59,53,57,49,47,57,48
BP-SUNS-50ml,Hyderabad Kiosk,66,0,10.2,,349,Sunscreen 50,12,1,55,70,55,69,63,88,64,64
BP-SUNS-50ml,Chennai,104,0,12.8,6,Rs. 349,Sunscreen 50,12,3,91,97,105,101,81,107,105,106
BP-SUNS-50ml,Kolkata,199,89,13.7,6,349,Sunscreen 50,0,0,82,89,83,113,115,81,106,97
BP-SUNS-50ml,Pune Kiosk,87,0,6.5,6,Rs. 349,Sunscreen 50,0,3,38,43,40,44,48,37,38,56
BP-SUNS-50ml,Ahmedabad,83,0,12.8,4,₹349,Sunscreen 50,4,0,100,87,110,105,85,105,96,107
BP-SUNS-50ml,Jaipur,24,0,8.6,4,349,Sunscreen 50,0,3,64,64,69,68,208,57,51,68
BP-SUNS-50ml,Lucknow,33,0,10.3,4,349,Sunscreen 50,12,0,58,76,84,63,65,65,63,76
BP-SUNS-50ml,Surat,169,0,12.9,8,349,Sunscreen 50,0,3,70,111,71,105,105,98,97,101
BP-SUNS-50ml,Indore,167,39,7.5,8,₹349,Sunscreen 50,12,0,61,49,65,59,55,62,58,51
BP-SUNS-50ml,Nagpur,59,53,10.6,4,349,Sunscreen 50,0,0,86,78,70,85,88,80,67,73
BP-SUNS-50ml,Kochi,0,0,6.3,6,Rs. 349,Sunscreen 50,0,0,38,47,41,48,41,49,0,0
BP-SUNS-50ml,Chandigarh,67,0,8.4,6,349.00,Sunscreen 50,4,0,61,72,67,63,44,73,52,50
BP-SUNS-50ml,Chandigarh,67,0,8.4,6,349.00,Sunscreen 50,4,0,61,72,67,63,44,73,52,50
BP-SUNS-50ml,Bhopal,2,0,13.9,4,349,Sunscreen 50,0,0,119,73,111,74,87,114,102,82
BP-SUNS-50ml,Patna Kiosk,73,54,13.9,4,349,Sunscreen 50,12,0,90,121,114,106,83,93,115,94
BP-SUNS-50ml,Vadodara,36,0,4.1,6,349,Sunscreen 50,0,1,31,28,32,27,22,27,31,32
BP-SUNS-50ml,Ludhiana,98, 35 ,12.3,4,349,Sunscreen 50,12,1,80,101,85,102,101,76,67,68
BP-SUNS-50ml,Agra,23.5,0,3.0,4,349,Sunscreen 50,4,1,25,21,17,21,25,23,17,17
BP-SUNS-50ml,Nashik,158,0,8.7,6,₹349,Sunscreen 50,12,1,63,67,49,50,73,73,66,66
BP-SUNS-50ml,Meerut,85,57,5.9,8,349,Sunscreen 50,0,3,45,51,35,45,32,52,40,33
BP-SUNS-50ml,Rajkot,11,0,2.5,4,349,Sunscreen 50,0,1,14,18,13,15,17,17,15,18
BP-SUNS-50ml,Varanasi,67,0,6.5,4,₹349,Sunscreen 50,12,0,46,51,48,57,40,38,45,35
BP-SUNS-50ml,Amritsar,14,30,3.8,6,349,Sunscreen 50,12,0,33,26,22,30,32,30,26,31
BP-SUNS-50ml,Noida,127,51,10.1,4,349,Sunscreen 50,12,0,66,56,64,62,53,59,57,88
BP-SUNS-50ml,Gurugram,5,0,12.0,8,349.00,Sunscreen 50,0,0,100,68,103,81,94,85,90,103
BP-SUNS-50ml,Coimbatore,100,0,5.8,8,₹349,Sunscreen 50,0,0,31,42,36,49,34,38,46,48
,Madurai,94,0,8.2,8,Rs. 349,Sunscreen 50,4,0,66,69,60,71,63,69,47,45
BP-SUNS-50ml,Guwahati,65,0,3.5,6,Rs. 349,Sunscreen 50,4,1,25,25,26,19,23,28,27,23
BP-SUNS-50ml,Mumbai City Mall,126,57,6.5,8 days,₹349,Sunscreen 50,0,3,41,53,55,40,39,37,51,55
BP-SUNS-50ml,Delhi City Mall,57,0,4.3,6,₹349,Sunscreen 50,0,0,26,29,26,35,25,25,34,35
BP-SUNS-50ml,Bengaluru City Mall Kiosk, 6 ,0,5.0,4,349,Sunscreen 50,4,0,44,30,31,33,37,41,37,28
BP-SUNS-50ml,Hyderabad City Mall,142,0,9.5,6,349,Sunscreen 50,12,1,62,81,53,52,83,81,68,82
BP-SUNS-50ml,Chennai City Mall,82,0,13.2,4,349.00,Sunscreen 50,0,0,93,96,108,109,71,72,96,80
BP-SUNS-50ml,Kolkata City Mall,137,34,12.3,4,349,Sunscreen 50,12,3,78,91,81,99,66,90,68,88
BP-SUNS-100ml,Mumbai,19,0,2.4,6,Rs. 199,Sunscreen 50,0,0,20,16,14,16,13,19,17,14
BP-SUNS-100ml,Delhi,45,31,5.0,6,₹199,Sunscreen 50,0,3,30,32,38,35,37,39,105,37
BP-SUNS-100ml,Bengaluru,22,44,8.7,4,199,Sunscreen 50,0,0,55,69,53,49,75,53,46,71
BP-SUNS-100ml,Hyderabad Kiosk,67,15,3.8,8,₹199,Sunscreen 50,0,1,27,23,25,32,33,30,28,27
BP-SUNS-100ml,Chennai,111,0,12.5,4,₹199,Sunscreen 50,4,3,79,83,86,96,108,86,107,92
BP-SUNS-100ml,Kolkata, 125 ,0,9.7,4,Rs. 199,Sunscreen 50,12,1,57,85,56,58,61,60,65,59
BP-SUNS-100ml,Pune Kiosk,60,38,11.0,6,₹199,Sunscreen 50,12,0,64,84,80,85,69,86,68,92
BP-SUNS-100ml,Ahmedabad,67,0,6.1,6,₹199,Sunscreen 50,12,3,51,36,42,47,46,45,49,48
BP-SUNS-100ml,Jaipur,93,0,11.6,6,199,Sunscreen 50,4,3,83,78,62,97,97,76,68,101
BP-SUNS-100ml,Lucknow,163,92,10.6,8,199,Sunscreen 50,0,0,91,93,59,90,59,73,67,56
BP-SUNS-100ml,Surat,106,44,9.6,4,₹199,Sunscreen 50,4,0,64,67,81,62,79,54,61,56
BP-SUNS-100ml,Indore,29,0,4.9,6,199,Sunscreen 50,4,0,28,38,31,33,34,32,42,32
BP-SUNS-100ml,Nagpur,98,0,,8,199.00,Sunscreen 50,0,0,38,42,56,51,52,54,41,49
BP-SUNS-100ml,Kochi,118,0,7.7,6,199,Sunscreen 50,4,0,65,64,44,45,45,46,49,41
BP-SUNS-100ml,Chandigarh,61,0,9.4,6,199,Sunscreen 50,0,0,70,53,56,80,74,53,76,62
BP-SUNS-100ml,Bhopal,102,0,8.6,6,199.00,Sunscreen 50,12,0,62,71,54,56,52,66,47,48
BP-SUNS-100ml,Patna Kiosk,44,0,7.2,8,₹199,Sunscreen 50,4,0,40,59,43,44,61,40,61,45
BP-SUNS-100ml,Vadodara,105,50,6.5,6,199,Sunscreen 50,0,0,53,51,34,56,38,40,53,54
BP-SUNS-100ml,Ludhiana,19,0,6.3,8,199,Sunscreen 50,0,0,39,51,43,40,52,46,55,51
BP-SUNS-100ml,Agra,65,54,6.4,8,Rs. 199,Sunscreen 50,12,0,50,48,46,36,40,35,45,35
BP-SUNS-100ml,Nashik,94,0,4.1,8,199,Sunscreen 50,0,0,23,35,34,26,23,34,23,33
BP-SUNS-100ml,Meerut,0,10,3.7,4,199,Sunscreen 50,0,0,22,23,29,20,29,28,0,0
BP-SUNS-100ml,Rajkot,160,49,8.3,8,N/A,Sunscreen 50,0,0,65,64,50,64,55,55,48,69
BP-SUNS-100ml,Varanasi,334,0,13.5,8,Rs. 199,Sunscreen 50,0,1,100,86,111,71,91,111,74,102
BP-SUNS-100ml,Amritsar,17,10,2.8,4,199,Sunscreen 50,4,0,21,22,18,18,15,22,17,21
BP-SUNS-100ml,Noida,62,28,3.6,6,₹199,Sunscreen 50,0,0,19,27,25,26,25,22,22,29
BP-SUNS-100ml,Gurugram,100,0,8.2,6,199,Sunscreen 50,4,0,47,46,45,55,58,43,64,48
BP-SUNS-100ml,Coimbatore,134,0,8.0,6,Rs. 199,Sunscreen 50,0,0,65,52,65,45,58,42,52,64
BP-SUNS-100ml,Madurai,25,0,2.8,4,199,Sunscreen 50,4,3,20,21,16,21,16,20,22,16
BP-SUNS-100ml,Guwahati,43,-6,12.1,8,₹199,Sunscreen 50,12,0,68,80,98,70,104,65,71,99
BP-SUNS-100ml,Mumbai City Mall,72,0,11.7,6,199.00,Sunscreen 50,12,1,64,64,88,83,69,100,304,89
BP-SUNS-100ml,Delhi City Mall,242,0,13.5,6,199,Sunscreen 50,4,3,97,91,100,98,84,111,96,83
BP-SUNS-100ml,Bengaluru City Mall Kiosk,126,0,8.4,6,₹199,Sunscreen 50,12,0,49,68,62,45,48,51,46,53
BP-SUNS-100ml,Hyderabad City Mall,184,0,9.9,8,Rs. 199,Sunscreen 50,12,3,67,77,69,82,81,62,83,77
BP-SUNS-100ml,Chennai City Mall,14,60,9.3,6,199,Sunscreen 50,0,0,73,61,51,59,52,54,58,64
BP-SUNS-100ml,Kolkata City Mall,49,0,7.6,4,₹199,Sunscreen 50,12,0,62,47,52,44,65,57,53,49
BP-SUNS-200ml,Mumbai,2.5,0,5.9,8,₹999,Sunscreen 50,0,0,37,37,52,38,43,38,43,45
BP-SUNS-200ml,Delhi, 0 , 29 ,3.7,8,₹999,Sunscreen 50,4,0,31,32,28,22,21,24,0,0
BP-SUNS-200ml,Bengaluru,0,0,2.1,4,999.00,Sunscreen 50,0,0,15,18,14,12,14,18,13,12
BP-SUNS-200ml,Hyderabad Kiosk,-9,0,4.7,6,999.00,Sunscreen 50,4,0,28,31,38,37,36,29,38,37
BP-SUNS-200ml,Chennai, 143 ,0,10.6,,₹999,Sunscreen 50,0,3,59,83,86,84,79,81,78,57
BP-SUNS-200ml,Kolkata,154,0,13.4,6,Rs. 999,Sunscreen 50,4,3,106,110,111,96,103,83,72,106
BP-SUNS-200ml,Pune Kiosk,28,0,2.1,4,999,Sunscreen 50,4,1,13,14,17,15,16,11,17,14
BP-SUNS-200ml,Ahmedabad,47,0,11.6,6,Rs. 999,Sunscreen 50,12,0,73,66,75,68,69,74,84,73
BP-SUNS-200ml,Jaipur,0,0,5.4,4,999,Sunscreen 50,0,0,44,33,44,40,38,37,42,38
BP-SUNS-200ml,Lucknow,90,0,7.2,4,999,Sunscreen 50,4,3,51,47,45,52,49,52,59,50
BP-SUNS-200ml,Surat,106,0,5.0,8,999,Sunscreen 50,0,0,38,27,30,43,35,35,43,35
BP-SUNS-200ml,Indore,23,0,6.5,6,999,Sunscreen 50,4,0,37,43,43,39,49,45,45,47
BP-SUNS-200ml,Nagpur,307,0,13.4,8,Rs. 999,Sunscreen 50,0,1,110,81,115,78,82,91,82,71
BP-SUNS-200ml,Kochi,25,0,2.2,4,999,Sunscreen 50,4,1,14,14,15,17,14,13,17,17
BP-SUNS-200ml,Chandigarh,171,0,13.1,4,999,Sunscreen 50,12,1,81,82,75,96,80,97,71,93
BP-SUNS-200ml,Bhopal,35,0,11.3,4,999,Sunscreen 50,4,0,95,71,80,66,73,95,79,70
BP-SUNS-200ml,Patna Kiosk,79,0,6.9,4,₹999,Sunscreen 50,4,0,45,49,43,56,55,44,50,50
BP-SUNS-200ml,Vadodara,69,21,3.7,6,999,Sunscreen 50,4,1,32,23,29,24,24,30,25,31
BP-SUNS-200ml,Ludhiana,191,31,8.5,8,999,Sunscreen 50,0,3,51,54,68,46,47,51,70,60
BP-SUNS-200ml,Agra,86,0,8.1,4,999,Sunscreen 50,0,0,63,57,54,47,59,52,51,54
BP-SUNS-200ml,Nashik,62,88,11.2,8,₹999,Sunscreen 50,0,0,70,75,67,83,91,70,90,95
BP-SUNS-200ml,Meerut,3,24,5.0,6,Rs. 999,Sunscreen 50,4,1,30,43,30,34,37,27,33,31
BP-SUNS-200ml,Rajkot,43,0,11.4,4,₹999,Sunscreen 50,0,0,94,81,65,80,91,82,70,65
BP-SUNS-200ml,Varanasi,53,0,9.4,4,Rs. 999,Sunscreen 50,4,0,80,70,53,76,79,68,220,76
BP-SUNS-200ml,Amritsar,100,0,13.4,4,Rs. 999,Sunscreen 50,0,0,71,110,101,117,89,103,98,107
BP-SUNS-200ml,Noida,92,0,5.9,6,999.00,Sunscreen 50,0,0,35,39,45,33,45,37,48,45
BP-SUNS-200ml,Gurugram,2,30,8.0,4,₹999,Sunscreen 50,0,0,48,49,64,65,59,60,55,61
BP-SUNS-200ml,Coimbatore,120,79,7.6,8,999,Sunscreen 50,0,3,58,63,58,43,56,43,54,58
BP-SUNS-200ml,Madurai,166, 40 ,6.4,8,₹999,Sunscreen 50,12,3,54,56,44,35,51,43,38,47
BP-SUNS-200ml,Guwahati,16,0,2.9,8,₹999,Sunscreen 50,4,0,22,20,18,21,25,18,20,18
BP-SUNS-200ml,Mumbai City Mall,103,0,9.7,6,₹999,Sunscreen 50,0,3,74,62,63,70,83,73,79,65
BP-SUNS-200ml,Delhi City Mall,23,0,6.6,8,999.00,Sunscreen 50,0,0,52,36,54,51,56,48,50,42
BP-SUNS-200ml,Bengaluru City Mall Kiosk,127,0,12.2,6,₹999,Sunscreen 50,0,0,80,97,96,87,98,75,98,80
BP-SUNS-200ml,Hyderabad City Mall,109,0,6.4,6,999,Sunscreen 50,0,1,38,41,35,34,46,42,37,53
BP-SUNS-200ml,Chennai City Mall,5,0,2.4,4,₹999,Sunscreen 50,12,0,13,18,13,20,15,17,19,15
BP-SUNS-200ml,Kolkata City Mall,160,0,12.1,6,999,Sunscreen 50,12,0,90,86,102,101,105,85,100,79
BP-SHAM-30ml,Mumbai, 126 ,0,9.9,6,199,Shampoo Argan,4,0,76,57,67,64,84,71,66,74
BP-SHAM-30ml,Delhi,82,0,11.3,4 days,₹199,Shampoo Argan,4,0,83,80,66,93,83,78,80,82
BP-SHAM-30ml,Bengaluru,76,0,6.4,4,199,Shampoo Argan,0,0,35,54,45,34,47,34,45,50
BP-SHAM-30ml,Hyderabad Kiosk,160,0,8.0,6,199.00,Shampoo Argan,0,1,54,45,48,57,61,61,61,62
BP-SHAM-30ml,Hyderabad Kiosk,160,0,8.0,6,199.00,Shampoo Argan,0,1,54,45,48,57,61,61,61,62
BP-SHAM-30ml,Chennai,9,0,5.1,4,199,Shampoo Argan,0,3,38,42,41,35,40,41,41,30
BP-SHAM-30ml,Kolkata,97,0,8.9,4,199,Shampoo Argan,4,0,64,67,69,55,55,58,70,57
BP-SHAM-30ml,Pune Kiosk,161,0,13.5,4,₹199,Shampoo Argan,0,0,81,111,77,98,84,84,75,114
BP-SHAM-30ml,Ahmedabad,0,0,3.1,6,199,Shampoo Argan,4,1,27,27,17,27,18,19,0,0
BP-SHAM-30ml,Jaipur,60,0,6.8,8,₹199,Shampoo Argan,0,1,48,56,53,48,58,49,54,40
BP-SHAM-30ml,Lucknow,4,8,2.9,4,N/A,Shampoo Argan,0,3,17,17,25,21,21,21,24,18
BP-SHAM-30ml,Surat,20,0,6.2,4,199,Shampoo Argan,0,1,40,50,51,49,39,51,34,39
BP-SHAM-30ml,Indore,70,0,9.0,4,₹199,Shampoo Argan,12,0,71,61,61,75,71,65,58,74
BP-SHAM-30ml,Nagpur,8,0,12.0,6,₹199,Shampoo Argan,0,0,97,90,81,99,94,68,91,85
BP-SHAM-30ml,Kochi,6,94,11.8,8,199,Shampoo Argan,0,1,95,83,64,89,85,77,81,84
BP-SHAM-30ml,Chandigarh,39,0,2.0,8,Rs. 199,Shampoo Argan,0,0,16,15,14,14,15,14,15,14
BP-SHAM-30ml,Bhopal,48,0,9.2,4,199.00,Shampoo Argan,0,1,68,55,70,74,77,52,60,71
BP-SHAM-30ml,Patna Kiosk,108,0,10.1,8,199.00,Shampoo Argan,0,0,56,64,79,61,85,198,66,61
BP-SHAM-30ml,Vadodara,21.5,18,3.9,4,Rs. 199,Shampoo Argan,0,3,23,26,23,33,21,29,26,25
BP-SHAM-30ml,Ludhiana,19,0,2.7,4,₹199,Shampoo Argan,12,1,18,20,23,16,20,21,18,14
BP-SHAM-30ml,Agra,93,0,8.5,8,199,Shampoo Argan,12,0,68,58,58,65,48,52,59,61
BP-SHAM-30ml,Nashik,92,0,8.1,4,Rs. 199,Shampoo Argan,12,0,66,44,49,50,52,55,64,51
,Meerut,96,0,10.1,6,₹199,Shampoo Argan,12,1,57,74,79,59,64,87,64,53
BP-SHAM-30ml,Rajkot,149,0,7.3,8,₹199,Shampoo Argan,0,0,63,54,63,59,44,53,57,48
