SKU Code,Store Name,Closing Stock,In Transit,Avg Off-take/Day,Lead Time (Days),MRP,Style,Colour,Size,System Status,Sold Wk-8,Sold Wk-7,Sold Wk-6,Sold Wk-5,Sold Wk-4,Sold Wk-3,Sold Wk-2,Sold Wk-1
OXF-BLA-S,Bengaluru,1,0,1.4,7,2499,Oxford Shirt,Black,S,OK,10,8,11,9,8,10,8,12
OXF-BLA-S,Hyderabad,88,0,2.2,12,"₹2,499",Oxford Shirt,Black,S,Excess,6,3,27,33,27,33,3,33
OXF-BLA-S,Chennai,68,0,4.1,5,2499,Oxford Shirt,Black,S,OK,24,30,25,32,24,35,35,24
OXF-BLA-S,Kolkata,21,0,1.3,9,2499,Oxford Shirt,Black,S,Excess,8,8,8,10,8,7,11,7
OXF-BLA-S,Pune,21,0,5.2,5,"₹2,499",Oxford Shirt,Black,S,,29,40,36,42,30,43,40,44
OXF-BLA-S,Ahmedabad,9,0,3.0,7,2499,Oxford Shirt,Black,S,Reorder,19,19,23,22,25,17,18,18
OXF-BLA-S,Jaipur,69,0,2.2,12,2499,Oxford Shirt,Black,S,Excess,19,16,14,13,18,17,18,19
OXF-BLA-S,Lucknow,3,6,1.6,5,2499,Oxford Shirt,Black,S,Excess,13,10,8,13,13,12,8,11
OXF-BLA-S,Surat,27,0,3.1,5,2499,Oxford Shirt,Black,S,,17,22,21,17,21,18,24,25
OXF-BLA-S,Indore,25,0,1.9,12,2499,Oxford Shirt,Black,S,Excess,11,11,16,14,12,10,15,14
OXF-BLA-S,Nagpur,232,29,5.8,12,2499,Oxford Shirt,Black,S,Reorder,33,49,41,42,43,46,35,38
OXF-BLA-S,Kochi,68,43,4.5,7,2499,Oxford Shirt,Black,S,OK,39,39,38,36,24,36,37,26
OXF-BLA-S,Chandigarh,21,0,2.0,7,2499,Oxford Shirt,Black,S,Reorder,17,11,11,14,17,16,15,13
OXF-BLA-S,Bhopal, 60 ,0,1.7,12 days,"₹2,499",Oxford Shirt,Black,S,OK,11,11,10,14,12,15,9,12
OXF-BLA-S,Patna,112,0,4.1,9,2499,Oxford Shirt,Black,S,OK,29,32,24,36,36,28,28,33
OXF-BLA-S,Vadodara,5,0,2.2,12,2499,Oxford Shirt,Black,S,OK,13,18,12,12,17,48,18,12
OXF-BLA-S,Ludhiana,9,0,1.3,5,"₹2,499",Oxford Shirt,Black,S,Reorder,8,7,9,10,7,7,8,10
OXF-BLA-S,Agra,0,10,1.6,5,"₹2,499",Oxford Shirt,Black,S,Reorder,12,14,13,14,13,11,12,10
OXF-BLA-S,Nashik,71,0,5.3,7,"₹2,499",Oxford Shirt,Black,S,,44,38,30,37,29,34,44,35
OXF-BLA-S,Meerut,4,3,0.6,5,"Rs. 2,499",Oxford Shirt,Black,S,,5,4,4,4,5,3,4,3
OXF-BLA-S,Rajkot,71,23,4.3,7,"Rs. 2,499",Oxford Shirt,Black,S,Excess,26,36,35,26,31,25,34,24
OXF-BLA-S,Varanasi,22,0,5.5,9,2499,Oxford Shirt,Black,S,OK,29,29,35,39,43,33,30,29
OXF-BLA-M,Mumbai,65,0,1.7,12,499.00,Oxford Shirt,Black,M,OK,14,9,12,12,14,9,10,9
OXF-BLA-M,Delhi,123,0,5.8,9,499,Oxford Shirt,Black,M,Reorder,46,37,40,35,43,46,42,48
OXF-BLA-M,Bengaluru,121,-10,5.6,9,499,Oxford Shirt,Black,M,,29,44,30,39,46,44,38,36
OXF-BLA-M,Hyderabad,42,0,5.6,9,Rs. 499,Oxford Shirt,Black,M,OK,37,33,46,30,48,32,38,35
OXF-BLA-M,Chennai,8,0,0.8,5,499,Oxford Shirt,Black,M,,5,4,5,5,5,5,6,5
OXF-BLA-M,Kolkata,37,0,5.5,5,499,Oxford Shirt,Black,M,,30,46,31,35,35,33,36,33
OXF-BLA-M,Pune,65,0,2.8,7,₹499,Oxford Shirt,Black,M,Excess,20,18,23,16,17,18,16,20
OXF-BLA-M,Ahmedabad,110,0,5.0,9,Rs. 499,Oxford Shirt,Black,M,Excess,29,34,43,44,42,39,27,35
OXF-BLA-M,Jaipur,34.5,0,3.3,5,Rs. 499,Oxford Shirt,Black,M,Reorder,28,22,25,28,21,19,17,19
OXF-BLA-M,Lucknow,21,0,5.4,5,₹499,Oxford Shirt,Black,M,OK,91,116,114,108,84,113,72,76
OXF-BLA-M,Surat,88,0,3.8,7,499,Oxford Shirt,Black,M,Reorder,23,25,23,29,26,20,30,20
OXF-BLA-M,Indore,14,0,1.8,9,499.00,Oxford Shirt,Black,M,Excess,10,10,10,15,16,12,11,14
OXF-BLA-M,Nagpur,55,0,3.4,5,499,Oxford Shirt,Black,M,Reorder,29,19,19,20,27,20,26,24
OXF-BLA-M,Kochi,23,0,5.4,9,Rs. 499,Oxford Shirt,Black,M,OK,44,29,46,43,38,37,43,43
OXF-BLA-M,Chandigarh,55,0,5.9,9,499,Oxford Shirt,Black,M,OK,39,46,45,47,47,36,44,38
OXF-BLA-M,Bhopal,3,3,0.8,7,499,Oxford Shirt,Black,M,OK,6,7,4,5,5,5,7,6
OXF-BLA-M,Patna,33,0,1.7,12,Rs. 499,Oxford Shirt,Black,M,Reorder,11,11,9,11,13,15,14,14
OXF-BLA-M,Vadodara,42,0,3.0,7,₹499,Oxford Shirt,Black,M,OK,25,20,26,20,17,19,17,24
OXF-BLA-M,Ludhiana,110,0,5.2,7,N/A,Oxford Shirt,Black,M,Excess,33,40,42,29,38,30,40,36
OXF-BLA-M,Agra,195,0,5.6,,₹499,Oxford Shirt,Black,M,,31,34,47,36,43,35,35,31
OXF-BLA-M,Nashik,15,0,3.0,5,Rs. 499,Oxford Shirt,Black,M,Excess,24,23,23,24,20,19,16,20
OXF-BLA-M,Meerut,4,5,,9,499,Oxford Shirt,Black,M,,5,4,5,5,5,6,5,6
OXF-BLA-M,Rajkot,122,0,5.8,12,₹499,Oxford Shirt,Black,M,,73,73,89,89,89,73,73,73
OXF-BLA-M,Varanasi,6,8,2.0,7,Rs. 499,Oxford Shirt,Black,M,Reorder,13,13,15,12,17,12,11,15
OXF-BLA-L,Mumbai,12,0,1.2,5,2499,Oxford Shirt,Black,L,Reorder,8,6,10,8,6,9,10,7
OXF-BLA-L,Delhi,14,6,0.5,9,"Rs. 2,499",Oxford Shirt,Black,L,,3,4,3,4,3,4,4,4
OXF-BLA-L,Bengaluru,48,0,2.0,12,"Rs. 2,499",Oxford Shirt,Black,L,Excess,17,11,11,15,14,15,13,16
OXF-BLA-L,Hyderabad,71,0,3.1,9,2499,Oxford Shirt,Black,L,,25,17,23,25,18,19,19,20
OXF-BLA-L,Chennai,34,0,1.5,7,2499,Oxford Shirt,Black,L,Excess,11,9,11,11,9,11,13,13
OXF-BLA-L,Kolkata, 26 ,9,2.0,7,"₹2,499",Oxford Shirt,Black,L,Excess,14,12,12,17,14,16,13,17
OXF-BLA-L,Kolkata, 26 ,9,2.0,7,"₹2,499",Oxford Shirt,Black,L,Excess,14,12,12,17,14,16,13,17
OXF-BLA-L,Pune,16,7,1.4,5,"2,499.00",Oxford Shirt,Black,L,,10,12,9,12,9,9,12,8
OXF-BLA-L,Ahmedabad,36,7,2.6,7,2499,Oxford Shirt,Black,L,OK,16,15,17,18,18,15,15,20
OXF-BLA-L,Jaipur,66,0,4.7,7,2499,Oxford Shirt,Black,L,Excess,37,34,25,34,39,32,40,30
OXF-BLA-L,Lucknow,10,0,0.8,9,"₹2,499",Oxford Shirt,Black,L,OK,7,4,7,6,4,6,5,5
OXF-BLA-L,Surat,30,0,3.7,5,2499,Oxford Shirt,Black,L,OK,21,23,21,23,29,92,26,28
OXF-BLA-L,Indore,6,0,2.4,12,"Rs. 2,499",Oxford Shirt,Black,L,,14,21,14,20,17,17,16,20
OXF-BLA-L,Nagpur,78,0,2.2,12,2499,Oxford Shirt,Black,L,Reorder,15,17,12,14,18,16,19,15
OXF-BLA-L,Kochi,12,0,1.4,5,2499,Oxford Shirt,Black,L,OK,12,9,9,12,9,12,8,9
OXF-BLA-L,Chandigarh,4,0,2.6,5,"₹2,499",Oxford Shirt,Black,L,Excess,20,15,22,21,22,22,22,22
OXF-BLA-L,Bhopal,82,31,5.3,5,2499,Oxford Shirt,Black,L,OK,41,42,42,46,42,33,32,37
OXF-BLA-L,Patna,99,0,5.1,9,2499,Oxford Shirt,Black,L,OK,29,33,34,36,33,28,34,36
OXF-BLA-L,Vadodara,80,0,3.8,12,"₹2,499",Oxford Shirt,Black,L,OK,29,27,28,31,26,24,20,27
OXF-BLA-L,Ludhiana,4,0,1.3,9,2499,Oxford Shirt,Black,L,,8,11,7,9,8,8,8,10
OXF-BLA-L,Agra,100,0,5.7,12,"Rs. 2,499",Oxford Shirt,Black,L,Excess,41,47,35,37,45,31,44,33
OXF-BLA-L,Nashik,78,0,2.5,12,"₹2,499",Oxford Shirt,Black,L,,15,14,19,18,19,16,14,13
OXF-BLA-L,Meerut,41,0,3.6,5,"2,499.00",Oxford Shirt,Black,L,,27,19,29,30,25,27,22,23
OXF-BLA-L,Rajkot,156,0,4.0,12,2499,Oxford Shirt,Black,L,Reorder,68,82,63,81,68,53,82,61
OXF-BLA-L,Varanasi,21,6,1.8,7,"2,499.00",Oxford Shirt,Black,L,Excess,14,13,12,11,11,11,12,14
OXF-WHI-S,Mumbai,31,0,3.0,12,₹499,Oxford Shirt,White,S,Reorder,17,24,26,18,16,21,19,26
OXF-WHI-S,Delhi,99,0,3.6,12,₹499,Oxford Shirt,White,S,Reorder,24,27,29,21,27,23,31,26
OXF-WHI-S,Bengaluru,76,0,3.4,9,499,Oxford Shirt,White,S,OK,28,26,20,29,24,25,20,29
OXF-WHI-S,Hyderabad,99,0,5.3,12,499,Oxford Shirt,White,S,Excess,28,44,45,36,36,37,38,43
OXF-WHI-S,Chennai,108,0,3.8,9,499.00,Oxford Shirt,White,S,Reorder,20,27,30,32,28,26,21,20
OXF-WHI-S,Kolkata,29,0,4.1,12,499,Oxford Shirt,White,S,Reorder,35,30,33,23,23,24,32,34
OXF-WHI-S,Pune,49,18,2.4,7,499,Oxford Shirt,White,S,,17,13,15,16,13,20,14,17
,Ahmedabad, 17 ,18,4.8,5,₹499,Oxford Shirt,White,S,Excess,40,40,41,34,37,39,39,32
OXF-WHI-S,Jaipur,37,0,2.3,12,499,Oxford Shirt,White,S,OK,16,15,13,13,16,12,18,14
OXF-WHI-S,Lucknow,0,0,3.7,12,499,Oxford Shirt,White,S,Reorder,30,26,23,30,25,24,24,31
OXF-WHI-S,Surat,78,0,5.5,5,₹499,Oxford Shirt,White,S,,46,31,37,32,41,44,32,46
OXF-WHI-S,Indore,75,0,4.4,9,499,Oxford Shirt,White,S,Reorder,28,29,37,37,29,34,37,29
OXF-WHI-S,Nagpur, 79 ,0,5.8,12,499,Oxford Shirt,White,S,,39,43,37,37,45,35,50,39
OXF-WHI-S,Kochi,64.5,0,5.3,7,499,Oxford Shirt,White,S,,31,29,43,28,38,30,35,40
OXF-WHI-S,Chandigarh, 7 ,0,0.7,5,499,Oxford Shirt,White,S,OK,5,5,6,6,5,5,5,5
OXF-WHI-S,Bhopal,28,0,3.5,12,499,Oxford Shirt,White,S,OK,26,29,19,29,26,23,24,26
OXF-WHI-S,Patna,9,0,4.5,9,499,Oxford Shirt,White,S,,24,25,30,35,26,32,24,32
OXF-WHI-S,Vadodara,24,0,1.4,12,Rs. 499,Oxford Shirt,White,S,OK,3,3,21,21,21,17,21,3
OXF-WHI-S,Ludhiana,(7),34,5.1,5,₹499,Oxford Shirt,White,S,OK,35,27,42,40,29,35,41,33
OXF-WHI-S,Agra,2,40,6.0,5,₹499,Oxford Shirt,White,S,Reorder,47,52,47,32,38,38,52,44
OXF-WHI-S,Nashik,21,0,3.4,5,Rs. 499,Oxford Shirt,White,S,OK,21,27,28,19,24,24,28,26
OXF-WHI-S,Meerut,22,51,3.1,12,499.00,Oxford Shirt,White,S,Reorder,19,19,17,22,25,24,23,23
OXF-WHI-S,Rajkot,53,0,3.8,12 days,₹499,Oxford Shirt,White,S,Reorder,27,26,31,26,27,29,24,33
OXF-WHI-S,Varanasi,1,0,2.4,7,₹499,Oxford Shirt,White,S,Excess,15,21,18,16,18,14,17,21
OXF-WHI-M,Mumbai,50,25,4.7,5,499,Oxford Shirt,White,M,OK,40,40,27,37,26,28,32,33
OXF-WHI-M,Delhi,14,-4,4.2,7,499,Oxford Shirt,White,M,Excess,25,35,29,35,28,36,32,28
OXF-WHI-M,Bengaluru,31,46,5.7,7,499,Oxford Shirt,White,M,Reorder,37,38,45,35,45,42,48,43
OXF-WHI-M,Hyderabad,25,0,2.1,7,₹499,Oxford Shirt,White,M,OK,15,18,12,13,14,44,16,16
OXF-WHI-M,Chennai,3,0,1.5,9,₹499,Oxford Shirt,White,M,OK,13,8,12,11,12,11,13,13
OXF-WHI-M,Kolkata,56,0,5.4,5,N/A,Oxford Shirt,White,M,,30,34,36,37,41,38,46,30
OXF-WHI-M,Pune,18,0,4.2,5,₹499,Oxford Shirt,White,M,OK,35,32,31,24,34,33,35,27
OXF-WHI-M,Ahmedabad,7,0,0.8,12,499.00,Oxford Shirt,White,M,,6,6,6,6,6,6,5,6
OXF-WHI-M,Jaipur,33,0,1.5,12,Rs. 499,Oxford Shirt,White,M,OK,11,13,11,11,8,9,10,10
OXF-WHI-M,Lucknow,38,0,2.6,9,₹499,Oxford Shirt,White,M,OK,14,18,14,15,15,19,20,22
OXF-WHI-M,Surat, 188 ,0,5.0,12,499.00,Oxford Shirt,White,M,,38,37,42,43,43,28,43,41
OXF-WHI-M,Indore,9,0,0.5,9,499.00,Oxford Shirt,White,M,,11,7,9,10,10,7,10,7
OXF-WHI-M,Nagpur,41,0,5.0,7,499,Oxford Shirt,White,M,Reorder,33,28,40,36,32,40,35,36
OXF-WHI-M,Kochi,48,0,3.5,5,Rs. 499,Oxford Shirt,White,M,OK,27,20,28,26,25,22,22,30
OXF-WHI-M,Chandigarh,6,8,0.8,9,Rs. 499,Oxford Shirt,White,M,,6,5,4,6,5,7,4,5
OXF-WHI-M,Bhopal,19,19,2.2,9,499.00,Oxford Shirt,White,M,OK,13,16,15,15,17,18,12,18
OXF-WHI-M,Patna,34,0,4.7,7,499.00,Oxford Shirt,White,M,Excess,40,31,27,40,40,30,28,33
OXF-WHI-M,Vadodara,10,0,1.7,9,₹499,Oxford Shirt,White,M,,14,14,14,14,14,14,12,15
OXF-WHI-M,Ludhiana,44,0,2.4,7,499,Oxford Shirt,White,M,Excess,19,17,16,18,13,20,14,15
OXF-WHI-M,Agra,9,9,0.8,9,₹499,Oxford Shirt,White,M,OK,5,5,4,5,6,6,6,7
OXF-WHI-M,Nashik,36,0,2.3,,Rs. 499,Oxford Shirt,White,M,,18,15,19,12,20,14,18,19
OXF-WHI-M,Meerut,79,0,3.8,7,₹499,Oxford Shirt,White,M,,24,21,29,26,27,23,28,23
OXF-WHI-M,Rajkot,36,0,5.8,12,499,Oxford Shirt,White,M,,37,31,31,46,42,41,35,45
OXF-WHI-M,Varanasi,161,0,6.0,9,₹499,Oxford Shirt,White,M,,48,37,32,36,37,34,44,37
OXF-WHI-L,Mumbai,107,0,3.8,9,499.00,Oxford Shirt,White,L,OK,24,31,30,24,22,27,28,33
OXF-WHI-L,Delhi,57,0,3.8,9,₹499,Oxford Shirt,White,L,Reorder,26,30,26,30,23,24,28,26
OXF-WHI-L,Bengaluru,3,15,2.8,5,499,Oxford Shirt,White,L,Reorder,19,22,23,24,23,21,21,18
OXF-WHI-L,Hyderabad,85,0,4.3,12,499,Oxford Shirt,White,L,OK,29,23,28,33,24,28,29,26
OXF-WHI-L,Chennai,4,0,0.9,5,499,Oxford Shirt,White,L,Excess,6,7,8,6,5,8,5,7
OXF-WHI-L,Kolkata, 13 ,0,2.6,12,499,Oxford Shirt,White,L,OK,18,17,17,15,22,22,21,15
OXF-WHI-L,Pune,28,0,1.1,9,₹499,Oxford Shirt,White,L,Reorder,7,6,8,9,8,7,7,7
OXF-WHI-L,Ahmedabad,68,21,2.4,12,499,Oxford Shirt,White,L,OK,20,18,16,14,15,15,20,15
OXF-WHI-L,Jaipur,136,0,,9,499,Oxford Shirt,White,L,,39,30,41,34,41,39,33,41
OXF-WHI-L,Lucknow,2,0,4.4,5,₹499,Oxford Shirt,White,L,Reorder,36,35,25,33,30,30,35,38
OXF-WHI-L,Surat,39,0,5.0,7,499,Oxford Shirt,White,L,OK,30,34,27,31,37,29,28,32
OXF-WHI-L,Indore,20,0,3.4,9,Rs. 499,Oxford Shirt,White,L,Reorder,23,27,21,22,21,29,28,23
OXF-WHI-L,Nagpur,33,0,4.1,5,499.00,Oxford Shirt,White,L,,11,5,51,63,63,5,63,63
OXF-WHI-L,Kochi,60,0,4.6,5,₹499,Oxford Shirt,White,L,Reorder,36,29,27,30,40,34,24,25
OXF-WHI-L,Chandigarh,22,0,3.2,12,499,Oxford Shirt,White,L,,18,21,24,28,20,18,23,23
OXF-WHI-L,Bhopal,40,0,1.8,9,499,Oxford Shirt,White,L,Excess,12,14,13,15,12,10,13,11
OXF-WHI-L,Patna,50,0,3.1,5,499,Oxford Shirt,White,L,Excess,17,17,21,25,25,21,22,18
OXF-WHI-L,Vadodara,18,0,5.1,9,499.00,Oxford Shirt,White,L,OK,38,40,31,34,35,44,30,42
OXF-WHI-L,Ludhiana,44.5,0,1.9,12,499,Oxford Shirt,White,L,Reorder,15,10,13,16,14,16,10,14
OXF-WHI-L,Agra,10,0,1.6,9,499,Oxford Shirt,White,L,,11,9,11,12,11,12,8,9
OXF-WHI-L,Nashik,7,0,0.8,5,₹499,Oxford Shirt,White,L,Reorder,4,6,5,6,7,19,5,6
OXF-WHI-L,Meerut,7,21,3.5,12,₹499,Oxford Shirt,White,L,OK,21,20,27,21,20,30,28,24
OXF-WHI-L,Rajkot,13,0,4.4,5,499,Oxford Shirt,White,L,,28,33,28,37,32,26,36,36
OXF-WHI-L,Varanasi,7,0,4.5,9,₹499,Oxford Shirt,White,L,OK,38,39,31,30,26,26,26,36
OXF-NAV-S,Mumbai,32,12,2.8,5,799,Oxford Shirt,Navy,S,OK,38,52,37,60,59,57,47,44
OXF-NAV-S,Delhi,23,0,3.3,12,₹799,Oxford Shirt,Navy,S,OK,20,22,22,25,22,28,24,20
OXF-NAV-S,Bengaluru,34,0,1.9,9,799,Oxford Shirt,Navy,S,Reorder,11,13,15,16,15,13,15,14
OXF-NAV-S,Hyderabad,109,0,3.8,12,799,Oxford Shirt,Navy,S,Reorder,22,27,21,25,25,32,33,23
OXF-NAV-S,Chennai,30,8,4.3,5,799,Oxford Shirt,Navy,S,,33,26,36,34,29,36,30,31
OXF-NAV-S,Kolkata,102,0,5.5,9,Rs. 799,Oxford Shirt,Navy,S,Excess,42,41,35,44,36,48,48,38
OXF-NAV-S,Pune,2,0,0.7,12,₹799,Oxford Shirt,Navy,S,Reorder,4,4,5,6,5,6,5,5
OXF-NAV-S,Pune,2,0,0.7,12,₹799,Oxford Shirt,Navy,S,Reorder,4,4,5,6,5,6,5,5
OXF-NAV-S,Ahmedabad, 8 ,0,1.6,7,₹799,Oxford Shirt,Navy,S,OK,9,9,13,11,11,10,11,14
OXF-NAV-S,Jaipur,13,0,1.6,7,Rs. 799,Oxford Shirt,Navy,S,OK,13,10,10,12,13,13,14,13
OXF-NAV-S,Lucknow,7,0,3.6,7,799,Oxford Shirt,Navy,S,,31,20,30,21,21,30,28,23
OXF-NAV-S,Surat,1,0,1.1,7,₹799,Oxford Shirt,Navy,S,OK,9,6,9,8,7,6,7,9
OXF-NAV-S,Indore,40,14,2.5,5,799,Oxford Shirt,Navy,S,Excess,16,17,19,15,17,18,20,22
OXF-NAV-S,Nagpur, 14 ,0,2.5,5,799,Oxford Shirt,Navy,S,Excess,15,16,14,16,18,20,17,15
OXF-NAV-S,Kochi,26,0,3.8,9,799,Oxford Shirt,Navy,S,,23,27,32,27,25,23,29,29
OXF-NAV-S,Chandigarh,119,0,3.9,12,799,Oxford Shirt,Navy,S,Reorder,29,21,23,22,32,28,30,22
OXF-NAV-S,Bhopal,2,23,4.5,9,799,Oxford Shirt,Navy,S,OK,36,30,33,26,38,37,25,28
OXF-NAV-S,Patna,17,45,5.2,9,N/A,Oxford Shirt,Navy,S,,37,33,34,34,34,30,31,36
OXF-NAV-S,Vadodara, 14 ,0,5.9,5,799,Oxford Shirt,Navy,S,Reorder,45,51,36,34,45,34,43,38
OXF-NAV-S,Ludhiana,5,4,1.4,7,Rs. 799,Oxford Shirt,Navy,S,Excess,12,9,8,12,12,10,11,10
OXF-NAV-S,Agra,140,0,4.8,9,₹799,Oxford Shirt,Navy,S,OK,28,37,39,39,42,42,35,36
OXF-NAV-S,Nashik,79,49,5.7,7,799,Oxford Shirt,Navy,S,Excess,35,34,32,37,45,43,46,36
OXF-NAV-S,Meerut,5,0,3.2,5,799,Oxford Shirt,Navy,S,Reorder,27,23,25,18,27,17,24,25
OXF-NAV-S,Rajkot,21,0,4.4,7,₹799,Oxford Shirt,Navy,S,OK,35,32,30,29,33,32,25,37
OXF-NAV-S,Varanasi,78,0,3.7,9,799,Oxford Shirt,Navy,S,,26,25,28,29,28,24,27,25
OXF-NAV-M,Mumbai,15,-13,0.8,7,₹799,Oxford Shirt,Navy,M,Excess,7,6,6,6,6,6,5,6
OXF-NAV-M,Delhi, 39 ,0,1.2,12,799,Oxford Shirt,Navy,M,,9,9,10,10,7,8,10,10
OXF-NAV-M,Bengaluru,13,0,3.2,12,799.00,Oxford Shirt,Navy,M,Reorder,26,26,23,27,21,21,22,22
OXF-NAV-M,Hyderabad,10,0,2.7,7,Rs. 799,Oxford Shirt,Navy,M,Reorder,23,15,15,14,16,20,18,23
OXF-NAV-M,Chennai,41,0,5.3,12,799,Oxford Shirt,Navy,M,Excess,36,43,46,34,34,45,35,29
OXF-NAV-M,Kolkata,58,0,3.2,7 days,799,Oxford Shirt,Navy,M,OK,18,23,19,22,24,17,22,23
OXF-NAV-M,Pune,90,0,3.4,9,Rs. 799,Oxford Shirt,Navy,M,Excess,27,21,27,26,26,18,21,23
OXF-NAV-M,Ahmedabad,71,0,3.3,9,₹799,Oxford Shirt,Navy,M,Reorder,41,50,50,9,4,4,4,4
OXF-NAV-M,Jaipur,28,0,1.8,9,799,Oxford Shirt,Navy,M,,11,14,14,12,11,11,14,11
OXF-NAV-M,Lucknow,0,19,3.7,12,799,Oxford Shirt,Navy,M,,26,23,29,27,28,23,27,27
OXF-NAV-M,Surat,96,0,5.1,12,Rs. 799,Oxford Shirt,Navy,M,OK,33,29,42,29,28,43,34,31
OXF-NAV-M,Indore,(9),4,1.3,7,799.00,Oxford Shirt,Navy,M,OK,11,8,9,8,7,8,8,9
,Nagpur,47,24,1.8,12,799,Oxford Shirt,Navy,M,Reorder,12,11,12,13,14,16,12,13
OXF-NAV-M,Kochi,126,0,4.0,12,₹799,Oxford Shirt,Navy,M,OK,67,65,87,61,87,201,64,81
OXF-NAV-M,Chandigarh,19,0,2.5,5,799,Oxford Shirt,Navy,M,OK,16,15,15,16,17,19,14,19
OXF-NAV-M,Bhopal,35,0,5.7,9,Rs. 799,Oxford Shirt,Navy,M,Reorder,46,33,47,34,30,41,35,34
OXF-NAV-M,Patna,10,0,1.8,7,Rs. 799,Oxford Shirt,Navy,M,Excess,12,11,11,13,10,13,12,16
OXF-NAV-M,Vadodara,110,0,5.2,7,799,Oxford Shirt,Navy,M,OK,44,30,27,40,36,37,27,30
OXF-NAV-M,Ludhiana,73,11,2.6,9,799,Oxford Shirt,Navy,M,,17,18,17,15,23,18,17,22
OXF-NAV-M,Agra,32,0,2.0,5,799.00,Oxford Shirt,Navy,M,Reorder,16,14,12,14,11,16,15,13
OXF-NAV-M,Nashik,21,0,0.8,9,799,Oxford Shirt,Navy,M,Excess,6,7,4,5,5,6,5,5
OXF-NAV-M,Meerut,61,0,4.9,,₹799,Oxford Shirt,Navy,M,OK,34,32,40,42,34,40,36,34
OXF-NAV-M,Rajkot,3,0,4.1,7,799,Oxford Shirt,Navy,M,OK,32,22,24,35,31,34,25,24
OXF-NAV-M,Varanasi,8.5,15,2.6,12,799,Oxford Shirt,Navy,M,Excess,16,15,15,21,21,14,15,20
OXF-NAV-L,Mumbai,46,0,3.4,5,"Rs. 2,499",Oxford Shirt,Navy,L,OK,24,26,29,24,22,27,18,28
OXF-NAV-L,Delhi,50,0,4.2,5,"₹2,499",Oxford Shirt,Navy,L,,32,35,28,36,27,22,25,32
OXF-NAV-L,Bengaluru,86,0,4.5,9,2499,Oxford Shirt,Navy,L,Reorder,26,24,32,28,34,33,38,37
OXF-NAV-L,Hyderabad,67,0,3.4,7,2499,Oxford Shirt,Navy,L,,29,25,26,19,21,19,26,25
OXF-NAV-L,Chennai,138,0,5.7,12,2499,Oxford Shirt,Navy,L,,39,49,34,31,49,45,47,32
OXF-NAV-L,Kolkata,51,0,2.4,9,"Rs. 2,499",Oxford Shirt,Navy,L,Reorder,17,21,17,21,13,16,13,13
OXF-NAV-L,Pune,57,11,4.1,5,"₹2,499",Oxford Shirt,Navy,L,Reorder,29,30,32,30,23,26,24,23
OXF-NAV-L,Ahmedabad,18,0,5.2,5,"₹2,499",Oxford Shirt,Navy,L,Reorder,40,28,45,41,43,31,43,37
OXF-NAV-L,Jaipur,16,0,1.6,5,"₹2,499",Oxford Shirt,Navy,L,,12,10,10,12,11,11,12,9
OXF-NAV-L,Lucknow,79,0,4.4,9,"Rs. 2,499",Oxford Shirt,Navy,L,Reorder,24,27,23,31,38,25,26,25
OXF-NAV-L,Surat,18,0,6.0,5,"2,499.00",Oxford Shirt,Navy,L,OK,32,49,39,41,45,48,51,48
OXF-NAV-L,Indore,39,0,4.7,5,"₹2,499",Oxford Shirt,Navy,L,,35,38,40,35,31,34,30,26
OXF-NAV-L,Nagpur,64,0,4.3,9,2499,Oxford Shirt,Navy,L,OK,37,37,29,24,27,24,32,28
OXF-NAV-L,Kochi,65,0,5.0,7,2499,Oxford Shirt,Navy,L,Excess,35,42,43,39,37,30,30,42
OXF-NAV-L,Chandigarh,10,0,0.6,7,"2,499.00",Oxford Shirt,Navy,L,Reorder,5,4,4,4,4,5,4,4
OXF-NAV-L,Bhopal, 1 ,0,5.7,12,"2,499.00",Oxford Shirt,Navy,L,OK,41,34,36,30,40,47,35,36
OXF-NAV-L,Patna, 112 ,0,3.6,12,2499,Oxford Shirt,Navy,L,,19,20,29,30,28,25,31,21
OXF-NAV-L,Vadodara,16,7,1.8,5,2499,Oxford Shirt,Navy,L,Reorder,15,12,12,12,12,11,11,10
OXF-NAV-L,Ludhiana,13,0,1.4,7,"₹2,499",Oxford Shirt,Navy,L,OK,9,11,9,11,9,8,7,11
OXF-NAV-L,Agra,4,0,,9,"₹2,499",Oxford Shirt,Navy,L,Reorder,24,33,24,28,25,30,26,30
OXF-NAV-L,Nashik,10,0,1.6,5,"2,499.00",Oxford Shirt,Navy,L,OK,13,13,12,11,13,13,13,11
OXF-NAV-L,Meerut,94,0,3.8,9,"Rs. 2,499",Oxford Shirt,Navy,L,OK,26,26,28,21,32,33,24,21
OXF-NAV-L,Rajkot,42,0,2.3,12,"Rs. 2,499",Oxford Shirt,Navy,L,,14,12,14,18,19,17,18,18
OXF-NAV-L,Varanasi,102,0,5.1,9,"₹2,499",Oxford Shirt,Navy,L,Excess,42,39,37,45,37,37,40,42
SLI-BLA-S,Mumbai,33,0,1.2,12,499,Slim Jeans,Black,S,Excess,7,9,10,8,10,9,10,7
SLI-BLA-S,Delhi,71,0,5.6,7,499.00,Slim Jeans,Black,S,Excess,48,34,32,47,36,33,41,39
SLI-BLA-S,Bengaluru,31,0,5.6,5,₹499,Slim Jeans,Black,S,OK,19,176,19,215,19,215,215,176
