ISBN/SKU,store,closing_qty,on_order,sales_per_day,leadtime,mrp
BK-0054,Bengaluru,0,0,0.0,6,399.00
BK-0054,Hyderabad,11,0,0.7,9,Rs. 399
BK-0054,Chennai,8,0,0.5,6,₹399
BK-0054,Kolkata,5,2,0.2,9,399
BK-0054,Pune,3,0,0.6,6,399.00
BK-0054,Ahmedabad,3,0,0.3,15,399
BK-0054,Jaipur,14,0,,15,399
BK-0054,Lucknow,4,0,0.4,15,399
BK-0055,Mumbai,11,0,0.6,15,599
BK-0055,Delhi,11,0,0.4,9,₹599
BK-0055,Bengaluru,5,0,0.2,15,Rs. 599
BK-0055,Hyderabad,15,6,0.6,9,599
BK-0055,Chennai,4,0,0.8,9,₹599
BK-0055,Kolkata,1,4,0.6,6,₹599
BK-0055,Pune, 32 ,0,0.8,,599
BK-0055,Ahmedabad,8,0,0.3,15,599
BK-0055,Jaipur,0,0,0.0,9,Rs. 599
BK-0055,Lucknow,4,2,0.4,15,599.00
BK-0056,Mumbai, 5 ,0,0.4,9,₹99
BK-0056,Delhi,1,1,0.3,15,99
BK-0056,Bengaluru,8,0,0.8,9,Rs. 99
BK-0056,Hyderabad,5,0,0.2,9,Rs. 99
,Chennai,1,0,0.3,6,99
BK-0056,Kolkata,13.5,5,0.9,6,₹99
BK-0056,Pune,0,0,0.0,15,99
BK-0056,Ahmedabad,5, 2 ,0.6,9,₹99
BK-0056,Jaipur,4,0,0.6,9,Rs. 99
BK-0056,Lucknow,0,0,0.0,15,N/A
BK-0057,Mumbai,6,0,0.7,15,249
BK-0057,Delhi,4,0,0.1,15,Rs. 249
BK-0057,Bengaluru,8,0,0.4,9,₹249
BK-0057,Hyderabad,14,0,0.7,6,249
BK-0057,Chennai,2,0,0.2,6,₹249
BK-0057,Kolkata,8,0,0.8,15,249
BK-0057,Pune,0,0,0.5,9,249
BK-0057,Ahmedabad,10,0,0.8,6,₹249
BK-0057,Jaipur,3,0,0.1,9,Rs. 249
BK-0057,Lucknow,35,0,0.8,15,249
BK-0058,Mumbai,0,0,0.1,15,Rs. 599
BK-0058,Delhi,0,0,0.0,6,599
BK-0058,Bengaluru,15,0,0.6,9,599
BK-0058,Hyderabad,0,0,0.8,6,₹599
BK-0058,Chennai,1,0,0.5,15,599
BK-0058,Kolkata,0,0,0.0,15,599
BK-0058,Pune,5,0,0.6,9,Rs. 599
BK-0058,Ahmedabad,(6),14,0.7,15,Rs. 599
BK-0058,Jaipur,23,0,0.6,15,₹599
BK-0058,Lucknow,14,0,0.5,15,₹599
BK-0059,Mumbai,12,8,0.9,15,99.00
BK-0059,Delhi,3,0,0.3,15,99
BK-0059,Bengaluru,16,4,0.7,9,₹99
BK-0059,Hyderabad,4,0,0.3,6,₹99
BK-0059,Chennai,3,0,0.2,6,99.00
BK-0059,Kolkata,0,0,0.2,6,99
BK-0059,Pune,13,0,0.8,15,Rs. 99
BK-0059,Ahmedabad,0,0,0.0,6,Rs. 99
BK-0059,Jaipur,1,0,0.1,15,99
BK-0059,Lucknow, 16 ,0,0.8,9,99.00
BK-0060,Mumbai,1,0,0.2,9,399.00
BK-0060,Delhi,2,0,0.1,15 days,₹399
BK-0060,Bengaluru,6,4,0.3,15,Rs. 399
BK-0060,Hyderabad,5,0,0.6,6,399.00
BK-0060,Chennai,0,0,0.2,9,399.00
BK-0060,Kolkata,0,0,0.0,9,Rs. 399
BK-0060,Pune, 0 ,0,0.4,6,₹399
BK-0060,Ahmedabad,1,1,0.2,6,399
BK-0060,Jaipur,6,0,0.4,6,399
BK-0060,Lucknow,3,0,0.1,15,₹399
BK-0061,Mumbai,13,0,0.4,15,Rs. 599
BK-0061,Delhi,10,4,0.5,9,599
BK-0061,Bengaluru,12,-12,0.8,15,Rs. 599
BK-0061,Hyderabad,2,0,0.9,15,599
BK-0061,Chennai,5,0,0.3,15,599
BK-0061,Kolkata,7,0,0.8,9,599
BK-0061,Pune,3,0,0.3,9,₹599
BK-0061,Ahmedabad,13,0,0.6,15,₹599
BK-0061,Jaipur,0.5,0,0.1,9,599
BK-0061,Lucknow,9,0,0.6,6,Rs. 599
BK-0062,Mumbai,1,0,0.1,9,₹599
BK-0062,Delhi,24,0,0.6,15,₹599
BK-0062,Bengaluru,3,0,0.4,6,Rs. 599
BK-0062,Hyderabad,3,0,0.7,15,599
BK-0062,Chennai,0,0,0.0,15,Rs. 599
BK-0062,Kolkata,6,0,0.6,9,599
BK-0062,Pune,5,0,0.8,6,Rs. 599
BK-0062,Ahmedabad,20,0,0.8,9,₹599
BK-0062,Jaipur,1,0,0.2,6,N/A
BK-0062,Lucknow,7,0,0.3,,₹599
BK-0063,Mumbai,4,0,0.2,9,₹599
BK-0063,Delhi,11,0,,15,₹599
BK-0063,Bengaluru,0,0,0.0,9,599
BK-0063,Hyderabad,1,0,0.2,6,599.00
BK-0063,Chennai,13,0,0.8,6,599
BK-0063,Kolkata,2,0,0.4,6,₹599
BK-0063,Pune,3,0,0.2,6,₹599
BK-0063,Ahmedabad,10,5,0.8,9,599
BK-0063,Jaipur,2,0,0.1,15,₹599
BK-0063,Lucknow,10,0,0.6,9,599.00
BK-0063,Lucknow,10,0,0.6,9,599.00
BK-0064,Mumbai,8,0,0.3,15,₹149
BK-0064,Delhi,11,0,0.9,6,₹149
BK-0064,Bengaluru,8,2,0.5,9,149.00
BK-0064,Hyderabad,0,0,0.1,6,149
BK-0064,Chennai,4,0,0.3,6,149
BK-0064,Kolkata,18,5,0.4,15,149.00
BK-0064,Pune,0,0,0.0,15,₹149
BK-0064,Ahmedabad,0,0,0.0,9,₹149
BK-0064,Jaipur,12,0,0.7,9,149
BK-0064,Lucknow,11,0,0.8,9,Rs. 149
BK-0065,Mumbai,13,13,0.7,15,149.00
BK-0065,Delhi,4,0,0.2,15,₹149
BK-0065,Bengaluru,8,7,0.4,15,Rs. 149
BK-0065,Hyderabad,11,4,0.4,15,Rs. 149
BK-0065,Chennai, 2 ,0,0.1,15,₹149
BK-0065,Kolkata,0,0,0.5,6,149
BK-0065,Pune,4,0,0.4,15,₹149
BK-0065,Ahmedabad,4,0,0.7,6,149
BK-0065,Jaipur,0,0,0.5,9,149
BK-0065,Lucknow,0,0,0.0,6,149
BK-0066,Mumbai,11,0,0.4,9,Rs. 599
BK-0066,Delhi,7,0,0.8,6,₹599
BK-0066,Bengaluru, 0 ,0,0.0,15,599
BK-0066,Hyderabad,1,0,0.5,6,Rs. 599
BK-0066,Chennai,8,0,0.5,9,₹599
,Kolkata,0,0,0.1,6,₹599
BK-0066,Pune,1,0,0.1,15,₹599
BK-0066,Ahmedabad,3,0,0.5,6,₹599
BK-0066,Jaipur,0,0,0.0,15,₹599
BK-0066,Lucknow,1,1,0.2,15,₹599
BK-0067,Mumbai,11,0,0.7,6,₹399
BK-0067,Delhi,17.5,4,0.4,15,399.00
BK-0067,Bengaluru,9,0,0.8,6,399
BK-0067,Hyderabad,1,0,0.1,15,₹399
BK-0067,Chennai,0,0,0.3,9,Rs. 399
BK-0067,Kolkata,0,0,0.2,6,Rs. 399
BK-0067,Pune,(8),0,0.1,15,₹399
BK-0067,Ahmedabad,39,6,0.8,15,399
BK-0067,Jaipur, 8 ,0,0.4,9,399
BK-0067,Lucknow,5,0,0.9,6,₹399
BK-0068,Mumbai,2,0,0.6,9 days,Rs. 399
BK-0068,Delhi,1,0,0.1,9,₹399
BK-0068,Bengaluru,2,0,0.2,6,399
BK-0068,Hyderabad, 0 ,-1,0.0,6,399
BK-0068,Chennai,1,0,0.1,9,₹399
BK-0068,Kolkata,1,0,0.1,15,399.00
BK-0068,Pune, 20 ,0,0.8,9,399.00
BK-0068,Ahmedabad,7,0,0.5,9,N/A
BK-0068,Jaipur,11,10,0.9,15,399
BK-0068,Lucknow,1,0,0.2,6,399
BK-0069,Mumbai,3,0,0.6,6,₹149
BK-0069,Delhi,11,0,0.5,9,149
BK-0069,Bengaluru,23,0,0.6,15,₹149
BK-0069,Hyderabad,3,0,0.2,6,149
BK-0069,Chennai,1,5,0.9,9,149.00
BK-0069,Kolkata,8,0,0.6,6,Rs. 149
BK-0069,Pune,3,3,0.5,6,149.00
BK-0069,Ahmedabad,0,0,0.7,6,₹149
BK-0069,Jaipur,12,15,0.8,15,149.00
BK-0069,Lucknow,11,0,0.8,6,149.00
BK-0070,Mumbai,0,0,0.0,15,₹399
BK-0070,Delhi,3,0,0.2,6,399
BK-0070,Bengaluru,0,0,0.4,,399.00
BK-0070,Hyderabad, 39 ,0,0.8,15,Rs. 399
BK-0070,Chennai,15,9,0.9,9,399
BK-0070,Kolkata,12,0,0.4,9,Rs. 399
BK-0070,Pune,11,5,0.3,15,399
BK-0070,Ahmedabad,5,2,0.4,9,399.00
BK-0070,Jaipur,12,0,0.8,15,₹399
BK-0070,Lucknow,6,0,0.7,15,₹399
BK-0071,Mumbai, 7 ,0,0.7,6,99
BK-0071,Delhi,7,0,0.7,9,Rs. 99
BK-0071,Bengaluru,0,1,0.2,9,99
BK-0071,Hyderabad,5,0,0.9,9,₹99
BK-0071,Chennai,3,0,,6,99
BK-0071,Kolkata,0,0,0.4,15,Rs. 99
BK-0071,Pune, 0 ,0,0.7,6,99
BK-0071,Ahmedabad,2,0,0.3,9,99.00
BK-0071,Jaipur,8,0,0.9,6,99.00
BK-0071,Lucknow,2,0,0.1,15,99
BK-0072,Mumbai,2,0,0.8,9,₹99
BK-0072,Delhi, 16 ,0,0.5,15,99.00
BK-0072,Bengaluru,4,0,0.5,6,Rs. 99
BK-0072,Hyderabad,1,1,0.3,6,99
BK-0072,Chennai,5.5,0,0.4,15,99
BK-0072,Kolkata,27,10,0.6,15,₹99
BK-0072,Pune,0,0,0.1,9,99
BK-0072,Ahmedabad,2,2,0.6,6,₹99
BK-0072,Jaipur, 0 ,0,0.0,15,99
BK-0072,Lucknow,7,0,0.6,6,99
BK-0073,Mumbai,6,3,0.3,9,99
BK-0073,Delhi,0,0,0.0,9,99
BK-0073,Bengaluru,1,0,0.1,6,99
BK-0073,Hyderabad,0,0,0.1,9,₹99
BK-0073,Chennai,3,0,0.4,9,₹99
BK-0073,Kolkata,0,0,0.8,6,₹99
BK-0073,Pune,0,0,0.0,9,Rs. 99
BK-0073,Pune,0,0,0.0,9,Rs. 99
BK-0073,Ahmedabad,3,0,0.2,6,99
BK-0073,Jaipur,3,0,0.4,6,99
BK-0073,Lucknow,8,0,0.8,9,99
BK-0074,Mumbai,4,0,0.4,6,399.00
BK-0074,Delhi,2,0,0.2,9,₹399
BK-0074,Bengaluru,10,2,0.6,6,Rs. 399
BK-0074,Hyderabad,6,1,0.2,9,399
BK-0074,Chennai,0,0,0.4,6,399.00
BK-0074,Kolkata,4,0,0.4,6,399
BK-0074,Pune,16,0,0.9,9,N/A
BK-0074,Ahmedabad,5,0,0.8,9,399
BK-0074,Jaipur,15,0,0.7,9,399.00
BK-0074,Lucknow,1,0,0.4,6,399
BK-0075,Mumbai,1,0,0.8,9,₹99
BK-0075,Delhi,13,0,0.7,6,99
BK-0075,Bengaluru,2,0,0.1,9,99
BK-0075,Hyderabad,2,3,0.3,9,99
BK-0075,Chennai,0,-7,0.0,6,99
BK-0075,Kolkata,0,0,0.1,6,99.00
BK-0075,Pune,3,0,0.3,15,₹99
BK-0075,Ahmedabad,15,0,0.8,6,99
BK-0075,Jaipur,20,0,0.8,15,99
BK-0075,Lucknow,1,0,0.4,15 days,₹99
BK-0076,Mumbai,3,0,0.1,15,249
BK-0076,Delhi,0,0,0.6,9,₹249
BK-0076,Bengaluru,2,0,0.2,6,249
BK-0076,Hyderabad, 0 ,0,0.1,9,₹249
BK-0076,Chennai,11,9,0.6,15,249
BK-0076,Kolkata,(7),0,0.1,6,₹249
,Pune,3,3,0.5,6,₹249
BK-0076,Ahmedabad,9,0,0.4,15,₹249
BK-0076,Jaipur,0,0,0.2,6,Rs. 249
BK-0076,Lucknow,4,0,0.2,9,249.00
BK-0077,Mumbai,3,0,0.4,6,₹399
BK-0077,Delhi,15,0,0.3,15,399
BK-0077,Bengaluru,13,0,0.5,9,399
BK-0077,Hyderabad,8,3,0.4,15,₹399
BK-0077,Chennai,19,0,0.7,9,399
BK-0077,Kolkata, 0 ,0,0.0,,Rs. 399
BK-0077,Pune,0,0,0.1,6,399
BK-0077,Ahmedabad,10.5,0,0.5,15,₹399
BK-0077,Jaipur,8,0,0.5,6,₹399
BK-0077,Lucknow,8,0,0.6,15,399
BK-0078,Mumbai,14,0,0.3,15,Rs. 99
BK-0078,Delhi,22,0,0.5,15,99
BK-0078,Bengaluru,3,2,0.4,9,Rs. 99
BK-0078,Hyderabad,0,0,0.3,6,99
BK-0078,Chennai,10,6,0.9,6,₹99
BK-0078,Kolkata,2,0,0.1,15,99
BK-0078,Pune,10,0,0.5,15,99
BK-0078,Ahmedabad,0,0,0.2,6,₹99
BK-0078,Jaipur,2,0,0.8,15,99
BK-0078,Lucknow,6,2,0.2,15,99.00
BK-0079,Mumbai,3,0,0.7,6,249.00
BK-0079,Delhi,1,0,0.4,6,249
BK-0079,Bengaluru,14,0,0.4,15,249
BK-0079,Hyderabad,2,0,0.3,6,₹249
BK-0079,Chennai,8,0,0.9,15,249
BK-0079,Kolkata,3,0,0.7,6,₹249
BK-0079,Pune,5,0,0.4,6,249
BK-0079,Ahmedabad,0,0,,15,249
BK-0079,Jaipur,29,0,0.6,15,249
BK-0079,Lucknow,17,0,0.7,15,₹249
BK-0080,Mumbai,5,0,0.4,9,₹599
BK-0080,Delhi,7,6,0.6,9,599
BK-0080,Bengaluru,0,0,0.0,15,₹599
BK-0080,Hyderabad,17,5,0.6,9,599
BK-0080,Chennai,0,0,0.3,15,₹599
BK-0080,Kolkata,0,0,0.5,9,N/A
BK-0080,Pune,7,0,0.7,15,₹599
BK-0080,Ahmedabad,4,0,0.1,15,599
BK-0080,Jaipur,4,0,0.2,9,₹599
BK-0080,Lucknow,7,0,0.3,15,599
BK-0081,Mumbai,1,0,0.1,9,Rs. 599
BK-0081,Delhi,3,4,0.6,6,₹599
BK-0081,Bengaluru,14,0,0.8,15,Rs. 599
BK-0081,Hyderabad,13,0,0.6,15,599
BK-0081,Chennai, 44 ,0,0.9,15,₹599
BK-0081,Kolkata,0,0,0.1,9,599.00
BK-0081,Pune, 33 ,0,0.8,15,₹599
BK-0081,Ahmedabad,1,2,0.1,15,₹599
BK-0081,Jaipur,22,0,0.7,15,599
BK-0081,Lucknow,2,0,0.4,15,599
BK-0082,Mumbai,6,0,0.4,15,399
BK-0082,Delhi,2,0,0.7,9,₹399
BK-0082,Bengaluru,4,0,0.4,15,₹399
BK-0082,Hyderabad,9,0,0.4,9,₹399
BK-0082,Chennai,1,0,0.1,9,399
BK-0082,Kolkata,27,-14,0.8,15,₹399
BK-0082,Pune,6,0,0.2,15,399
BK-0082,Ahmedabad,0,3,0.9,9,399
BK-0082,Jaipur,3,3,0.7,9,399
BK-0082,Lucknow,10,0,0.5,15,₹399
BK-0083,Mumbai,4.5,0,0.5,15,₹99
BK-0083,Delhi,11,0,0.3,15,₹99
BK-0083,Bengaluru,16,0,0.9,6,99.00
BK-0083,Hyderabad,9,3,0.9,6,₹99
BK-0083,Hyderabad,9,3,0.9,6,₹99
BK-0083,Chennai,11,0,0.4,9,99
BK-0083,Kolkata,2,0,0.2,15,99
BK-0083,Pune,4,0,0.3,6,99
BK-0083,Ahmedabad,4,0,0.1,15,99
BK-0083,Jaipur,11,0,0.8,6 days,99
BK-0083,Lucknow,0,0,0.0,9,99
BK-0084,Mumbai,5,3,0.2,15,399
BK-0084,Delhi,0,0,0.3,15,Rs. 399
BK-0084,Bengaluru,0,0,0.0,9,399
BK-0084,Hyderabad,9,0,0.4,9,₹399
BK-0084,Chennai,4,4,0.7,6,Rs. 399
BK-0084,Kolkata,5,0,0.4,6,₹399
BK-0084,Pune,1,2,0.5,6,₹399
BK-0084,Ahmedabad,4,0,0.5,6,399
BK-0084,Jaipur,22,0,0.8,,₹399
BK-0084,Lucknow,3,9,0.5,15,399
BK-0085,Mumbai,9,0,0.5,6,99
BK-0085,Delhi,5,0,0.5,9,99
BK-0085,Bengaluru,4,0,0.5,9,₹99
BK-0085,Hyderabad,10,0,0.9,15,Rs. 99
BK-0085,Chennai,-1,0,0.5,9,₹99
BK-0085,Kolkata,4,0,0.7,9,99
BK-0085,Pune,0,0,0.4,6,₹99
BK-0085,Ahmedabad,7,0,0.3,9,99
BK-0085,Jaipur, 4 ,0,0.2,15,99
BK-0085,Lucknow,1,0,0.1,6,₹99
BK-0086,Mumbai,3,0,0.8,9,₹149
BK-0086,Delhi,10,0,0.8,6,149.00
BK-0086,Bengaluru,3,0,0.5,9,₹149
BK-0086,Hyderabad,4,0,0.8,6,₹149
BK-0086,Chennai,0,0,0.0,9,N/A
BK-0086,Kolkata,44,0,0.9,15,149.00
BK-0086,Pune,0,0,0.1,9,149.00
,Ahmedabad,1,0,0.1,6,₹149
BK-0086,Jaipur,7,0,0.5,9,₹149
BK-0086,Lucknow,0,0,0.0,15,149
BK-0087,Mumbai,44,16,0.9,15,249.00
BK-0087,Delhi,12,0,0.6,9,₹249
BK-0087,Bengaluru,12,0,0.5,15,249
BK-0087,Hyderabad,2,0,0.5,9,249
BK-0087,Chennai,0,0,0.0,9,249
BK-0087,Kolkata,3,0,0.3,15,₹249
BK-0087,Pune,0,0,0.0,15,₹249
BK-0087,Ahmedabad,9,0,0.6,15,₹249
BK-0087,Jaipur,3, 2 ,0.4,15,₹249
BK-0087,Lucknow,8,0,0.5,6,Rs. 249
BK-0088,Mumbai,9,0,,15,599
BK-0088,Delhi,0,0,0.0,6,599
BK-0088,Bengaluru,6,0,0.6,9,599
BK-0088,Hyderabad,0.5,0,0.0,15,599
BK-0088,Chennai,24,0,0.7,15,₹599
BK-0088,Kolkata,5,0,0.8,6,599.00
BK-0088,Pune,14,0,0.8,9,599
BK-0088,Ahmedabad,24,0,0.9,9,599.00
BK-0088,Jaipur,1,0,0.9,9,Rs. 599
BK-0088,Lucknow,2,0,0.6,15,599
BK-0089,Mumbai,4,0,0.8,6,99
BK-0089,Delhi,7,3,0.4,15,Rs. 99
BK-0089,Bengaluru,5,0,0.5,6,99
BK-0089,Hyderabad,9,0,0.4,9,₹99
BK-0089,Chennai,1,0,0.2,9,₹99
BK-0089,Kolkata,1,0,0.3,15,Rs. 99
BK-0089,Pune,0,-19,0.0,15,₹99
BK-0089,Ahmedabad,12,0,0.3,15,₹99
BK-0089,Jaipur,3,1,0.2,6,₹99
BK-0089,Lucknow,7,0,0.5,6,Rs. 99
BK-0090,Mumbai,7,3,0.3,15,₹99
BK-0090,Delhi, 1 ,17,0.9,15,₹99
BK-0090,Bengaluru,6,0,0.4,15,Rs. 99
BK-0090,Hyderabad,0,0,0.0,15,₹99
BK-0090,Chennai,37,8,0.8,15,₹99
BK-0090,Kolkata,9, 11 ,0.6,15,99
BK-0090,Pune,2,0,0.3,15,99
BK-0090,Ahmedabad,0,0,0.2,6,₹99
BK-0090,Jaipur,11,0,0.5,15,₹99
BK-0090,Lucknow,9,0,0.5,6,99
BK-0091,Mumbai,10,0,0.6,15,399
BK-0091,Delhi,1,1,0.3,6,399
BK-0091,Bengaluru,13,0,0.8,6,399
BK-0091,Hyderabad, 5 ,0,0.3,6,399
BK-0091,Chennai,10,3,0.5,9,₹399
BK-0091,Kolkata,2,0,0.1,15,₹399
BK-0091,Pune,18,0,0.4,15,399
BK-0091,Ahmedabad,17,0,0.4,15 days,399
BK-0091,Jaipur,3,0,0.7,6,399
BK-0091,Lucknow,0,0,0.3,6,Rs. 399
BK-0092,Mumbai,5,0,0.5,6,249
BK-0092,Delhi,1,0,0.1,,Rs. 249
BK-0092,Bengaluru,14, 14 ,0.8,15,₹249
BK-0092,Hyderabad,6,0,0.7,9,N/A
BK-0092,Chennai,11,5,0.7,6,Rs. 249
BK-0092,Kolkata,0,0,0.1,6,₹249
BK-0092,Pune,13,0,0.7,15,249
BK-0092,Ahmedabad,1,1,0.3,6,₹249
BK-0092,Jaipur,2,0,0.9,15,Rs. 249
BK-0092,Lucknow,2,0,0.2,9,₹249
BK-0093,Mumbai,0,0,0.8,6,399
BK-0093,Mumbai,0,0,0.8,6,399
BK-0093,Delhi,12,0,0.9,6,399
BK-0093,Bengaluru,0,3,0.6,9,399
BK-0093,Hyderabad,0,0,0.1,9,₹399
BK-0093,Chennai,25,0,0.6,15,399
BK-0093,Kolkata,11,0,0.7,6,399
BK-0093,Pune,5.5,0,0.6,9,399.00
BK-0093,Ahmedabad,10,0,0.6,9,399
BK-0093,Jaipur, 0 ,0,0.0,6,₹399
BK-0093,Lucknow,9, 1 ,0.4,9,399
BK-0094,Mumbai,3,0,0.5,6,₹599
BK-0094,Delhi,9,0,0.9,9,₹599
BK-0094,Bengaluru,12,6,0.8,6,₹599
BK-0094,Hyderabad,(9),0,0.5,15,₹599
BK-0094,Chennai,6,0,0.8,6,599
BK-0094,Kolkata,2,0,0.5,9,599
BK-0094,Pune,11,0,0.7,9,599
BK-0094,Ahmedabad,0,0,0.0,9,599
BK-0094,Jaipur,1,0,0.4,6,₹599
BK-0094,Lucknow,5,0,0.4,9,599.00
BK-0095,Mumbai,1,0,0.3,9,99.00
BK-0095,Delhi,0,0,0.0,15,99
BK-0095,Bengaluru,28,0,0.6,15,₹99
BK-0095,Hyderabad, 3 ,0,0.3,6,99
BK-0095,Chennai,2,0,0.1,9,99
BK-0095,Kolkata,9,0,0.3,9,99
BK-0095,Pune,23,0,0.6,15,99
BK-0095,Ahmedabad,22,0,0.5,15,99
BK-0095,Jaipur,9,0,0.9,9,Rs. 99
BK-0095,Lucknow, 19 ,0,0.8,9,99
BK-0096,Mumbai,13,0,0.4,15,99
BK-0096,Delhi,3,0,0.1,15,99
BK-0096,Bengaluru,1,0,0.2,9,99.00
BK-0096,Hyderabad,15,0,,15,Rs. 99
BK-0096,Chennai,4,0,0.5,6,99
BK-0096,Kolkata,0,0,0.1,6,99
BK-0096,Pune,3,0,0.2,15,₹99
BK-0096,Ahmedabad,0,-3,0.2,6,99
,Jaipur, 6 ,0,0.5,6,Rs. 99
BK-0096,Lucknow,2,0,0.7,6,Rs. 99
BK-0097,Mumbai,14,0,0.9,9,399
BK-0097,Delhi,4,7,0.9,6,399
BK-0097,Bengaluru,13,0,0.8,6,399
BK-0097,Hyderabad,3,0,0.7,6,₹399
BK-0097,Chennai,9,0,0.7,6,₹399
BK-0097,Kolkata,7,0,0.3,9,₹399
BK-0097,Pune,2,0,0.2,9,Rs. 399
BK-0097,Ahmedabad,11,0,0.8,15,Rs. 399
BK-0097,Jaipur,11,4,0.7,6,Rs. 399
BK-0097,Lucknow,4,0,0.4,9,399.00
BK-0098,Mumbai,4,2,0.2,9,Rs. 149
BK-0098,Delhi,4,0,0.7,9,₹149
BK-0098,Bengaluru,1,0,0.9,6,N/A
BK-0098,Hyderabad,2,0,0.1,15,₹149
BK-0098,Chennai,5,0,0.6,9,149
BK-0098,Kolkata,39,0,0.9,15,₹149
BK-0098,Pune,0,0,0.0,9,Rs. 149
BK-0098,Ahmedabad,8,2,0.2,15,Rs. 149
BK-0098,Jaipur,9,1,0.4,9,149
BK-0098,Lucknow,12.5,6,0.3,15,₹149
BK-0099,Mumbai,0,0,0.0,9,99
BK-0099,Delhi,3,0,0.2,6,99
BK-0099,Bengaluru,2,0,0.3,9,₹99
BK-0099,Hyderabad,0,0,0.0,9,99
BK-0099,Chennai,17, 6 ,0.5,,Rs. 99
BK-0099,Kolkata,14,0,0.8,9,₹99
BK-0099,Pune,12,0,0.6,6 days,₹99
BK-0099,Ahmedabad, 33 ,14,0.9,15,99.00
BK-0099,Jaipur,1,1,0.1,15,₹99
BK-0099,Lucknow,3,0,0.3,15,99
BK-0100,Mumbai,0,0,0.1,6,99
BK-0100,Delhi,0,0,0.0,9,Rs. 99
BK-0100,Bengaluru, 5 ,0,0.8,9,₹99
BK-0100,Hyderabad,14,0,0.9,9,₹99
BK-0100,Chennai,12,11,0.8,15,99
BK-0100,Kolkata,7,0,0.5,15,99
BK-0100,Pune,4,0,0.4,9,₹99
BK-0100,Ahmedabad,0,0,0.0,15,99.00
BK-0100,Jaipur,5,0,0.2,9,Rs. 99
BK-0100,Lucknow,4,0,0.2,9,₹99
BK-0101,Mumbai,9,0,0.8,15,149
BK-0101,Delhi,5,0,0.4,15,149
BK-0101,Bengaluru,8,1,0.2,15,149
BK-0101,Hyderabad,19,0,0.4,15,₹149
BK-0101,Chennai,20,0,0.7,15,149
BK-0101,Kolkata, 5 ,0,0.4,6,149
BK-0101,Pune,7,0,0.6,15,149
BK-0101,Ahmedabad,0,0,0.2,6,₹149
BK-0101,Jaipur,8,8,0.4,15,149.00
BK-0101,Lucknow,9,1,0.4,9,149.00
BK-0102,Mumbai,0,0,0.4,6,Rs. 99
BK-0102,Delhi,3,0,0.4,6,₹99
BK-0102,Bengaluru,32,0,0.8,15,₹99
BK-0102,Hyderabad,1,0,0.1,6,Rs. 99
BK-0102,Chennai,0,0,0.0,15,99
BK-0102,Kolkata,2,0,0.2,6,₹99
BK-0102,Pune,1,0,0.2,6,₹99
BK-0102,Ahmedabad,13,0,0.5,9,₹99
BK-0102,Ahmedabad,13,0,0.5,9,₹99
BK-0102,Jaipur,4,1,0.3,6,₹99
BK-0102,Lucknow,0,3,0.4,6,₹99
BK-0103,Mumbai,10,3,0.2,15,399
BK-0103,Delhi,4,0,0.5,6,399
BK-0103,Bengaluru,(4),0,0.1,9,399.00
BK-0103,Hyderabad,10,0,0.9,6,399
BK-0103,Chennai,27,0,0.8,15,Rs. 399
BK-0103,Kolkata,5,5,0.6,15,Rs. 399
BK-0103,Pune,6,0,0.7,9,Rs. 399
BK-0103,Ahmedabad,4,0,0.6,6,399
BK-0103,Jaipur,1,-16,0.1,9,399
BK-0103,Lucknow,2,3,0.4,15,Rs. 399
BK-0104,Mumbai,12,0,0.7,6,99
BK-0104,Delhi,6,0,0.3,9,N/A
BK-0104,Bengaluru,11.5,7,0.6,15,99.00
BK-0104,Hyderabad, 1 ,0,0.2,6,99
BK-0104,Chennai,15,0,0.8,6,99
BK-0104,Kolkata,4,3,0.5,6,99
BK-0104,Pune,4,0,,15,99
BK-0104,Ahmedabad, 4 ,0,0.2,15,₹99
BK-0104,Jaipur,3,0,0.2,6,₹99
BK-0104,Lucknow,4,0,0.2,9,Rs. 99
BK-0105,Mumbai,30,0,0.8,15,399.00
BK-0105,Delhi,9,0,0.8,9,₹399
BK-0105,Bengaluru,1,0,0.2,6,Rs. 399
BK-0105,Hyderabad,0,0,0.2,15,Rs. 399
BK-0105,Chennai,2,0,0.2,9,399
BK-0105,Kolkata, 19 ,0,0.7,15,399.00
BK-0105,Pune,11,0,0.5,15,399.00
BK-0105,Ahmedabad,2,0,0.2,9,₹399
BK-0105,Jaipur,10,0,0.7,9,399
BK-0105,Lucknow,10,2,0.6,6,399
BK-0106,Mumbai,29,9,0.6,15,399.00
BK-0106,Delhi,18,0,0.6,15,Rs. 399
BK-0106,Bengaluru,12,0,0.9,9,399
BK-0106,Hyderabad,27,0,0.6,15,399.00
BK-0106,Chennai,7,0,0.2,15,₹399
BK-0106,Kolkata,16,0,0.8,6,399.00
BK-0106,Pune,0,0,0.0,15,Rs. 399
BK-0106,Ahmedabad, 0 ,0,0.7,,399
BK-0106,Jaipur,5,0,0.7,6,399
,Lucknow,12,0,0.3,15,₹399
BK-0107,Mumbai,0,3,0.6,6,Rs. 99
BK-0107,Delhi,0,0,0.0,9,99
BK-0107,Bengaluru,10,3,0.6,6,₹99
BK-0107,Hyderabad,4,0,0.6,6,99.00
BK-0107,Chennai, 3 ,3,0.7,6,₹99
BK-0107,Kolkata,1,3,0.3,9 days,99
