Article,Branch,Qty On Hand,Open PO,run_rate,replenishment_days,Rate,Style,Colour,Size
FW-COUR-BLK-UK11,Delhi Store,32,0,1.3,14,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Bengaluru Store,20,0,2.4,,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Hyderabad Store,41,12,2.0,10,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Chennai Store,104,0,2.4,14,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Kolkata Store,11,0,0.4,14,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Pune Store,135,0,2.9,14,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Ahmedabad Store,46,0,1.7,21,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Jaipur Store,9,0,0.4,14,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Lucknow Store,22,0,1.1,21,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Surat Store,47,0,1.7,10,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Indore Store,51,0,1.8,14,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Nagpur Store,69,0,3.0,10,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Kochi Store,51,0,1.1,21,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Chandigarh Store,88,38,,14,"Rs. 3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Bhopal Store,34,13,1.2,10,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Patna Store,45,0,2.1,21,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Vadodara Store,21,0,0.9,10,"Rs. 3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Ludhiana Store,39,36,1.4,21,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Agra Store, 94 ,0,2.6,21,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Nashik Store,171,0,2.6,21,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Meerut Store,67,0,1.4,21,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Rajkot Store,93,0,3.0,21,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Varanasi Store,61,0,2.0,10,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Amritsar Store,76.5,0,2.1,14,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Noida Store,57,0,2.1,14,3499,Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Gurugram Store,0,0,0.9,10,"3,499.00",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Coimbatore Store, 19 ,13,2.1,10,"Rs. 3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Madurai Store,53,0,1.8,10,"₹3,499",Court Classic,BLK,UK11
FW-COUR-BLK-UK11,Guwahati Store,71,35,1.6,21,3499,Court Classic,BLK,UK11
FW-COUR-WHT-UK6,Mumbai Store,61,0,2.9,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Delhi Store,21,0,0.7,21,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Bengaluru Store,34,16,0.9,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Hyderabad Store,105,0,1.9,21,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Chennai Store,80,0,2.1,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Kolkata Store,10,0,0.3,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Pune Store,6,0,0.3,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Pune Store,6,0,0.3,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Ahmedabad Store,46,0,1.5,21,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Jaipur Store,11,2,0.4,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Lucknow Store,2,0,0.2,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Surat Store,25,0,2.7,10,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Indore Store,29,0,1.8,21,"Rs. 3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Nagpur Store,18,0,1.8,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Kochi Store,4,0,0.7,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Chandigarh Store,115,0,1.7,21,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Bhopal Store, 80 ,0,2.7,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Patna Store,34,0,1.7,14,N/A,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Vadodara Store,81,0,1.3,21,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Ludhiana Store,109,58,2.7,21,"Rs. 3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Agra Store,34,22,2.7,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Nashik Store,11,0,0.6,21,"Rs. 3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Meerut Store,26,0,1.0,21,"3,499.00",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Rajkot Store,17,0,1.8,10,"3,499.00",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Varanasi Store,21,0,2.7,21,"Rs. 3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Amritsar Store,0,-4,0.3,10,3499,Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Noida Store, 53 ,0,1.4,14,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Gurugram Store,65,19,1.5,21,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Coimbatore Store,48,0,0.7,21,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Madurai Store,75,0,3.0,10,"₹3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK6,Guwahati Store,7,7,0.6,14 days,"Rs. 3,499",Court Classic,WHT,UK6
FW-COUR-WHT-UK7,Mumbai Store,20,0,1.4,14,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Delhi Store,13,6,0.7,10,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Bengaluru Store,12,0,1.3,14,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Hyderabad Store,24,0,1.9,14,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Chennai Store,11,5,0.5,14,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Kolkata Store,-8,0,1.6,21,3499,Court Classic,WHT,UK7
,Pune Store,12,0,0.7,10,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Ahmedabad Store,32,15,1.3,10,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Jaipur Store,14,0,0.5,14,"3,499.00",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Lucknow Store,22,0,0.9,10,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Surat Store,11,0,0.6,10,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Indore Store,4,0,0.2,14,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Nagpur Store,29,0,1.6,21,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Kochi Store,24,18,1.6,10,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Chandigarh Store,1,0,0.5,10,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Bhopal Store,136,0,2.5,,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Patna Store,7,0,0.2,14,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Vadodara Store,2.5,0,3.0,10,"3,499.00",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Ludhiana Store,12,0,2.8,14,"3,499.00",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Agra Store, 23 ,0,1.3,21,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Nashik Store,98,0,2.2,14,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Meerut Store,150,58,3.0,21,"Rs. 3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Rajkot Store,36,0,1.6,10,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Varanasi Store,16,16,1.9,14,"3,499.00",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Amritsar Store,8,19,2.3,14,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Noida Store,67,17,1.5,14,"₹3,499",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Gurugram Store,30,28,2.4,10,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Coimbatore Store,54,36,2.2,21,"3,499.00",Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Madurai Store,71,0,2.5,21,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK7,Guwahati Store,103,0,2.5,21,3499,Court Classic,WHT,UK7
FW-COUR-WHT-UK8,Mumbai Store,17,25,2.9,10,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Delhi Store,78,23,2.3,21,"2,299.00",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Bengaluru Store,136,40,2.0,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Hyderabad Store,43,20,2.0,10,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Chennai Store,11,21,1.6,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Kolkata Store,116,0,2.2,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Pune Store,16,0,2.6,10,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Ahmedabad Store,39,18,,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Jaipur Store,33,0,0.5,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Lucknow Store,114,0,1.7,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Surat Store,23,0,0.7,14,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Indore Store,29,0,0.7,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Nagpur Store,0,23,2.9,10,"Rs. 2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Kochi Store,139,0,3.0,14,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Chandigarh Store,97,0,2.4,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Bhopal Store,52,29,1.0,21,N/A,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Patna Store,105,0,2.6,14,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Vadodara Store,38,0,2.9,10,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Ludhiana Store,11,0,0.8,10,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Agra Store,36,0,0.8,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Nashik Store,3,0,0.5,21,"Rs. 2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Meerut Store,74,0,1.7,14,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Rajkot Store,15,3,0.6,10,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Varanasi Store,0,70,2.9,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Amritsar Store,27,21,0.8,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Noida Store,80,0,1.6,21,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Gurugram Store,48,0,1.0,21,"₹2,299",Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Coimbatore Store,22,11,1.1,14,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Madurai Store,22,0,0.7,14,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK8,Guwahati Store,50,0,1.2,14,2299,Court Classic,WHT,UK8
FW-COUR-WHT-UK9,Mumbai Store,16,0,2.1,10,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Delhi Store,9,0,0.3,14,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Bengaluru Store, 126 ,0,2.9,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Hyderabad Store,28,0,1.8,10,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Chennai Store,26,0,1.5,10,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Kolkata Store,0,-1,2.3,10,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Pune Store,49,0,1.5,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Ahmedabad Store, 150 ,0,2.6,21,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Jaipur Store,63,0,2.4,21,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Lucknow Store,12,0,1.9,10,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Surat Store,155.5,0,2.3,21,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Indore Store,64,0,2.3,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Nagpur Store,2,46,2.5,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Kochi Store,67,0,2.1,10,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Kochi Store,67,0,2.1,10,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Chandigarh Store,91,0,2.5,14,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Bhopal Store,13,6,1.0,14,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Patna Store,86,0,1.9,21,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Vadodara Store,1,8,1.1,10,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Ludhiana Store,58,0,1.9,14 days,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Agra Store,74,0,1.7,14,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Nashik Store,133, 65 ,2.7,21,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Meerut Store,38,0,1.4,14,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Rajkot Store,86,0,2.5,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Varanasi Store,60,0,2.9,10,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Amritsar Store,27,0,2.0,14,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Noida Store, 3 ,15,0.9,14,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Gurugram Store,44,0,1.4,21,4999,Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Coimbatore Store,4,0,0.2,14,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Madurai Store,0,0,2.1,,"₹4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK9,Guwahati Store,67,38,2.1,21,"Rs. 4,999",Court Classic,WHT,UK9
FW-COUR-WHT-UK10,Mumbai Store,5,0,2.2,14,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Delhi Store,23,31,2.0,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Bengaluru Store, 17 ,0,1.7,21,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Hyderabad Store,1,0,2.2,10,"3,499.00",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Chennai Store,(3),0,2.7,21,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Kolkata Store,19,42,1.8,21,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Pune Store,42,0,0.8,21,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Ahmedabad Store,9,21,1.7,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Jaipur Store,131,48,2.4,21,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Lucknow Store,10,9,1.5,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Surat Store,82,0,1.8,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Indore Store,60,0,1.5,14,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Nagpur Store,9,0,1.9,10,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Kochi Store,13,7,1.3,10,"3,499.00",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Chandigarh Store,61,0,2.3,14,N/A,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Bhopal Store, 41 ,0,1.4,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Patna Store,70,0,2.2,10,"Rs. 3,499",Court Classic,WHT,UK10
,Vadodara Store,27,0,2.8,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Ludhiana Store,16,6,1.2,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Agra Store,38,0,2.5,14,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Nashik Store,22,0,0.5,14,"Rs. 3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Meerut Store,37,0,2.0,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Rajkot Store,17,0,2.7,14,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Varanasi Store,36,0,2.6,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Amritsar Store, 10 ,0,2.0,21,"3,499.00",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Noida Store,19,0,0.7,14,"Rs. 3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Gurugram Store,2,3,0.3,10,"₹3,499",Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Coimbatore Store,12,0,2.6,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Madurai Store,0,11,0.8,14,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK10,Guwahati Store,1,0,1.3,10,3499,Court Classic,WHT,UK10
FW-COUR-WHT-UK11,Mumbai Store, 31 ,11,,10,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Delhi Store,68,0,2.9,10,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Bengaluru Store,6,19,0.7,21,"₹2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Hyderabad Store,25.5,21,2.6,14,"₹2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Chennai Store,108,0,2.4,21,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Kolkata Store,50,33,1.3,21,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Pune Store,29,0,0.5,21,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Ahmedabad Store, 7 ,11,0.9,21,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Jaipur Store,29,0,1.8,14,"₹2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Lucknow Store,44,0,2.5,21,"Rs. 2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Surat Store,111,0,2.8,14,"Rs. 2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Indore Store,56,0,1.5,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Nagpur Store,13,0,0.3,14,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Kochi Store,61,0,2.5,10,"₹2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Chandigarh Store,19,0,1.0,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Bhopal Store,49,0,1.1,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Patna Store,11,-8,1.4,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Vadodara Store,38,0,1.0,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Ludhiana Store,83,0,2.4,14,"₹2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Agra Store,23,0,2.0,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Nashik Store,36,0,1.6,10,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Meerut Store,8,0,0.2,14,"2,299.00",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Rajkot Store,91,25,2.2,21,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Varanasi Store,5,0,0.4,10,"Rs. 2,299",Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Amritsar Store,15,0,0.6,21,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Noida Store,65,0,1.6,14,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Gurugram Store,1,0,1.6,10,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Coimbatore Store,6,0,0.7,10,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Madurai Store,12,0,0.5,10,2299,Court Classic,WHT,UK11
FW-COUR-WHT-UK11,Guwahati Store,6,0,0.6,14,"Rs. 2,299",Court Classic,WHT,UK11
FW-COUR-TAN-UK6,Mumbai Store,53,0,0.9,21,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Delhi Store,135,0,2.2,21,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Bengaluru Store,21,0,1.9,21,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Hyderabad Store,5,0,2.0,10,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Chennai Store,39,0,0.7,21,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Kolkata Store,40,0,3.0,14,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Pune Store,2,12,1.2,14,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Ahmedabad Store,6,0,2.2,10 days,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Jaipur Store,94,0,3.0,21,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Lucknow Store,111,50,3.0,14,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Surat Store,63,0,2.2,14,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Indore Store, 47 ,0,1.3,,"3,499.00",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Nagpur Store,34,0,2.1,10,"3,499.00",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Kochi Store, 128 ,0,2.1,21,N/A,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Chandigarh Store,0,0,0.3,14,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Bhopal Store,72,0,2.9,14,"3,499.00",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Patna Store,18,0,1.1,14,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Vadodara Store, 37 ,0,1.9,10,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Ludhiana Store,45,0,2.1,14,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Agra Store,4,0,0.6,21,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Nashik Store,44,0,1.0,14,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Nashik Store,44,0,1.0,14,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Meerut Store,44,0,2.8,10,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Rajkot Store,6,32,1.7,14,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Varanasi Store,43,0,2.4,10,"3,499.00",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Amritsar Store,4,0,0.3,10,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Noida Store,0,0,1.2,14,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Gurugram Store,142.5,37,2.1,21,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Coimbatore Store,20,9,0.7,10,3499,Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Madurai Store,70,0,2.6,14,"Rs. 3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK6,Guwahati Store,15,0,2.9,10,"₹3,499",Court Classic,TAN,UK6
FW-COUR-TAN-UK7,Mumbai Store,114,0,2.5,14,"Rs. 3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Delhi Store,4,0,0.2,10,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Bengaluru Store,156,0,2.4,21,"Rs. 3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Hyderabad Store,-1,0,1.0,21,"₹3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Chennai Store,90,74,2.9,21,"₹3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Kolkata Store,111,0,2.7,14,"Rs. 3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Pune Store,23,0,2.9,21,"₹3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Ahmedabad Store,51,32,1.9,14,"₹3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Jaipur Store,38,0,1.5,10,"Rs. 3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Lucknow Store,92,0,1.6,21,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Surat Store,44,0,2.1,14,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Indore Store,115,0,2.8,21,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Nagpur Store,156,0,2.3,21,"₹3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Kochi Store,19,42,2.2,14,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Chandigarh Store,9,0,1.9,10,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Bhopal Store,123,0,2.2,21,"Rs. 3,499",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Patna Store,12,0,0.9,14,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Vadodara Store,22,0,0.7,14,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Ludhiana Store,81,0,1.6,21,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Agra Store,0,0,0.3,14,"3,499.00",Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Nashik Store,56,0,0.9,21,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Meerut Store,79,0,2.2,14,3499,Court Classic,TAN,UK7
FW-COUR-TAN-UK7,Rajkot Store,19,0,0.8,14,3499,Court Classic,TAN,UK7
