product_code,site,on_hand,pending_po,offtake,lead_time_in_days,asp,Item
HD-030-RUG,Pune,21,0,0.7,12 days,₹799,Rug Jute 4x6
HD-030-RUG,Ahmedabad,34,0,1.1,12,Rs. 799,Rug Jute 4x6
HD-030-RUG,Jaipur,2,0,0,12,799,Rug Jute 4x6
HD-030-RUG,Lucknow,1,0,0.4,25,₹799,Rug Jute 4x6
HD-030-RUG,Surat,27,0,1.1,18,799,Rug Jute 4x6
HD-030-RUG,Indore,1,0,0.1,18,799,Rug Jute 4x6
HD-031-RUG,Mumbai,0,0,0.0,25,₹399,Rug Jute 4x6
HD-031-RUG,Delhi,23,0,1.2,12,Rs. 399,Rug Jute 4x6
HD-031-RUG,Bengaluru,10,0,1.2,18,Rs. 399,Rug Jute 4x6
HD-031-RUG,Hyderabad,32,18,0.8,18,399,Rug Jute 4x6
HD-031-RUG,Chennai,43,0,1.2,12,₹399,Rug Jute 4x6
HD-031-RUG,Kolkata,27,0,0.6,18,399,Rug Jute 4x6
HD-031-RUG,Pune,34,0,0.6,18,399.00,Rug Jute 4x6
HD-031-RUG,Ahmedabad,2,0,0.3,12,₹399,Rug Jute 4x6
HD-031-RUG,Jaipur,0,0,0.0,25,399.00,Rug Jute 4x6
HD-031-RUG,Lucknow,29,7,0,12,399,Rug Jute 4x6
HD-031-RUG,Surat,1,0,1.2,18,399,Rug Jute 4x6
HD-031-RUG,Indore,0,0,0.1,25,399,Rug Jute 4x6
HD-032-RUG,Mumbai,28,10,,25,5999,Rug Jute 4x6
HD-032-RUG,Delhi,38,0,1.0,12,5999,Rug Jute 4x6
HD-032-RUG,Bengaluru,11,0,0.4,18,"₹5,999",Rug Jute 4x6
HD-032-RUG,Hyderabad,1,1,0.2,12,5999,Rug Jute 4x6
HD-032-RUG,Chennai,41,21,1.1,25,"₹5,999",Rug Jute 4x6
HD-032-RUG,Kolkata,0,6,0.8,12,"₹5,999",Rug Jute 4x6
HD-032-RUG,Pune,2,0,0.2,12,"₹5,999",Rug Jute 4x6
HD-032-RUG,Ahmedabad,3,0,0.4,12,"Rs. 5,999",Rug Jute 4x6
HD-032-RUG,Jaipur,1,0,1.2,18,"Rs. 5,999",Rug Jute 4x6
HD-032-RUG,Lucknow,8,0,0.7,12,"₹5,999",Rug Jute 4x6
HD-032-RUG,Surat,2,0,0,12,N/A,Rug Jute 4x6
HD-032-RUG,Indore,19,0,0.4,18,"₹5,999",Rug Jute 4x6
HD-033-RUG,Mumbai,9,7,0.3,25,"₹2,999",Rug Jute 4x6
HD-033-RUG,Delhi,2,0,0.4,12,"₹2,999",Rug Jute 4x6
HD-033-RUG,Bengaluru,2,0,0.1,12,2999,Rug Jute 4x6
HD-033-RUG,Hyderabad, 8 ,0,0.5,12,"Rs. 2,999",Rug Jute 4x6
HD-033-RUG,Chennai,0,0,0.0,12,"₹2,999",Rug Jute 4x6
HD-033-RUG,Kolkata, 24 ,-6,0.4,18,2999,Rug Jute 4x6
HD-033-RUG,Pune,4,0,0.4,18,2999,Rug Jute 4x6
HD-033-RUG,Ahmedabad,9,0,0.6,12,"Rs. 2,999",Rug Jute 4x6
HD-033-RUG,Jaipur,24,0,0.9,12,2999,Rug Jute 4x6
HD-033-RUG,Lucknow,3,0,0.1,25,2999,Rug Jute 4x6
HD-033-RUG,Surat,19,0,0.9,12,2999,Rug Jute 4x6
HD-033-RUG,Indore,64,31,0,25,"₹2,999",Rug Jute 4x6
HD-034-RUG,Mumbai,40.5,0,0.8,25,₹799,Rug Jute 4x6
HD-034-RUG,Delhi,9,0,0.6,18,Rs. 799,Rug Jute 4x6
HD-034-RUG,Bengaluru,7,0,0.1,25,799,Rug Jute 4x6
HD-034-RUG,Hyderabad,(6),0,1.1,12,799,Rug Jute 4x6
HD-034-RUG,Chennai,0,0,0.1,,799.00,Rug Jute 4x6
HD-034-RUG,Kolkata,0,0,0.0,18,799,Rug Jute 4x6
HD-034-RUG,Pune,8,0,0.3,18,Rs. 799,Rug Jute 4x6
HD-034-RUG,Ahmedabad,6,0,1.0,12,₹799,Rug Jute 4x6
HD-034-RUG,Jaipur,3,0,0.1,12,Rs. 799,Rug Jute 4x6
HD-034-RUG,Lucknow,11,0,1.2,12,₹799,Rug Jute 4x6
HD-034-RUG,Surat,51,11,1.1,18,799,Rug Jute 4x6
HD-034-RUG,Indore,15,0,0.5,25,Rs. 799,Rug Jute 4x6
HD-035-RUG,Mumbai,10,0,0,12,Rs. 799,Rug Jute 4x6
HD-035-RUG,Delhi,32,0,0.4,25,799,Rug Jute 4x6
HD-035-RUG,Bengaluru,32,0,1.0,12,799,Rug Jute 4x6
HD-035-RUG,Hyderabad,0,0,0.9,18,₹799,Rug Jute 4x6
HD-035-RUG,Chennai,26,0,0.8,12,799,Rug Jute 4x6
HD-035-RUG,Kolkata,4,0,0.2,12,₹799,Rug Jute 4x6
HD-035-RUG,Pune, 11 ,0,0.6,18,799,Rug Jute 4x6
HD-035-RUG,Ahmedabad,12,0,0.6,12,799.00,Rug Jute 4x6
HD-035-RUG,Jaipur,2,0,1.1,25,799,Rug Jute 4x6
HD-035-RUG,Lucknow,0,7,0.7,12,799,Rug Jute 4x6
HD-035-RUG,Surat,46,0,1.1,18,799.00,Rug Jute 4x6
HD-035-RUG,Indore, 0 ,0,0.0,18,799,Rug Jute 4x6
HD-036-PLAN,Mumbai,21,10,0.7,12,₹799,Planter Set
HD-036-PLAN,Delhi, 65 ,0,0,25,₹799,Planter Set
HD-036-PLAN,Bengaluru,20,0,0.3,25,Rs. 799,Planter Set
HD-036-PLAN,Hyderabad,31,0,0.7,25,Rs. 799,Planter Set
HD-036-PLAN,Chennai,1,0,0.2,12,₹799,Planter Set
HD-036-PLAN,Kolkata,79,0,1.1,25,799,Planter Set
HD-036-PLAN,Pune, 9 ,0,0.4,18,799,Planter Set
HD-036-PLAN,Ahmedabad,13,0,0.6,12,₹799,Planter Set
HD-036-PLAN,Jaipur,8,2,0.3,18,799,Planter Set
HD-036-PLAN,Lucknow,34,0,0.9,25,Rs. 799,Planter Set
HD-036-PLAN,Surat,8,0,0.3,25,799.00,Planter Set
HD-036-PLAN,Indore,5,0,0.6,18,799.00,Planter Set
HD-037-PLAN,Mumbai,45,0,0.8,25,2999,Planter Set
HD-037-PLAN,Delhi,25,0,1.1,18 days,"₹2,999",Planter Set
HD-037-PLAN,Bengaluru,43,0,0,25,"₹2,999",Planter Set
HD-037-PLAN,Hyderabad,19,0,1.1,18,"₹2,999",Planter Set
HD-037-PLAN,Hyderabad,19,0,1.1,18,"₹2,999",Planter Set
HD-037-PLAN,Chennai,3,0,0.2,12,2999,Planter Set
HD-037-PLAN,Kolkata,79,0,1.0,25,"₹2,999",Planter Set
HD-037-PLAN,Pune,18,0,1.0,18,"₹2,999",Planter Set
HD-037-PLAN,Ahmedabad,8,4,0.2,18,"₹2,999",Planter Set
HD-037-PLAN,Jaipur,0,0,0.0,25,"₹2,999",Planter Set
HD-037-PLAN,Lucknow,19,0,0.3,25,N/A,Planter Set
HD-037-PLAN,Surat,7,0,0.3,18,"₹2,999",Planter Set
HD-037-PLAN,Indore,27,0,1.0,25,2999,Planter Set
HD-038-PLAN,Mumbai,1,0,0.5,18,799,Planter Set
HD-038-PLAN,Delhi,31,0,0.8,18,799,Planter Set
HD-038-PLAN,Bengaluru,20,0,0.4,25,₹799,Planter Set
HD-038-PLAN,Hyderabad,11,0,0,18,₹799,Planter Set
HD-038-PLAN,Chennai,29,16,0.7,18,799.00,Planter Set
HD-038-PLAN,Kolkata,13.5,0,1.0,12,₹799,Planter Set
HD-038-PLAN,Pune,3,0,0.4,25,₹799,Planter Set
HD-038-PLAN,Ahmedabad,41,0,1.1,18,₹799,Planter Set
HD-038-PLAN,Jaipur,13,0,0.7,18,₹799,Planter Set
,Lucknow,23,0,0.4,25,799,Planter Set
HD-038-PLAN,Surat,5,0,0.1,25,₹799,Planter Set
HD-038-PLAN,Indore,29,0,,12,799,Planter Set
HD-039-PLAN,Mumbai,36,0,0.7,18,1499,Planter Set
HD-039-PLAN,Delhi,9,0,0.8,25,"Rs. 1,499",Planter Set
HD-039-PLAN,Bengaluru,7,0,0.3,12,1499,Planter Set
HD-039-PLAN,Hyderabad,14,0,1.0,12,1499,Planter Set
HD-039-PLAN,Chennai,3,-11,0,12,"₹1,499",Planter Set
HD-039-PLAN,Kolkata,57,10,1.0,25,1499,Planter Set
HD-039-PLAN,Pune,6,0,0.3,12,"₹1,499",Planter Set
HD-039-PLAN,Ahmedabad,0,0,0.1,18,"₹1,499",Planter Set
HD-039-PLAN,Jaipur,12,0,0.4,25,1499,Planter Set
HD-039-PLAN,Lucknow,0,0,0.0,18,1499,Planter Set
HD-039-PLAN,Surat,11, 8 ,0.3,25,"₹1,499",Planter Set
HD-039-PLAN,Indore,11,0,0.5,18,"Rs. 1,499",Planter Set
HD-040-PLAN,Mumbai,7,3,0.2,12,"Rs. 1,499",Planter Set
HD-040-PLAN,Delhi,7,5,0.9,12,1499,Planter Set
HD-040-PLAN,Bengaluru,9,0,0.4,12,1499,Planter Set
HD-040-PLAN,Hyderabad,75,0,0.9,25,"1,499.00",Planter Set
HD-040-PLAN,Chennai,63,0,0.9,25,1499,Planter Set
HD-040-PLAN,Kolkata,10,4,0,,1499,Planter Set
HD-040-PLAN,Pune,35,0,1.1,18,"₹1,499",Planter Set
HD-040-PLAN,Ahmedabad,0,0,0.9,12,1499,Planter Set
HD-040-PLAN,Jaipur,6,0,0.6,25,1499,Planter Set
HD-040-PLAN,Lucknow,43,0,1.0,25,1499,Planter Set
HD-040-PLAN,Surat,28,0,1.1,12,"₹1,499",Planter Set
HD-040-PLAN,Indore,6,12,1.0,12,"₹1,499",Planter Set
HD-041-PLAN,Mumbai,61,0,0.9,25,₹399,Planter Set
HD-041-PLAN,Delhi,22,0,0.6,18,₹399,Planter Set
HD-041-PLAN,Bengaluru, 6 ,0,0.9,18,₹399,Planter Set
HD-041-PLAN,Hyderabad,21,0,0.9,18,399,Planter Set
HD-041-PLAN,Chennai,3,0,0.2,12,399,Planter Set
HD-041-PLAN,Kolkata,4,0,1.0,18,₹399,Planter Set
HD-041-PLAN,Pune, 1 ,0,0,12,₹399,Planter Set
HD-041-PLAN,Ahmedabad,8,0,1.0,12,399,Planter Set
HD-041-PLAN,Jaipur,-7, 8 ,0.3,25,₹399,Planter Set
HD-041-PLAN,Lucknow,10,0,0.3,25,399,Planter Set
HD-041-PLAN,Surat,2,10,0.4,25,₹399,Planter Set
HD-041-PLAN,Indore,20,9,0.6,12,399,Planter Set
HD-042-PLAN,Mumbai,17,0,0.6,18,399.00,Planter Set
HD-042-PLAN,Delhi,2,3,0.3,25,399,Planter Set
HD-042-PLAN,Bengaluru,11,0,0.9,18,Rs. 399,Planter Set
HD-042-PLAN,Hyderabad,1,0,0.7,12,399,Planter Set
HD-042-PLAN,Chennai,88,0,1.2,25,399,Planter Set
HD-042-PLAN,Kolkata,11,0,0.3,12,₹399,Planter Set
HD-042-PLAN,Pune, 0 ,0,0.2,18,399,Planter Set
HD-042-PLAN,Ahmedabad,18,0,0,25,399,Planter Set
HD-042-PLAN,Jaipur,25,0,0.5,18,N/A,Planter Set
HD-042-PLAN,Lucknow, 3 ,0,0.2,25,Rs. 399,Planter Set
HD-042-PLAN,Surat,78.5,0,1.0,25,₹399,Planter Set
HD-042-PLAN,Indore,4,0,0.6,12,399,Planter Set
HD-043-PHOT,Mumbai,0,0,0.0,12,2999,Photo Frame A4
HD-043-PHOT,Delhi,22,0,0.5,18,2999,Photo Frame A4
HD-043-PHOT,Bengaluru,85,0,1.2,25,2999,Photo Frame A4
HD-043-PHOT,Hyderabad,3,0,0.5,12,2999,Photo Frame A4
HD-043-PHOT,Chennai,6,0,0.5,12,"₹2,999",Photo Frame A4
HD-043-PHOT,Kolkata, 34 ,0,0.7,25,"₹2,999",Photo Frame A4
HD-043-PHOT,Pune,0,0,0.0,12,"2,999.00",Photo Frame A4
HD-043-PHOT,Ahmedabad,0,0,0.2,12,2999,Photo Frame A4
HD-043-PHOT,Jaipur,4,0,0,12 days,"2,999.00",Photo Frame A4
HD-043-PHOT,Lucknow,0,1,0.1,12,"Rs. 2,999",Photo Frame A4
HD-043-PHOT,Surat,6,1,0.1,25,"Rs. 2,999",Photo Frame A4
HD-043-PHOT,Indore,5,4,1.0,12,2999,Photo Frame A4
HD-044-PHOT,Mumbai,33,0,1.2,25,"₹1,499",Photo Frame A4
HD-044-PHOT,Delhi,0,0,0.0,25,1499,Photo Frame A4
HD-044-PHOT,Bengaluru,8,0,0.1,25,"Rs. 1,499",Photo Frame A4
HD-044-PHOT,Hyderabad,9,4,0.5,12,"1,499.00",Photo Frame A4
HD-044-PHOT,Chennai,7,0,0.2,18,"₹1,499",Photo Frame A4
HD-044-PHOT,Kolkata,22,0,0.7,25,"₹1,499",Photo Frame A4
HD-044-PHOT,Pune,1,0,0.6,12,"1,499.00",Photo Frame A4
HD-044-PHOT,Ahmedabad,3,2,0.1,25,1499,Photo Frame A4
HD-044-PHOT,Jaipur,5, 1 ,0.1,25,"₹1,499",Photo Frame A4
HD-044-PHOT,Lucknow,5,0,0,18,"₹1,499",Photo Frame A4
HD-044-PHOT,Surat,40,0,0.7,25,1499,Photo Frame A4
HD-044-PHOT,Indore,43,0,0.6,25,"₹1,499",Photo Frame A4
HD-045-PHOT,Mumbai,52,26,1.1,25,"₹1,499",Photo Frame A4
HD-045-PHOT,Delhi, 10 ,0,0.4,18,"₹1,499",Photo Frame A4
HD-045-PHOT,Bengaluru,17,12,0.4,25,1499,Photo Frame A4
HD-045-PHOT,Hyderabad,24,-11,0.3,25,"₹1,499",Photo Frame A4
HD-045-PHOT,Chennai,8,0,0.1,25,"Rs. 1,499",Photo Frame A4
HD-045-PHOT,Chennai,8,0,0.1,25,"Rs. 1,499",Photo Frame A4
HD-045-PHOT,Kolkata, 0 ,0,0.0,12,"Rs. 1,499",Photo Frame A4
HD-045-PHOT,Pune,10,9,0.6,12,"₹1,499",Photo Frame A4
HD-045-PHOT,Ahmedabad,19,0,0.5,12,"Rs. 1,499",Photo Frame A4
HD-045-PHOT,Jaipur,31,0,0.4,25,1499,Photo Frame A4
HD-045-PHOT,Lucknow,90,0,1.2,25,"Rs. 1,499",Photo Frame A4
HD-045-PHOT,Surat,33,0,0,12,1499,Photo Frame A4
HD-045-PHOT,Indore,17,0,1.1,25,"1,499.00",Photo Frame A4
HD-046-PHOT,Mumbai,7,0,0.3,25,"1,499.00",Photo Frame A4
HD-046-PHOT,Delhi,3,0,0.2,12,1499,Photo Frame A4
HD-046-PHOT,Bengaluru,31,0,1.1,12,1499,Photo Frame A4
HD-046-PHOT,Hyderabad,10,0,0.3,18,"₹1,499",Photo Frame A4
HD-046-PHOT,Chennai,4,0,1.0,12,1499,Photo Frame A4
HD-046-PHOT,Kolkata,3,0,0.3,18,"Rs. 1,499",Photo Frame A4
HD-046-PHOT,Pune, 89 ,0,1.1,,"₹1,499",Photo Frame A4
HD-046-PHOT,Ahmedabad,30,0,1.2,18,"Rs. 1,499",Photo Frame A4
HD-046-PHOT,Jaipur,42,0,0.9,25,"₹1,499",Photo Frame A4
HD-046-PHOT,Lucknow,0,0,0.0,18,"₹1,499",Photo Frame A4
HD-046-PHOT,Surat, 41 ,15,1.1,12,"₹1,499",Photo Frame A4
HD-046-PHOT,Indore,12,0,0,25,"₹1,499",Photo Frame A4
HD-047-PHOT,Mumbai, 34 ,0,0.5,25,"₹5,999",Photo Frame A4
HD-047-PHOT,Delhi,2,0,1.0,18,"Rs. 5,999",Photo Frame A4
,Bengaluru,0,0,0.0,12,5999,Photo Frame A4
HD-047-PHOT,Hyderabad,8.5,0,0.3,12,"Rs. 5,999",Photo Frame A4
HD-047-PHOT,Chennai,10,0,0.6,12,"₹5,999",Photo Frame A4
HD-047-PHOT,Kolkata,8,0,0.4,18,"₹5,999",Photo Frame A4
HD-047-PHOT,Pune,1,0,0.5,12,"₹5,999",Photo Frame A4
HD-047-PHOT,Ahmedabad,18,0,0.8,18,N/A,Photo Frame A4
HD-047-PHOT,Jaipur, 11 ,0,0.6,25,"5,999.00",Photo Frame A4
HD-047-PHOT,Lucknow,25,0,0.8,25,"₹5,999",Photo Frame A4
HD-047-PHOT,Surat, 44 ,0,1.1,12,"₹5,999",Photo Frame A4
HD-047-PHOT,Indore,22,0,0.7,18,5999,Photo Frame A4
HD-048-PHOT,Mumbai,0,0,0,18,₹799,Photo Frame A4
HD-048-PHOT,Delhi,4,2,0.2,12,799,Photo Frame A4
HD-048-PHOT,Bengaluru,1,0,0.3,25,799,Photo Frame A4
HD-048-PHOT,Hyderabad,23,0,0.7,12,799,Photo Frame A4
HD-048-PHOT,Chennai,22,0,1.0,12,₹799,Photo Frame A4
HD-048-PHOT,Kolkata,25,21,1.1,25,799.00,Photo Frame A4
HD-048-PHOT,Pune,7,1,0.2,18,Rs. 799,Photo Frame A4
HD-048-PHOT,Ahmedabad,5,0,0.3,12,₹799,Photo Frame A4
HD-048-PHOT,Jaipur,18,8,0.7,18,₹799,Photo Frame A4
HD-048-PHOT,Lucknow,10,0,0.8,12,799.00,Photo Frame A4
HD-048-PHOT,Surat,1,3,0.8,12,₹799,Photo Frame A4
HD-048-PHOT,Indore,24,0,0.4,18,799,Photo Frame A4
HD-049-PHOT,Mumbai,1,0,0.1,12,₹799,Photo Frame A4
HD-049-PHOT,Delhi,(2),16,0,25,799.00,Photo Frame A4
HD-049-PHOT,Bengaluru,0,0,0.0,12,799,Photo Frame A4
HD-049-PHOT,Hyderabad,1,11,1.2,12,799,Photo Frame A4
HD-049-PHOT,Chennai,27,0,0.7,12,799,Photo Frame A4
HD-049-PHOT,Kolkata,21,0,0.5,25,799,Photo Frame A4
HD-049-PHOT,Pune,32,0,0.7,18,₹799,Photo Frame A4
HD-049-PHOT,Ahmedabad,18,0,0.4,18,Rs. 799,Photo Frame A4
HD-049-PHOT,Jaipur,3,1,0.1,25,₹799,Photo Frame A4
HD-049-PHOT,Lucknow,4,8,0.5,18,799,Photo Frame A4
HD-049-PHOT,Surat,10, 4 ,0.6,12,Rs. 799,Photo Frame A4
HD-049-PHOT,Indore,25,0,0.7,25,₹799,Photo Frame A4
HD-050-CAND,Mumbai,4,1,0.1,18,2999,Candle Soy
HD-050-CAND,Delhi,8,0,1.1,12,"₹2,999",Candle Soy
HD-050-CAND,Bengaluru,0,0,0,18,2999,Candle Soy
HD-050-CAND,Hyderabad, 5 ,0,0.2,25 days,2999,Candle Soy
HD-050-CAND,Chennai,1,0,0.1,12,2999,Candle Soy
HD-050-CAND,Kolkata,41,0,0.6,25,"₹2,999",Candle Soy
HD-050-CAND,Pune,9,0,0.9,12,2999,Candle Soy
HD-050-CAND,Ahmedabad,6,0,0.4,12,"₹2,999",Candle Soy
HD-050-CAND,Jaipur,0,0,0.0,12,"₹2,999",Candle Soy
HD-050-CAND,Lucknow,2,0,0.1,18,2999,Candle Soy
HD-050-CAND,Surat,67,0,1.2,18,"₹2,999",Candle Soy
HD-050-CAND,Indore,4,0,0.9,18,"₹2,999",Candle Soy
HD-051-CAND,Mumbai,0,0,0.0,25,799,Candle Soy
HD-051-CAND,Delhi,4,0,0.4,25,799,Candle Soy
HD-051-CAND,Bengaluru,0,-8,0.0,25,799,Candle Soy
HD-051-CAND,Hyderabad,23,0,0,12,799,Candle Soy
HD-051-CAND,Chennai,4,0,0.1,25,₹799,Candle Soy
HD-051-CAND,Kolkata,37,0,0.9,18,799,Candle Soy
HD-051-CAND,Pune,5,10,0.7,12,799,Candle Soy
HD-051-CAND,Ahmedabad,25,0,0.5,25,Rs. 799,Candle Soy
HD-051-CAND,Jaipur,37.5,8,1.0,12,₹799,Candle Soy
HD-051-CAND,Lucknow,44,0,1.1,25,₹799,Candle Soy
HD-051-CAND,Surat,11,0,0.2,18,₹799,Candle Soy
HD-051-CAND,Indore,10,9,0.6,18,Rs. 799,Candle Soy
HD-052-CAND,Mumbai,30,0,1.0,18,Rs. 799,Candle Soy
HD-052-CAND,Delhi,51,0,0.8,25,₹799,Candle Soy
HD-052-CAND,Bengaluru,40,0,0.9,18,799.00,Candle Soy
HD-052-CAND,Hyderabad,42,0,0.7,25,799,Candle Soy
HD-052-CAND,Chennai,11,0,0,18,799,Candle Soy
HD-052-CAND,Kolkata,13,0,1.0,25,799,Candle Soy
HD-052-CAND,Pune,49,0,0.7,25,N/A,Candle Soy
HD-052-CAND,Ahmedabad,1,5,0.4,,799,Candle Soy
HD-052-CAND,Jaipur,42,0,0.5,25,799,Candle Soy
HD-052-CAND,Lucknow,0,0,,25,799,Candle Soy
HD-052-CAND,Surat,11, 4 ,0.4,18,799.00,Candle Soy
HD-052-CAND,Indore,11,0,0.4,25,799.00,Candle Soy
HD-053-CAND,Mumbai,23,0,0.8,12,799,Candle Soy
HD-053-CAND,Delhi,23,8,0.6,12,₹799,Candle Soy
HD-053-CAND,Bengaluru,14,0,1.1,25,799,Candle Soy
HD-053-CAND,Hyderabad,6,6,0.5,12,₹799,Candle Soy
HD-053-CAND,Chennai,37,15,0.6,25,Rs. 799,Candle Soy
HD-053-CAND,Kolkata,6,0,0,18,799,Candle Soy
HD-053-CAND,Kolkata,6,0,0,18,799,Candle Soy
HD-053-CAND,Pune,22,18,1.2,12,₹799,Candle Soy
HD-053-CAND,Ahmedabad,17,0,1.2,25,₹799,Candle Soy
HD-053-CAND,Jaipur,8,5,0.7,18,799,Candle Soy
HD-053-CAND,Lucknow,3,0,1.1,12,799,Candle Soy
HD-053-CAND,Surat,5,5,0.2,25,Rs. 799,Candle Soy
HD-053-CAND,Indore,25,0,1.0,25,799,Candle Soy
HD-054-CAND,Mumbai,6,0,0.6,18,1499,Candle Soy
HD-054-CAND,Delhi,13,0,0.6,12,1499,Candle Soy
HD-054-CAND,Bengaluru,0,0,0.1,12,"1,499.00",Candle Soy
HD-054-CAND,Hyderabad,1,5,0.4,25,1499,Candle Soy
HD-054-CAND,Chennai,7,0,0.8,18,"₹1,499",Candle Soy
HD-054-CAND,Kolkata,20,8,0.6,12,1499,Candle Soy
HD-054-CAND,Pune,8,0,0,18,"Rs. 1,499",Candle Soy
HD-054-CAND,Ahmedabad,26,0,0.7,12,1499,Candle Soy
HD-054-CAND,Jaipur,22,0,0.7,18,"Rs. 1,499",Candle Soy
HD-054-CAND,Lucknow,0,0,0.0,12,1499,Candle Soy
HD-054-CAND,Surat,60,9,1.1,18,1499,Candle Soy
HD-054-CAND,Indore,20,0,0.4,25,"1,499.00",Candle Soy
HD-055-CAND,Mumbai,29,10,0.4,25,5999,Candle Soy
HD-055-CAND,Delhi,5,0,0.1,18,"Rs. 5,999",Candle Soy
HD-055-CAND,Bengaluru,44,0,0.8,18,5999,Candle Soy
HD-055-CAND,Hyderabad,8,0,0.6,25,"Rs. 5,999",Candle Soy
HD-055-CAND,Chennai,23,0,0.6,12,"₹5,999",Candle Soy
HD-055-CAND,Kolkata,10,0,0.7,25,5999,Candle Soy
HD-055-CAND,Pune,44,14,0.6,25,5999,Candle Soy
,Ahmedabad,30,0,0,12,5999,Candle Soy
HD-055-CAND,Jaipur,5,0,0.5,18,5999,Candle Soy
HD-055-CAND,Lucknow,45,0,1.1,25,5999,Candle Soy
HD-055-CAND,Surat,1,0,0.2,25,"Rs. 5,999",Candle Soy
HD-055-CAND,Indore,12,22,1.2,18,"5,999.00",Candle Soy
HD-056-CAND,Mumbai,7,2,0.2,12,Rs. 799,Candle Soy
HD-056-CAND,Delhi,0.5,0,0.6,18,₹799,Candle Soy
HD-056-CAND,Bengaluru,4,0,0.6,18,799.00,Candle Soy
HD-056-CAND,Hyderabad,11,0,0.3,12,799,Candle Soy
HD-056-CAND,Chennai,6,0,0.2,18,₹799,Candle Soy
HD-056-CAND,Kolkata,15,0,1.0,25,799,Candle Soy
HD-056-CAND,Pune,-4,0,0.0,18,Rs. 799,Candle Soy
HD-056-CAND,Ahmedabad,26,0,0.7,25,₹799,Candle Soy
HD-056-CAND,Jaipur,0,0,0,25,799,Candle Soy
HD-056-CAND,Lucknow,58,0,1.1,25,799,Candle Soy
HD-056-CAND,Surat,6,0,0.9,12 days,799,Candle Soy
HD-056-CAND,Indore,3,3,0.1,25,799,Candle Soy
HD-057-THRO,Mumbai,22,0,0.5,18,"₹2,999",Throw Blanket
HD-057-THRO,Delhi,6,-12,0.2,25,2999,Throw Blanket
HD-057-THRO,Bengaluru,7,0,0.1,25,2999,Throw Blanket
HD-057-THRO,Hyderabad,3,11,0.7,25,2999,Throw Blanket
HD-057-THRO,Chennai,16,0,0.7,18,"₹2,999",Throw Blanket
HD-057-THRO,Kolkata,26,0,0.7,18,N/A,Throw Blanket
HD-057-THRO,Pune,23,0,0.6,18,"Rs. 2,999",Throw Blanket
HD-057-THRO,Ahmedabad,4,0,0.4,25,"2,999.00",Throw Blanket
HD-057-THRO,Jaipur,8,0,0.7,25,"₹2,999",Throw Blanket
HD-057-THRO,Lucknow,78,0,0,25,"₹2,999",Throw Blanket
HD-057-THRO,Surat,12,10,0.5,18,"Rs. 2,999",Throw Blanket
HD-057-THRO,Indore, 86 ,0,1.2,25,"₹2,999",Throw Blanket
HD-058-THRO,Mumbai,2,0,0.6,12,799,Throw Blanket
HD-058-THRO,Delhi,3,0,0.6,18,₹799,Throw Blanket
HD-058-THRO,Bengaluru,5,0,0.2,25,799,Throw Blanket
HD-058-THRO,Hyderabad,28,0,1.1,18,₹799,Throw Blanket
HD-058-THRO,Chennai,10,0,0.4,18,799.00,Throw Blanket
HD-058-THRO,Kolkata,16,0,0.4,25,799,Throw Blanket
HD-058-THRO,Pune,0,0,0.0,25,₹799,Throw Blanket
HD-058-THRO,Ahmedabad,20,0,0.8,12,799.00,Throw Blanket
HD-058-THRO,Jaipur, 5 ,0,0.1,,799,Throw Blanket
HD-058-THRO,Lucknow, 1 ,0,0.1,12,799,Throw Blanket
HD-058-THRO,Surat, 1 ,0,0,12,799,Throw Blanket
HD-058-THRO,Indore,5,0,0.3,12,Rs. 799,Throw Blanket
HD-059-THRO,Mumbai, 12 ,0,1.1,18,"₹1,499",Throw Blanket
HD-059-THRO,Delhi,53,0,0.7,25,"₹1,499",Throw Blanket
HD-059-THRO,Bengaluru,1,0,0.3,18,"₹1,499",Throw Blanket
HD-059-THRO,Hyderabad,14,0,0.9,18,"₹1,499",Throw Blanket
HD-059-THRO,Chennai,2,9,0.4,25,"1,499.00",Throw Blanket
HD-059-THRO,Kolkata,2,0,1.1,18,1499,Throw Blanket
HD-059-THRO,Pune, 40 ,0,1.0,18,"₹1,499",Throw Blanket
HD-059-THRO,Ahmedabad,3,0,0.2,18,"₹1,499",Throw Blanket
HD-059-THRO,Jaipur,12,0,,12,"₹1,499",Throw Blanket
HD-059-THRO,Lucknow,11,0,0.7,25,1499,Throw Blanket
HD-059-THRO,Surat,0,0,0.9,12,1499,Throw Blanket
HD-059-THRO,Indore,43,0,0,12,1499,Throw Blanket
HD-060-THRO,Mumbai, 19 ,0,0.8,25,₹799,Throw Blanket
HD-060-THRO,Delhi,41,0,0.7,18,799.00,Throw Blanket
HD-060-THRO,Bengaluru,30,0,0.4,25,Rs. 799,Throw Blanket
HD-060-THRO,Hyderabad,17,0,1.0,12,799,Throw Blanket
HD-060-THRO,Chennai,0,0,0.0,12,799,Throw Blanket
HD-060-THRO,Kolkata,30,11,0.8,12,₹799,Throw Blanket
HD-060-THRO,Pune,1.5,11,1.1,12,799,Throw Blanket
HD-060-THRO,Ahmedabad,12,0,1.2,18,₹799,Throw Blanket
HD-060-THRO,Jaipur,29,14,1.0,25,799,Throw Blanket
HD-060-THRO,Lucknow,0,0,0.0,12,Rs. 799,Throw Blanket
