Item Code,Outlet,stock_qty,inbound,daily_sales,supplier_lead_time,unit_cost,Model,Case Pack,Expected Receipt Date
EL-TWS-018,Surat,162,0,3.9,15,"₹2,999",TWS Buds Pro,12,
EL-TWS-018,Indore,110,26,1.2,30,2999,TWS Buds Pro,,2026-09-15
EL-TWS-018,Nagpur,132,-15,2.3,30,2999,TWS Buds Pro,12,
EL-TWS-018,Kochi,88,0,4.5,15,"₹2,999",TWS Buds Pro,12,
EL-TWS-018,Chandigarh,101,0,4.3,15,"Rs. 2,999",TWS Buds Pro,12,
EL-TWS-018,Bhopal,222,0,4.4,15,"₹2,999",TWS Buds Pro,24,
EL-TWS-018,Patna,96,0,1.4,30,"₹2,999",TWS Buds Pro,,
EL-TWS-018,Vadodara,62,0,2.6,30,N/A,TWS Buds Pro,,
EL-TWS-019,Mumbai,14,0,1.3,20,2999,TWS Buds Pro,,
EL-TWS-019,Delhi,121,0,3.7,30,2999,TWS Buds Pro,6,
EL-TWS-019,Bengaluru, 86 ,27,1.8,15,2999,TWS Buds Pro,6,2026-09-11
EL-TWS-019,Hyderabad,41,53,3.7,,"₹2,999",TWS Buds Pro,,2026-08-28
EL-TWS-019,Chennai,29,0,2.0,15,2999,TWS Buds Pro,24,
EL-TWS-019,Kolkata,25,0,0.7,30,2999,TWS Buds Pro,6,
EL-TWS-019,Pune,23,56,2.7,20,2999,TWS Buds Pro,12,2026-08-17
EL-TWS-019,Ahmedabad,156,0,2.8,20,"₹2,999",TWS Buds Pro,,
EL-TWS-019,Jaipur,246,0,3.5,30,"Rs. 2,999",TWS Buds Pro,6,
EL-TWS-019,Lucknow,119,0,2.9,20,"Rs. 2,999",TWS Buds Pro,,
EL-TWS-019,Surat,136,51,2.7,20,"₹2,999",TWS Buds Pro,12,2026-08-21
EL-TWS-019,Indore,104, 58 ,2.6,30,2999,TWS Buds Pro,6,2026-09-20
EL-TWS-019,Nagpur,9,0,0.4,30,2999,TWS Buds Pro,24,
EL-TWS-019,Kochi,51,0,2.4,20,"₹2,999",TWS Buds Pro,,
EL-TWS-019,Chandigarh,198,0,3.4,20,2999,TWS Buds Pro,,
EL-TWS-019,Chandigarh,198,0,3.4,20,2999,TWS Buds Pro,,
EL-TWS-019,Bhopal,199,0,3.6,20,2999,TWS Buds Pro,12,
EL-TWS-019,Patna,201,0,4.7,20,"₹2,999",TWS Buds Pro,24,
EL-TWS-019,Vadodara,164,0,3.4,20,"₹2,999",TWS Buds Pro,,
EL-TWS-020,Mumbai,424,0,5.0,30,2999,TWS Buds Pro,6,
EL-TWS-020,Delhi,199.5,0,2.6,30,2999,TWS Buds Pro,24,
EL-TWS-020,Bengaluru,64,106,4.0,20,"Rs. 2,999",TWS Buds Pro,6,2026-09-02
EL-TWS-020,Hyderabad,7,0,0.8,15,"₹2,999",TWS Buds Pro,24,
EL-TWS-020,Chennai,134,50,3.7,15,2999,TWS Buds Pro,,2026-08-19
EL-TWS-020,Kolkata,26,0,2.6,15,2999,TWS Buds Pro,6,
EL-TWS-020,Pune,36,0,0.9,15,"2,999.00",TWS Buds Pro,24,
EL-TWS-020,Ahmedabad,186,0,3.6,20,2999,TWS Buds Pro,24,
EL-TWS-020,Jaipur,42,0,0.5,30,"₹2,999",TWS Buds Pro,12,
EL-TWS-020,Lucknow,157,396,4.4,15,"Rs. 2,999",TWS Buds Pro,12,
,Surat,51,0,2.5,20,2999,TWS Buds Pro,,
EL-TWS-020,Indore,143,0,3.7,20,"Rs. 2,999",TWS Buds Pro,24,
EL-TWS-020,Nagpur,76,97,3.7,20 days,"2,999.00",TWS Buds Pro,12,2026-08-27
EL-TWS-020,Kochi,11,0,0.8,20,2999,TWS Buds Pro,24,
EL-TWS-020,Chandigarh,18,0,4.0,20,2999,TWS Buds Pro,,
EL-TWS-020,Bhopal,71,0,2.5,20,2999,TWS Buds Pro,6,
EL-TWS-020,Patna,182,0,3.6,30,"₹2,999",TWS Buds Pro,,
EL-TWS-020,Vadodara,46,0,3.3,20,2999,TWS Buds Pro,12,
EL-SMA-021,Mumbai,64,0,3.0,15,4999,SmartWatch S,6,
EL-SMA-021,Delhi,128,55,2.2,20,"₹4,999",SmartWatch S,24,2026-08-22
EL-SMA-021,Bengaluru,9,0,1.6,30,4999,SmartWatch S,24,
EL-SMA-021,Hyderabad,37,0,3.5,15,"4,999.00",SmartWatch S,12,
EL-SMA-021,Chennai,8,0,0.4,30,4999,SmartWatch S,12,
EL-SMA-021,Kolkata,50,0,1.4,15,"₹4,999",SmartWatch S,24,
EL-SMA-021,Pune,178,0,3.5,30,4999,SmartWatch S,6,
EL-SMA-021,Ahmedabad,234,0,4.6,20,"4,999.00",SmartWatch S,6,
EL-SMA-021,Jaipur,35,0,2.0,30,4999,SmartWatch S,,
EL-SMA-021,Lucknow,99,19,2.3,15,4999,SmartWatch S,,2026-08-30
EL-SMA-021,Surat,125,31,4.2,15,4999,SmartWatch S,6,2026-08-17
EL-SMA-021,Indore,76,0,3.2,20,"₹4,999",SmartWatch S,6,
EL-SMA-021,Nagpur,20,0,,20,"4,999.00",SmartWatch S,6,
EL-SMA-021,Kochi,89,0,1.7,20,"₹4,999",SmartWatch S,12,
EL-SMA-021,Chandigarh,14,0,0.3,20,4999,SmartWatch S,,
EL-SMA-021,Bhopal, 54 ,0,4.0,15,4999,SmartWatch S,6,
EL-SMA-021,Patna,22,0,5.0,15,"Rs. 4,999",SmartWatch S,,
EL-SMA-021,Vadodara,21,0,1.9,20,"₹4,999",SmartWatch S,,
EL-SMA-022,Mumbai,13,0,0.8,20,4999,SmartWatch S,,
EL-SMA-022,Delhi,63,0,1.6,30,4999,SmartWatch S,,
EL-SMA-022,Bengaluru,108,0,2.2,15,"Rs. 4,999",SmartWatch S,12,
EL-SMA-022,Hyderabad,201,0,3.6,30,"₹4,999",SmartWatch S,24,
EL-SMA-022,Chennai,37,52,2.4,20,N/A,SmartWatch S,,2026-08-29
EL-SMA-022,Kolkata,98,0,4.3,20,"₹4,999",SmartWatch S,,
EL-SMA-022,Pune,24,0,0.7,20,"₹4,999",SmartWatch S,6,
EL-SMA-022,Ahmedabad,136,66,2.7,20,4999,SmartWatch S,,2026-08-18
EL-SMA-022,Jaipur,99,0,1.6,30,"Rs. 4,999",SmartWatch S,24,
EL-SMA-022,Lucknow, 32 ,19,1.1,15,"₹4,999",SmartWatch S,24,2026-08-20
EL-SMA-022,Surat, 366 ,0,4.5,30,4999,SmartWatch S,24,
EL-SMA-022,Indore,90,-19,2.3,20,"4,999.00",SmartWatch S,24,
EL-SMA-022,Nagpur,121,0,1.2,30,"Rs. 4,999",SmartWatch S,,
EL-SMA-022,Kochi,53,0,1.0,20,"₹4,999",SmartWatch S,6,
EL-SMA-022,Chandigarh,36,130,4.6,30,4999,SmartWatch S,6,2026-09-10
EL-SMA-022,Bhopal,27,65,3.6,15,4999,SmartWatch S,12,2026-08-26
EL-SMA-022,Patna,10,0,4.6,15,4999,SmartWatch S,6,
EL-SMA-022,Vadodara,20,0,2.6,15,"₹4,999",SmartWatch S,12,
EL-SMA-023,Mumbai,85.5,0,3.1,30,"₹4,999",SmartWatch S,12,
EL-SMA-023,Delhi,315,121,3.8,30,"₹4,999",SmartWatch S,24,2026-08-30
EL-SMA-023,Bengaluru,38,126,0.7,30,4999,SmartWatch S,12,
EL-SMA-023,Hyderabad,(8),0,2.2,30,"₹4,999",SmartWatch S,,
EL-SMA-023,Chennai,4,0,4.4,,"4,999.00",SmartWatch S,24,
EL-SMA-023,Kolkata,169,0,1.9,30,4999,SmartWatch S,6,
EL-SMA-023,Pune,198,0,2.9,30,"₹4,999",SmartWatch S,,
EL-SMA-023,Ahmedabad,45,0,0.9,20,4999,SmartWatch S,24,
EL-SMA-023,Jaipur,197, 78 ,4.7,15,"Rs. 4,999",SmartWatch S,,2026-09-09
EL-SMA-023,Lucknow,45,0,1.6,30,4999,SmartWatch S,6,
EL-SMA-023,Surat,45,71,4.8,20,"Rs. 4,999",SmartWatch S,6,2026-08-27
EL-SMA-023,Indore,16,0,0.8,30,"Rs. 4,999",SmartWatch S,6,
EL-SMA-023,Nagpur,18,0,3.8,15,4999,SmartWatch S,,
EL-SMA-023,Kochi,91,32,1.4,30,"Rs. 4,999",SmartWatch S,24,2026-08-30
EL-SMA-023,Chandigarh,101,0,2.8,20,4999,SmartWatch S,,
EL-SMA-023,Bhopal,54,0,1.9,20,"₹4,999",SmartWatch S,,
EL-SMA-023,Patna,293,65,4.6,20,"₹4,999",SmartWatch S,24,2026-08-19
EL-SMA-023,Vadodara,25,0,4.7,20,"4,999.00",SmartWatch S,24,
EL-SMA-024,Mumbai,172,0,4.4,30,4999,SmartWatch S,,
EL-SMA-024,Delhi,173,0,3.9,30,"₹4,999",SmartWatch S,12,
EL-SMA-024,Bengaluru,123,48,1.5,30,"Rs. 4,999",SmartWatch S,12,2026-09-21
EL-SMA-024,Hyderabad,17,0,0.5,15,4999,SmartWatch S,12,
EL-SMA-024,Chennai, 211 ,92,4.0,20,4999,SmartWatch S,12,2026-08-25
EL-SMA-024,Kolkata,215,0,4.6,20,4999,SmartWatch S,6,
EL-SMA-024,Pune,1,0,3.7,20,4999,SmartWatch S,24,
EL-SMA-024,Ahmedabad, 55 ,0,1.9,20,4999,SmartWatch S,,
EL-SMA-024,Jaipur,44,22,3.0,15,"₹4,999",SmartWatch S,12,2026-09-27
EL-SMA-024,Lucknow,169,0,3.3,20,"₹4,999",SmartWatch S,6,
EL-SMA-024,Surat,123,86,4.9,20,4999,SmartWatch S,12,2026-08-17
EL-SMA-024,Indore,32,0,4.6,20,4999,SmartWatch S,12,
EL-SMA-024,Nagpur,153,65,2.5,20,"₹4,999",SmartWatch S,24,2026-08-19
EL-SMA-024,Kochi,36,18,1.5,15,"₹4,999",SmartWatch S,,2026-08-20
EL-SMA-024,Chandigarh,28,0,0.5,30,4999,SmartWatch S,,
EL-SMA-024,Bhopal,76,0,0.8,30,"₹4,999",SmartWatch S,12,
EL-SMA-024,Patna,63,0,3.4,20,"4,999.00",SmartWatch S,12,
EL-SMA-024,Vadodara,38,0,4.9,15,"₹4,999",SmartWatch S,24,
EL-SMA-025,Mumbai,76,0,2.0,20,"Rs. 4,999",SmartWatch S,12,
EL-SMA-025,Delhi,94,103,4.1,20 days,4999,SmartWatch S,12,2026-08-26
EL-SMA-025,Bengaluru, 17 ,20,0.7,30,4999,SmartWatch S,6,2026-09-12
EL-SMA-025,Hyderabad,13,0,1.0,15,4999,SmartWatch S,24,
EL-SMA-025,Hyderabad,13,0,1.0,15,4999,SmartWatch S,24,
EL-SMA-025,Chennai,195,0,4.2,30,4999,SmartWatch S,12,
EL-SMA-025,Kolkata,108,0,3.6,30,4999,SmartWatch S,,
EL-SMA-025,Pune,46,0,1.8,20,4999,SmartWatch S,6,
EL-SMA-025,Ahmedabad,148,0,4.5,20,4999,SmartWatch S,24,
EL-SMA-025,Jaipur,88,67,2.5,20,4999,SmartWatch S,6,2026-09-05
EL-SMA-025,Lucknow,138,103,4.1,20,N/A,SmartWatch S,24,2026-08-22
EL-SMA-025,Surat,22,55,2.8,20,"4,999.00",SmartWatch S,6,2026-08-23
EL-SMA-025,Indore,6,0,0.5,20,"Rs. 4,999",SmartWatch S,,
EL-SMA-025,Nagpur,115,0,3.2,30,"₹4,999",SmartWatch S,24,
EL-SMA-025,Kochi,227,516,4.3,20,"4,999.00",SmartWatch S,6,2026-08-26
EL-SMA-025,Chandigarh,6,16,1.3,20,4999,SmartWatch S,,2026-09-11
EL-SMA-025,Bhopal,305,0,5.0,30,4999,SmartWatch S,12,
EL-SMA-025,Patna,152,0,3.0,15,"₹4,999",SmartWatch S,,
EL-SMA-025,Vadodara,24.5,0,4.8,20,4999,SmartWatch S,12,
EL-SMA-026,Mumbai,45,0,2.0,30,4999,SmartWatch S,,
EL-SMA-026,Delhi, 46 ,0,2.1,15,"₹4,999",SmartWatch S,,
EL-SMA-026,Bengaluru,47,0,4.0,15,"Rs. 4,999",SmartWatch S,,
,Hyderabad,114,41,2.0,20,"4,999.00",SmartWatch S,,2026-08-20
EL-SMA-026,Chennai,89,0,1.6,20,4999,SmartWatch S,6,
EL-SMA-026,Kolkata,123,0,,20,4999,SmartWatch S,24,
EL-SMA-026,Pune,291,0,3.9,30,"Rs. 4,999",SmartWatch S,6,
EL-SMA-026,Ahmedabad,95,92,2.7,30,"₹4,999",SmartWatch S,12,2026-08-24
EL-SMA-026,Jaipur,0,6,0.6,20,4999,SmartWatch S,12,2026-09-23
EL-SMA-026,Lucknow,35,0,0.5,30,"₹4,999",SmartWatch S,24,
EL-SMA-026,Surat,51,-1,2.0,30,"₹4,999",SmartWatch S,,
EL-SMA-026,Indore,50,23,1.0,30,4999,SmartWatch S,,2026-09-26
EL-SMA-026,Nagpur,271,0,4.7,30,4999,SmartWatch S,12,
EL-SMA-026,Kochi,33,0,0.8,20,4999,SmartWatch S,,
EL-SMA-026,Chandigarh,80,0,2.9,15,4999,SmartWatch S,12,
EL-SMA-026,Bhopal,27,0,4.0,15,"₹4,999",SmartWatch S,12,
EL-SMA-026,Patna,148,0,4.2,15,"Rs. 4,999",SmartWatch S,6,
EL-SMA-026,Vadodara,9, 63 ,4.0,15,4999,SmartWatch S,24,2026-09-05
EL-SMA-027,Mumbai,229,0,3.6,20,"Rs. 4,999",SmartWatch S,12,
EL-SMA-027,Delhi,165,0,3.2,20,4999,SmartWatch S,,
EL-SMA-027,Bengaluru,221,70,3.5,30,"Rs. 4,999",SmartWatch S,,2026-09-08
EL-SMA-027,Hyderabad,150,89,4.9,15,4999,SmartWatch S,,2026-08-24
EL-SMA-027,Chennai,8,50,1.8,30,"₹4,999",SmartWatch S,6,2026-08-25
EL-SMA-027,Kolkata, 18 ,14,0.9,,"₹4,999",SmartWatch S,6,2026-09-11
EL-SMA-027,Pune,54,0,2.7,20,"Rs. 4,999",SmartWatch S,24,
EL-SMA-027,Ahmedabad,33,0,3.2,20,4999,SmartWatch S,,
EL-SMA-027,Jaipur,5,0,0.7,20,4999,SmartWatch S,,
EL-SMA-027,Lucknow,29,0,2.6,15,4999,SmartWatch S,12,
EL-SMA-027,Surat,81,0,2.1,20,4999,SmartWatch S,12,
EL-SMA-027,Indore,58,0,2.7,15,4999,SmartWatch S,6,
EL-SMA-027,Nagpur,39,0,0.9,30,"Rs. 4,999",SmartWatch S,12,
EL-SMA-027,Kochi,75,0,2.3,20,"₹4,999",SmartWatch S,12,
EL-SMA-027,Chandigarh, 37 ,45,1.8,30,4999,SmartWatch S,6,2026-09-07
EL-SMA-027,Bhopal,271,0,4.5,20,"₹4,999",SmartWatch S,12,
EL-SMA-027,Patna,12,0,2.1,30,4999,SmartWatch S,,
EL-SMA-027,Vadodara,81,0,1.9,30,"4,999.00",SmartWatch S,24,
EL-SMA-028,Mumbai,38,10,0.4,30,4999,SmartWatch S,12,2026-08-27
EL-SMA-028,Delhi,249,0,2.9,30,4999,SmartWatch S,6,
EL-SMA-028,Bengaluru,-9,0,4.9,30,"₹4,999",SmartWatch S,6,
EL-SMA-028,Hyderabad,192,0,4.1,15,"₹4,999",SmartWatch S,6,
EL-SMA-028,Chennai,2,29,1.5,30,"₹4,999",SmartWatch S,12,2026-08-17
EL-SMA-028,Kolkata,401,167,4.4,30,4999,SmartWatch S,6,2026-09-16
EL-SMA-028,Pune,76,333,3.7,15,"4,999.00",SmartWatch S,24,
EL-SMA-028,Ahmedabad,9,0,2.9,15,4999,SmartWatch S,24,
EL-SMA-028,Jaipur,240,0,4.4,30,"Rs. 4,999",SmartWatch S,6,
EL-SMA-028,Lucknow,118,0,2.2,30,4999,SmartWatch S,,
EL-SMA-028,Surat,74,0,0.8,30,4999,SmartWatch S,24,
EL-SMA-028,Indore,7,0,2.0,20,"Rs. 4,999",SmartWatch S,24,
EL-SMA-028,Nagpur,113,67,2.9,30,"Rs. 4,999",SmartWatch S,6,2026-08-25
EL-SMA-028,Kochi,1,63,4.2,30,4999,SmartWatch S,,2026-08-26
EL-SMA-028,Chandigarh,4,0,0.8,15,N/A,SmartWatch S,,
EL-SMA-028,Bhopal,28,0,1.2,30,"₹4,999",SmartWatch S,12,
EL-SMA-028,Patna,131.5,0,2.7,20,"Rs. 4,999",SmartWatch S,24,
EL-SMA-028,Vadodara,23,0,1.1,20,4999,SmartWatch S,12,
EL-SMA-029,Mumbai,147,0,3.7,20,"₹4,999",SmartWatch S,12,
EL-SMA-029,Delhi,139,54,2.8,15,"Rs. 4,999",SmartWatch S,6,2026-08-18
EL-SMA-029,Bengaluru,5,0,0.6,20,4999,SmartWatch S,,
EL-SMA-029,Hyderabad,0,0,4.1,15,4999,SmartWatch S,,
EL-SMA-029,Chennai,24,0,0.5,15,4999,SmartWatch S,6,
EL-SMA-029,Kolkata, 176 ,0,4.7,20,4999,SmartWatch S,12,
EL-SMA-029,Pune,89,0,2.3,20,4999,SmartWatch S,6,
EL-SMA-029,Ahmedabad,202,0,3.6,30,4999,SmartWatch S,24,
EL-SMA-029,Jaipur,43,0,1.6,30 days,"Rs. 4,999",SmartWatch S,6,
EL-SMA-029,Lucknow,98,0,3.8,20,"₹4,999",SmartWatch S,24,
EL-SMA-029,Surat,12,0,1.9,20,4999,SmartWatch S,12,
EL-SMA-029,Indore,34,64,3.2,15,4999,SmartWatch S,,2026-09-13
EL-SMA-029,Nagpur,149,0,4.5,15,"4,999.00",SmartWatch S,24,
EL-SMA-029,Kochi,196,0,4.3,20,4999,SmartWatch S,12,
EL-SMA-029,Chandigarh,87,0,3.7,20,"Rs. 4,999",SmartWatch S,12,
EL-SMA-029,Bhopal,391,0,4.1,30,4999,SmartWatch S,6,
EL-SMA-029,Patna,125,0,4.1,20,"₹4,999",SmartWatch S,6,
EL-SMA-029,Vadodara,203,0,4.6,15,"4,999.00",SmartWatch S,24,
EL-SMA-030,Mumbai,27,0,3.0,20,4999,SmartWatch S,24,
EL-SMA-030,Delhi,267, 156 ,4.4,30,"₹4,999",SmartWatch S,,2026-08-24
EL-SMA-030,Bengaluru,38,0,1.2,30,"₹4,999",SmartWatch S,,
EL-SMA-030,Hyderabad, 45 ,0,4.2,20,4999,SmartWatch S,24,
EL-SMA-030,Chennai,51,28,1.7,15,4999,SmartWatch S,,2026-08-27
EL-SMA-030,Kolkata,72,0,0.9,30,4999,SmartWatch S,,
EL-SMA-030,Pune, 8 ,0,1.5,15,"₹4,999",SmartWatch S,,
EL-SMA-030,Ahmedabad,17,0,1.7,15,"Rs. 4,999",SmartWatch S,,
EL-SMA-030,Jaipur,107,17,1.1,30,4999,SmartWatch S,6,2026-09-15
EL-SMA-030,Lucknow, 14 ,-15,1.1,20,"₹4,999",SmartWatch S,24,
EL-SMA-030,Surat,107,0,2.8,15,"₹4,999",SmartWatch S,,
EL-SMA-030,Surat,107,0,2.8,15,"₹4,999",SmartWatch S,,
EL-SMA-030,Indore,56,0,0.6,30,"Rs. 4,999",SmartWatch S,,
EL-SMA-030,Nagpur,18,0,1.4,15,"Rs. 4,999",SmartWatch S,12,
EL-SMA-030,Kochi, 129 ,0,4.3,15,"4,999.00",SmartWatch S,6,
EL-SMA-030,Chandigarh,46,0,2.1,20,4999,SmartWatch S,24,
EL-SMA-030,Bhopal,148,0,3.4,15,4999,SmartWatch S,,
EL-SMA-030,Patna,38,47,,15,4999,SmartWatch S,12,2026-08-25
EL-SMA-030,Vadodara,170,540,4.5,20,4999,SmartWatch S,,2026-09-24
EL-BT-031,Mumbai,18,81,4.3,30,"1,799.00",BT Speaker Mini,12,2026-08-27
EL-BT-031,Delhi,107,0,1.1,30,"Rs. 1,799",BT Speaker Mini,,
EL-BT-031,Bengaluru,175,0,3.4,20,"₹1,799",BT Speaker Mini,12,
EL-BT-031,Hyderabad,43,0,2.5,15,"₹1,799",BT Speaker Mini,12,
EL-BT-031,Chennai,143,0,4.8,15,"1,799.00",BT Speaker Mini,,
EL-BT-031,Kolkata,193,0,2.9,20,1799,BT Speaker Mini,,
EL-BT-031,Pune,212,159,3.9,,"1,799.00",BT Speaker Mini,6,2026-08-19
EL-BT-031,Ahmedabad,131,93,2.4,30,1799,BT Speaker Mini,6,2026-08-20
EL-BT-031,Jaipur,254,0,4.4,30,"₹1,799",BT Speaker Mini,6,
EL-BT-031,Lucknow,167,0,2.1,30,"₹1,799",BT Speaker Mini,6,
EL-BT-031,Surat,29,0,4.0,15,1799,BT Speaker Mini,6,
EL-BT-031,Indore,1,0,2.6,15,1799,BT Speaker Mini,12,
EL-BT-031,Nagpur,98,0,3.9,20,"₹1,799",BT Speaker Mini,,
EL-BT-031,Kochi,47,33,2.1,20,1799,BT Speaker Mini,,2026-08-26
,Chandigarh,136,103,3.7,30,1799,BT Speaker Mini,6,2026-09-12
EL-BT-031,Bhopal,74.5,0,2.8,15,1799,BT Speaker Mini,24,
EL-BT-031,Patna,14,0,1.6,15,"₹1,799",BT Speaker Mini,,
EL-BT-031,Vadodara, 248 ,0,4.4,20,1799,BT Speaker Mini,,
EL-BT-032,Mumbai,155,40,2.5,30,1799,BT Speaker Mini,24,2026-08-17
EL-BT-032,Delhi,60,0,3.2,15,N/A,BT Speaker Mini,24,
EL-BT-032,Bengaluru,226,47,3.4,20,"₹1,799",BT Speaker Mini,12,2026-09-05
EL-BT-032,Hyderabad,46,0,1.2,15,"Rs. 1,799",BT Speaker Mini,24,
EL-BT-032,Chennai,59,0,2.4,15,1799,BT Speaker Mini,24,
EL-BT-032,Kolkata,104,0,3.3,20,1799,BT Speaker Mini,,
EL-BT-032,Pune,177,0,3.0,30,1799,BT Speaker Mini,6,
EL-BT-032,Ahmedabad,34,0,1.4,15,"₹1,799",BT Speaker Mini,6,
EL-BT-032,Jaipur, 132 ,0,4.7,15,"1,799.00",BT Speaker Mini,24,
EL-BT-032,Lucknow,150, 53 ,4.2,15,1799,BT Speaker Mini,6,2026-08-28
EL-BT-032,Surat,168,0,3.0,20,"Rs. 1,799",BT Speaker Mini,,
EL-BT-032,Indore,36,0,0.5,30,1799,BT Speaker Mini,24,
EL-BT-032,Nagpur,150,69,2.6,20,"Rs. 1,799",BT Speaker Mini,6,2026-08-17
EL-BT-032,Kochi,216,127,4.7,20,1799,BT Speaker Mini,12,2026-08-18
EL-BT-032,Chandigarh,116,0,3.3,15,"₹1,799",BT Speaker Mini,,
EL-BT-032,Bhopal,6,0,3.5,15,"₹1,799",BT Speaker Mini,12,
EL-BT-032,Patna,155,0,3.9,20,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-032,Vadodara,39,0,1.1,15,1799,BT Speaker Mini,12,
EL-BT-033,Mumbai,120,0,2.3,20,"1,799.00",BT Speaker Mini,12,
EL-BT-033,Delhi,(7),0,1.9,15,1799,BT Speaker Mini,,
EL-BT-033,Bengaluru,48,15,1.1,15,1799,BT Speaker Mini,,2026-09-23
EL-BT-033,Hyderabad,136,0,2.6,30,"Rs. 1,799",BT Speaker Mini,6,
EL-BT-033,Chennai,193,0,3.0,30,"₹1,799",BT Speaker Mini,12,
EL-BT-033,Kolkata,0,0,0.3,15,1799,BT Speaker Mini,24,
EL-BT-033,Pune,42,24,0.6,30,"Rs. 1,799",BT Speaker Mini,6,2026-08-29
EL-BT-033,Ahmedabad,37, 10 ,0.4,30,"Rs. 1,799",BT Speaker Mini,24,2026-08-30
EL-BT-033,Jaipur,194,0,4.9,15,"₹1,799",BT Speaker Mini,12,
EL-BT-033,Lucknow,89,26,1.0,30,1799,BT Speaker Mini,12,2026-08-18
EL-BT-033,Surat,79,228,1.9,20,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-033,Indore,188,0,3.8,15,1799,BT Speaker Mini,,
EL-BT-033,Nagpur,278,57,3.8,30,1799,BT Speaker Mini,24,2026-08-21
EL-BT-033,Kochi,26,0,2.5,30,1799,BT Speaker Mini,24,
EL-BT-033,Chandigarh,189,0,2.9,20,1799,BT Speaker Mini,24,
EL-BT-033,Bhopal,121,0,1.2,30 days,1799,BT Speaker Mini,6,
EL-BT-033,Patna,202,0,3.2,20,"1,799.00",BT Speaker Mini,,
EL-BT-033,Vadodara,45,0,1.9,20,1799,BT Speaker Mini,,
EL-BT-034,Mumbai,14,0,2.2,15,"₹1,799",BT Speaker Mini,6,
EL-BT-034,Delhi,18,0,0.8,20,"Rs. 1,799",BT Speaker Mini,24,
EL-BT-034,Bengaluru,215,0,4.8,15,1799,BT Speaker Mini,24,
EL-BT-034,Hyderabad,58,0,1.2,15,"₹1,799",BT Speaker Mini,12,
EL-BT-034,Chennai,113,0,4.6,15,1799,BT Speaker Mini,24,
EL-BT-034,Kolkata, 22 ,0,0.9,30,"Rs. 1,799",BT Speaker Mini,,
EL-BT-034,Pune, 13 ,3,0.4,20,1799,BT Speaker Mini,12,2026-08-21
EL-BT-034,Ahmedabad,222,121,3.1,30,"1,799.00",BT Speaker Mini,6,2026-08-22
EL-BT-034,Jaipur,71,-4,4.4,15,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-034,Lucknow,58,0,1.1,20,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-034,Surat,279,0,4.3,30,1799,BT Speaker Mini,24,
EL-BT-034,Indore,130,0,3.1,20,"₹1,799",BT Speaker Mini,24,
EL-BT-034,Nagpur,101,0,2.4,30,1799,BT Speaker Mini,,
EL-BT-034,Kochi,16,0,3.2,30,1799,BT Speaker Mini,,
EL-BT-034,Chandigarh,27.5,0,1.0,15,1799,BT Speaker Mini,,
EL-BT-034,Bhopal, 54 ,0,2.9,15,"₹1,799",BT Speaker Mini,6,
EL-BT-034,Patna,61,42,1.6,20,1799,BT Speaker Mini,,2026-08-17
EL-BT-034,Vadodara,7,0,1.6,30,1799,BT Speaker Mini,,
EL-BT-035,Mumbai,87,32,3.1,15,"₹1,799",BT Speaker Mini,,2026-08-19
EL-BT-035,Delhi,13,26,0.7,30,"1,799.00",BT Speaker Mini,,2026-08-20
EL-BT-035,Bengaluru,5,0,2.3,15,1799,BT Speaker Mini,24,
EL-BT-035,Hyderabad,173,0,1.9,30,"Rs. 1,799",BT Speaker Mini,6,
EL-BT-035,Chennai,385,0,4.2,30,1799,BT Speaker Mini,,
EL-BT-035,Kolkata,35,0,2.5,15,"Rs. 1,799",BT Speaker Mini,24,
EL-BT-035,Pune,53,0,3.0,20,N/A,BT Speaker Mini,12,
EL-BT-035,Ahmedabad,172,0,3.7,,1799,BT Speaker Mini,,
EL-BT-035,Jaipur,188,34,3.7,15,"Rs. 1,799",BT Speaker Mini,24,2026-09-25
EL-BT-035,Lucknow,121,0,,30,"Rs. 1,799",BT Speaker Mini,,
EL-BT-035,Surat,143,95,3.8,30,"1,799.00",BT Speaker Mini,6,2026-08-29
EL-BT-035,Indore,24,0,0.6,20,"1,799.00",BT Speaker Mini,24,
EL-BT-035,Nagpur,13,0,1.8,30,1799,BT Speaker Mini,24,
EL-BT-035,Kochi,78,0,4.5,30,1799,BT Speaker Mini,12,
EL-BT-035,Chandigarh,113,0,1.3,30,"₹1,799",BT Speaker Mini,,
EL-BT-035,Bhopal,62,0,1.2,20,1799,BT Speaker Mini,24,
EL-BT-035,Patna,49,0,2.4,15,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-035,Vadodara,33,0,1.7,20,1799,BT Speaker Mini,12,
EL-BT-035,Vadodara,33,0,1.7,20,1799,BT Speaker Mini,12,
EL-BT-036,Mumbai,1,0,0.8,15,"₹1,799",BT Speaker Mini,24,
EL-BT-036,Delhi,51,0,4.3,20,"Rs. 1,799",BT Speaker Mini,12,
EL-BT-036,Bengaluru,22,0,1.6,15,1799,BT Speaker Mini,24,
EL-BT-036,Hyderabad,286,792,4.4,30,1799,BT Speaker Mini,,
EL-BT-036,Chennai,45,0,1.7,15,1799,BT Speaker Mini,24,
