Design Code,Showroom,Stock,Incoming,Daily Sales,Lead Time,Tag Price,Sold-W8,Sold-W7,Sold-W6,Sold-W5,Sold-W4,Sold-W3,Sold-W2,Sold-W1
JW-NOSE-34,Bengaluru Showroom,16,3,0.3,20,9999,2,2,2,2,2,2,3,2
JW-NOSE-34,Hyderabad Showroom, 15 ,18,0.5,30,9999,3,3,4,4,4,3,4,3
JW-NOSE-34,Chennai Showroom,2,5,0.2,30,9999,2,2,2,2,2,2,2,2
JW-NOSE-34,Kolkata Showroom,15,0,0.3,30,"Rs. 9,999",2,2,2,2,2,2,2,3
JW-NOSE-34,Pune Showroom,34,0,0.6,45,"₹9,999",3,5,4,4,4,3,3,4
JW-NOSE-34,Ahmedabad Showroom,3,0,0.3,30,"₹9,999",3,2,2,2,2,2,2,2
JW-NOSE-35,Mumbai Showroom,21,8,0.3,45,"₹89,999",2,2,2,2,3,2,2,2
JW-NOSE-35,Delhi Showroom,4,0,0.1,20,89999,2,2,2,2,2,2,2,2
JW-NOSE-35,Bengaluru Showroom,112,0,0.2,20,89999,3,3,3,3,3,3,3,3
JW-NOSE-35,Hyderabad Showroom, 51 ,0,0.4,45 days,89999,2,3,3,3,2,3,2,2
JW-NOSE-35,Chennai Showroom,5,0,0.1,20,"₹89,999",2,2,2,2,2,3,2,2
JW-NOSE-35,Kolkata Showroom,28,8,0.4,30,"₹89,999",2,3,3,2,3,2,3,3
JW-NOSE-35,Pune Showroom,1,10,0.3,30,"Rs. 89,999",2,3,2,2,2,2,2,2
JW-NOSE-35,Ahmedabad Showroom,73,0,0.6,45,89999,4,4,3,3,4,4,5,4
JW-NOSE-36,Mumbai Showroom,37,0,0.5,30,"₹49,999",4,4,4,4,4,4,4,4
JW-NOSE-36,Delhi Showroom,75,0,0.6,45,49999,5,4,5,4,5,5,3,4
JW-NOSE-36,Bengaluru Showroom,6,0,0.2,30,49999,2,2,2,3,2,2,2,2
JW-NOSE-36,Hyderabad Showroom,4,0,0.3,20,"Rs. 49,999",3,2,2,2,2,2,2,2
JW-NOSE-36,Chennai Showroom,30,0,0.5,20,"₹49,999",3,3,4,3,3,4,4,4
JW-NOSE-36,Kolkata Showroom,4,0,0.1,45,"₹49,999",2,2,2,2,2,2,2,2
JW-NOSE-36,Pune Showroom,34,0,0.6,45,"Rs. 49,999",5,5,5,5,5,4,4,5
JW-NOSE-36,Ahmedabad Showroom,9,0,0.2,45,"Rs. 49,999",2,3,2,3,2,2,2,2
JW-TENN-37,Mumbai Showroom,1,0,0.1,20,"₹89,999",2,2,2,2,2,2,2,2
JW-TENN-37,Delhi Showroom,20,8,,30,"89,999.00",4,3,4,4,3,3,3,3
JW-TENN-37,Bengaluru Showroom,20.5,0,0.5,30,89999,4,4,4,3,3,3,4,3
JW-TENN-37,Hyderabad Showroom,6,0,0.1,30,89999,2,3,2,2,2,2,2,2
JW-TENN-37,Chennai Showroom,50,0,0.5,30,"₹89,999",3,4,4,4,4,3,3,3
JW-TENN-37,Kolkata Showroom,112,0,0.2,45,"₹89,999",3,3,3,3,3,3,3,3
JW-TENN-37,Pune Showroom,0,2,0.1,20,89999,2,2,2,2,2,2,2,2
JW-TENN-37,Ahmedabad Showroom,18,6,0.5,20,89999,3,4,3,4,4,4,3,4
JW-TENN-38,Mumbai Showroom,5,3,0.2,20,"₹4,999",2,2,2,2,2,2,3,2
JW-TENN-38,Delhi Showroom,40,0,0.6,20,"₹4,999",5,4,5,4,5,5,5,5
JW-TENN-38,Bengaluru Showroom,2,0,0.1,20,4999,2,2,2,2,2,2,3,3
JW-TENN-38,Hyderabad Showroom,3,0,0.2,20,"₹4,999",2,2,2,2,2,2,2,2
JW-TENN-38,Chennai Showroom,9,0,0.5,30,"₹4,999",3,3,3,4,3,3,4,4
JW-TENN-38,Kolkata Showroom,2,0,0.1,20,"₹4,999",2,2,2,2,2,3,2,2
JW-TENN-38,Pune Showroom,20,0,0.3,30,"₹4,999",2,2,2,2,2,2,2,2
JW-TENN-38,Ahmedabad Showroom,17,0,0.5,20,4999,4,3,4,3,3,4,3,3
JW-TENN-39,Mumbai Showroom, 16 ,0,0.2,45,49999,2,2,2,2,2,2,2,2
JW-TENN-39,Delhi Showroom,3,0,0.2,45,49999,2,2,2,2,2,2,2,2
JW-TENN-39,Bengaluru Showroom,8,5,0.2,30,49999,3,3,2,2,2,2,2,2
JW-TENN-39,Hyderabad Showroom,23,4,0.4,20,"Rs. 49,999",3,3,3,3,3,2,2,3
JW-TENN-39,Chennai Showroom,3,0,0.5,45,49999,4,4,4,3,3,3,3,4
JW-TENN-39,Kolkata Showroom,8,0,0.1,30,"Rs. 49,999",2,2,2,2,2,2,2,2
JW-TENN-39,Pune Showroom,(7),0,0.5,30,49999,4,4,3,4,3,3,4,4
JW-TENN-39,Ahmedabad Showroom,44,10,0.3,45,"Rs. 49,999",2,3,2,2,2,2,2,2
JW-TENN-40,Mumbai Showroom,112,0,0.6,20,49999,9,9,9,9,9,9,9,9
JW-TENN-40,Delhi Showroom,9,0,0.1,45,49999,2,2,2,2,2,2,2,2
JW-TENN-40,Bengaluru Showroom,8,0,0.1,30,49999,2,2,2,2,2,2,2,3
JW-TENN-40,Hyderabad Showroom,9,0,0.1,30,"₹49,999",2,2,3,2,2,3,3,2
JW-TENN-40,Chennai Showroom,2,0,0.4,30,49999,3,3,3,3,3,2,2,3
JW-TENN-40,Kolkata Showroom,7,0,0.1,30,"₹49,999",2,3,2,2,2,2,2,2
JW-TENN-40,Pune Showroom,17,-11,0.4,20,"49,999.00",3,2,3,3,3,3,3,3
JW-TENN-40,Ahmedabad Showroom,9,0,0.1,45,49999,2,3,2,2,2,2,2,2
JW-TENN-41,Mumbai Showroom,26,0,0.6,30,"Rs. 89,999",5,4,4,5,5,4,4,4
JW-TENN-41,Delhi Showroom,15,0,0.4,30,"₹89,999",3,3,2,3,3,3,3,2
JW-TENN-41,Bengaluru Showroom,14,0,0.1,45,89999,2,2,2,2,2,2,2,2
JW-TENN-41,Hyderabad Showroom,5,0,0.2,45,N/A,2,2,2,3,2,2,2,2
JW-TENN-41,Chennai Showroom,54,14,0.6,30,"89,999.00",3,4,5,3,5,4,4,4
JW-TENN-41,Kolkata Showroom,31,0,0.5,30,89999,3,3,4,3,4,3,3,3
JW-TENN-41,Pune Showroom,9,10,0.4,20,89999,3,2,3,3,2,3,3,2
JW-TENN-41,Ahmedabad Showroom,8,7,0.3,,89999,2,2,2,2,2,2,2,2
JW-TENN-42,Mumbai Showroom,14,0,0.1,45,49999,2,2,2,2,2,2,2,2
JW-TENN-42,Delhi Showroom, 1 ,0,0.5,30,"₹49,999",3,3,4,4,3,4,4,4
JW-TENN-42,Bengaluru Showroom,19,0,0.6,20,49999,4,4,5,4,4,4,4,4
JW-TENN-42,Hyderabad Showroom,112,0,0.3,20,49999,4,4,4,4,4,4,4,4
JW-TENN-42,Chennai Showroom,22,17,0.3,45,49999,2,2,2,2,2,2,2,2
JW-TENN-42,Kolkata Showroom,0,0,0.4,30,49999,3,3,3,2,3,3,2,2
JW-TENN-42,Pune Showroom,38,0,0.6,20,49999,5,5,5,4,4,5,5,5
JW-TENN-42,Ahmedabad Showroom,14,0,0.2,30,"Rs. 49,999",2,2,2,2,2,2,2,2
JW-TEMP-43,Mumbai Showroom,16,0,0.4,45,49999,2,2,3,2,3,3,3,3
JW-TEMP-43,Delhi Showroom,1,0,0.2,20,"₹49,999",2,2,2,2,3,2,2,2
JW-TEMP-43,Bengaluru Showroom,3,0,0.1,20,"₹49,999",2,2,2,2,2,3,2,2
JW-TEMP-43,Bengaluru Showroom,3,0,0.1,20,"₹49,999",2,2,2,2,2,3,2,2
JW-TEMP-43,Hyderabad Showroom,5,0,0.1,20,"₹49,999",2,2,2,2,2,3,2,2
JW-TEMP-43,Chennai Showroom,26,18,0.5,30,49999,3,3,3,3,3,4,4,4
JW-TEMP-43,Kolkata Showroom,30,0,0.5,45,49999,4,4,3,3,3,3,4,4
JW-TEMP-43,Pune Showroom,6,0,0.3,45,"₹49,999",2,2,2,2,2,2,2,2
JW-TEMP-43,Ahmedabad Showroom,9.5,1,0.1,30,49999,2,2,3,2,2,2,2,2
JW-TEMP-44,Mumbai Showroom,55,0,0.4,45,89999,3,2,3,3,3,3,3,3
JW-TEMP-44,Delhi Showroom,13,0,0.1,45,89999,2,2,2,2,2,2,2,2
JW-TEMP-44,Bengaluru Showroom,1,0,0.1,45,89999,3,2,2,2,2,2,2,2
JW-TEMP-44,Hyderabad Showroom,21,17,0.6,45,89999,5,3,3,5,4,4,4,5
JW-TEMP-44,Chennai Showroom,13,10,0.5,30,89999,3,3,3,3,4,3,3,3
JW-TEMP-44,Kolkata Showroom,12,0,0.6,20,89999,5,4,4,4,5,4,5,4
JW-TEMP-44,Pune Showroom,112,0,0.3,20,"89,999.00",4,4,4,4,4,4,4,4
JW-TEMP-44,Ahmedabad Showroom,29,0,0.5,30,89999,3,3,4,4,4,4,3,3
,Mumbai Showroom,29,0,0.2,45,"₹4,999",2,2,2,3,2,2,2,2
JW-TEMP-45,Delhi Showroom, 11 ,4,0.1,45,4999,2,2,3,2,2,2,2,2
JW-TEMP-45,Bengaluru Showroom,13,0,0.5,20 days,4999,4,3,3,3,4,4,4,4
JW-TEMP-45,Hyderabad Showroom,35,0,0.3,45,"₹4,999",2,2,2,2,2,3,2,2
JW-TEMP-45,Chennai Showroom,4,0,0.1,30,"4,999.00",2,2,2,2,2,2,2,2
JW-TEMP-45,Kolkata Showroom,24,16,0.3,45,"Rs. 4,999",2,2,2,2,2,2,2,2
JW-TEMP-45,Pune Showroom,10,0,0.2,30,"Rs. 4,999",2,2,2,2,3,2,2,2
JW-TEMP-45,Ahmedabad Showroom,1,0,0.2,30,4999,2,2,3,2,2,2,2,2
JW-TEMP-46,Mumbai Showroom,6,0,0.2,20,49999,3,2,2,2,2,2,2,2
JW-TEMP-46,Delhi Showroom,13,0,0.2,30,49999,2,2,2,2,2,2,2,2
JW-TEMP-46,Bengaluru Showroom,14,3,0.1,45,49999,2,2,3,2,3,2,2,2
JW-TEMP-46,Hyderabad Showroom,8,0,0.4,30,49999,3,2,3,2,3,3,3,2
JW-TEMP-46,Chennai Showroom,26,0,0.6,20,"Rs. 49,999",5,3,3,4,4,3,4,4
JW-TEMP-46,Kolkata Showroom,3,0,0.2,30,"₹49,999",2,3,2,2,2,2,2,2
JW-TEMP-46,Pune Showroom,0,0,0.1,30,"49,999.00",2,2,3,2,2,3,3,2
JW-TEMP-46,Ahmedabad Showroom,26,0,0.3,45,49999,2,2,2,3,2,2,2,2
JW-TEMP-47,Mumbai Showroom,11,0,0.2,45,"Rs. 9,999",2,2,2,2,2,2,2,3
JW-TEMP-47,Delhi Showroom,112,14,0.4,45,9999,6,6,6,6,6,6,6,6
JW-TEMP-47,Bengaluru Showroom,5,1,0.1,20,"₹9,999",2,2,2,2,2,2,2,2
JW-TEMP-47,Hyderabad Showroom,45,0,0.3,45,"Rs. 9,999",2,2,2,2,2,2,2,2
JW-TEMP-47,Chennai Showroom,0,0,,30,9999,2,2,2,2,2,2,2,3
JW-TEMP-47,Kolkata Showroom,42,0,0.5,30,"9,999.00",3,4,3,4,4,3,4,3
JW-TEMP-47,Pune Showroom,4,0,0.1,20,"₹9,999",2,2,2,2,2,2,2,2
JW-TEMP-47,Ahmedabad Showroom,5,0,0.2,20,"9,999.00",2,3,2,3,3,3,2,2
JW-TEMP-48,Mumbai Showroom,21,0,0.6,20,49999,4,4,4,4,4,3,5,3
JW-TEMP-48,Delhi Showroom,0,0,0.1,30,"₹49,999",2,2,2,2,2,2,2,2
JW-TEMP-48,Bengaluru Showroom,0,0,0.1,30,"49,999.00",2,3,2,2,2,2,2,2
JW-TEMP-48,Hyderabad Showroom,20,3,0.3,20,49999,2,2,2,2,2,2,3,2
JW-TEMP-48,Chennai Showroom,6,7,0.3,30,"₹49,999",2,2,3,2,2,3,2,2
JW-TEMP-48,Kolkata Showroom,14,0,0.4,20,"₹49,999",3,2,3,3,3,3,3,3
JW-TEMP-48,Pune Showroom,19,0,0.4,20,N/A,3,3,2,3,3,2,3,3
JW-TEMP-48,Ahmedabad Showroom,11,0,0.6,30,49999,3,3,4,4,4,5,5,4
