item,shop,current_stock,intransit,avg_off_take_day,lt,price,Gear,bf,Units Sold Week 8,Units Sold Week 7,Units Sold Week 6,Units Sold Week 5,Units Sold Week 4,Units Sold Week 3,Units Sold Week 2,Units Sold Week 1
SP-DUMB-12,Lucknow,32,0,2.0,14,1899,Dumbbell 5kg,,13,11,16,12,13,16,14,16
SP-DUMB-12,Surat,200,0,5.9,14,"1,899.00",Dumbbell 5kg,,45,51,34,50,43,46,41,37
SP-DUMB-12,Indore,11,6,0.6,10,1899,Dumbbell 5kg,,4,3,4,4,4,4,4,5
SP-DUMB-12,Nagpur,161,0,5.4,10,1899,Dumbbell 5kg,2.2,36,45,33,30,46,33,44,41
SP-DUMB-12,Kochi,26,48,3.2,14,"₹1,899",Dumbbell 5kg,,21,17,26,23,18,18,23,20
SP-DUMB-12,Chandigarh,134,0,4.7,14,1899,Dumbbell 5kg,,35,31,37,27,38,28,31,28
SP-DUMB-12,Bhopal,35,0,2.0,7,1899,Dumbbell 5kg,2.2,17,17,13,14,11,16,14,17
SP-DUMB-12,Patna,27,0,2.6,7,1899,Dumbbell 5kg,,20,19,19,17,14,21,19,20
SP-DUMB-12,Vadodara,8.5,0,0.6,10,"₹1,899",Dumbbell 5kg,,5,5,4,4,4,4,3,3
SP-DUMB-12,Ludhiana,87,28,4.0,10,1899,Dumbbell 5kg,,30,26,27,30,29,30,26,22
SP-DUMB-12,Agra,48,0,3.9,10,"₹1,899",Dumbbell 5kg,2.0,25,21,28,33,24,33,24,25
SP-DUMB-13,Mumbai,28,0,5.7,14,3499,Dumbbell 5kg,,38,47,31,32,30,49,40,47
SP-DUMB-13,Delhi,8,0,2.2,10,"Rs. 3,499",Dumbbell 5kg,,19,14,13,17,13,16,19,14
SP-DUMB-13,Delhi,8,0,2.2,10,"Rs. 3,499",Dumbbell 5kg,,19,14,13,17,13,16,19,14
SP-DUMB-13,Bengaluru,24,11,1.0,10,3499,Dumbbell 5kg,,7,8,5,8,8,7,7,9
SP-DUMB-13,Hyderabad,149,0,5.8,10,"₹3,499",Dumbbell 5kg,2.2,47,35,41,47,43,41,45,43
SP-DUMB-13,Chennai,26,0,1.9,14,"₹3,499",Dumbbell 5kg,,13,11,15,15,16,12,13,14
SP-DUMB-13,Kolkata,104,0,3.6,10,3499,Dumbbell 5kg,,5,45,45,5,10,10,55,10
SP-DUMB-13,Pune,18,0,1.4,7,"3,499.00",Dumbbell 5kg,,12,11,9,10,12,12,9,11
SP-DUMB-13,Ahmedabad,99,-12,5.3,7,"₹3,499",Dumbbell 5kg,,30,36,39,34,36,45,34,37
SP-DUMB-13,Jaipur, 49 ,0,2.2,14,"₹3,499",Dumbbell 5kg,,17,19,17,13,18,12,16,15
SP-DUMB-13,Lucknow,66,0,2.5,10,3499,Dumbbell 5kg,2.2,19,19,19,19,19,17,16,21
SP-DUMB-13,Surat,74,0,3.3,7,3499,Dumbbell 5kg,2.2,28,29,26,21,21,19,26,19
,Indore,17,0,3.1,7,3499,Dumbbell 5kg,,26,25,18,21,22,27,21,21
SP-DUMB-13,Nagpur, 103 ,33,3.6,14,"3,499.00",Dumbbell 5kg,,22,29,25,20,27,31,26,22
SP-DUMB-13,Kochi, 121 ,51,2.8,14,3499,Dumbbell 5kg,2.0,19,20,17,16,20,15,18,18
SP-DUMB-13,Chandigarh,44,0,2.0,,3499,Dumbbell 5kg,2.2,15,13,12,12,17,13,16,17
SP-DUMB-13,Bhopal,73,0,2.6,10,"3,499.00",Dumbbell 5kg,2.0,19,14,22,14,18,17,18,17
SP-DUMB-13,Patna,12,0,0.9,7,"₹3,499",Dumbbell 5kg,,5,6,8,7,6,7,7,5
SP-DUMB-13,Vadodara,7,0,2.8,10,"₹3,499",Dumbbell 5kg,,17,18,22,19,16,15,20,23
SP-DUMB-13,Ludhiana,116,29,3.4,14,"Rs. 3,499",Dumbbell 5kg,,27,25,20,19,26,29,26,23
SP-DUMB-13,Agra,120,46,5.1,10,"Rs. 3,499",Dumbbell 5kg,,28,34,30,38,37,30,28,33
SP-DUMB-14,Mumbai,5,0,2.4,14,599,Dumbbell 5kg,2.2,14,17,13,13,20,21,15,17
SP-DUMB-14,Delhi,37, 44 ,4.6,7,₹599,Dumbbell 5kg,2.2,35,37,35,36,34,34,30,29
SP-DUMB-14,Bengaluru,68,24,3.8,7,599.00,Dumbbell 5kg,,5,47,47,58,47,47,58,5
SP-DUMB-14,Hyderabad,72,0,4.4,14,₹599,Dumbbell 5kg,,36,36,38,29,29,29,26,32
SP-DUMB-14,Chennai,39,0,1.7,14,N/A,Dumbbell 5kg,,10,14,14,11,14,12,9,9
SP-DUMB-14,Kolkata,11,0,4.8,14,₹599,Dumbbell 5kg,,36,32,41,32,41,41,39,27
SP-DUMB-14,Pune,186,0,5.8,10,599,Dumbbell 5kg,,36,36,35,35,48,34,43,43
SP-DUMB-14,Ahmedabad,75, 40 ,5.8,10,₹599,Dumbbell 5kg,,32,47,50,38,50,39,42,40
SP-DUMB-14,Jaipur,18, 10 ,3.3,7,599.00,Dumbbell 5kg,,21,27,23,21,28,29,25,24
SP-DUMB-14,Lucknow,24,0,1.2,10,Rs. 599,Dumbbell 5kg,,10,9,9,6,8,9,7,10
SP-DUMB-14,Surat,31,28,3.3,7,599,Dumbbell 5kg,2.2,21,18,25,23,23,26,22,25
SP-DUMB-14,Indore,67,0,2.5,14,₹599,Dumbbell 5kg,2.2,18,15,16,21,14,16,17,17
SP-DUMB-14,Nagpur,18,0,1.1,7,599.00,Dumbbell 5kg,,9,6,7,6,8,7,7,6
SP-DUMB-14,Kochi,77,0,1.9,14,599,Dumbbell 5kg,,11,13,15,14,14,12,13,14
SP-DUMB-14,Chandigarh,36,18,1.8,14,599,Dumbbell 5kg,,11,12,15,11,10,12,14,15
SP-DUMB-14,Bhopal,4,0,0.8,10 days,599,Dumbbell 5kg,,4,7,6,5,5,5,7,5
SP-DUMB-14,Patna,0,8,0.9,10,599,Dumbbell 5kg,,6,6,6,7,7,7,6,5
SP-DUMB-14,Vadodara, 49 ,0,4.5,7,₹599,Dumbbell 5kg,2.2,31,33,38,27,30,34,39,24
SP-DUMB-14,Ludhiana,0,0,0.5,10,599,Dumbbell 5kg,,3,3,3,4,3,3,3,4
SP-DUMB-14,Agra,11,0,0.7,10,₹599,Dumbbell 5kg,2.0,1,8,0,8,10,8,10,10
SP-DUMB-15,Mumbai,32,0,3.2,14,Rs. 299,Dumbbell 5kg,,25,23,19,24,26,18,19,28
SP-DUMB-15,Delhi,20,0,2.7,14,Rs. 299,Dumbbell 5kg,2.0,19,14,15,18,21,18,15,22
SP-DUMB-15,Bengaluru,46,17,3.8,7,299,Dumbbell 5kg,2.2,31,27,21,23,23,21,31,33
SP-DUMB-15,Hyderabad,161,40,5.2,14,Rs. 299,Dumbbell 5kg,2.2,43,32,28,43,41,41,33,38
SP-DUMB-15,Chennai,58,0,3.8,10,299,Dumbbell 5kg,2.2,22,21,25,23,32,24,21,25
SP-DUMB-15,Kolkata, 80 ,0,2.6,14,299,Dumbbell 5kg,2.0,15,16,22,17,19,18,16,14
SP-DUMB-15,Pune,33,0,4.7,7,299,Dumbbell 5kg,,30,36,36,26,30,27,36,38
SP-DUMB-15,Ahmedabad,120,0,3.9,10,₹299,Dumbbell 5kg,,26,32,32,27,32,30,24,25
SP-DUMB-15,Jaipur,122,0,3.4,14,₹299,Dumbbell 5kg,2.2,21,28,29,21,26,27,21,22
SP-DUMB-15,Lucknow,58,29,,14,₹299,Dumbbell 5kg,,16,22,22,19,23,21,18,16
SP-DUMB-15,Surat,18.5,0,1.1,14,299,Dumbbell 5kg,2.2,9,8,8,9,7,9,7,6
SP-DUMB-15,Indore,32,0,2.6,14,₹299,Dumbbell 5kg,,16,18,17,19,16,20,19,17
SP-DUMB-15,Nagpur,127,31,5.6,7,299,Dumbbell 5kg,,44,48,39,40,45,40,41,32
SP-DUMB-15,Kochi,31,0,2.4,14,299,Dumbbell 5kg,,21,13,14,20,20,18,19,16
SP-DUMB-15,Chandigarh,160,68,3.7,14,₹299,Dumbbell 5kg,2.0,31,28,22,28,20,30,20,26
SP-DUMB-15,Bhopal,137,62,3.4,14,299,Dumbbell 5kg,2.0,19,19,27,28,18,25,19,24
SP-DUMB-15,Patna,57,0,2.2,10,₹299,Dumbbell 5kg,2.0,33,33,33,27,6,3,6,6
SP-DUMB-15,Vadodara,92,0,3.0,14,299,Dumbbell 5kg,2.2,24,23,19,25,17,19,21,21
SP-DUMB-15,Ludhiana,4,28,3.2,7,299,Dumbbell 5kg,2.0,18,20,22,25,21,27,18,19
SP-DUMB-15,Agra,4,0,1.4,7,299,Dumbbell 5kg,,8,8,8,9,8,12,12,8
SP-DUMB-16,Mumbai,40,19,1.5,10,999,Dumbbell 5kg,2.2,10,12,12,11,12,10,10,11
SP-DUMB-16,Delhi,116,0,5.7,10,₹999,Dumbbell 5kg,2.2,32,34,48,50,35,35,39,43
SP-DUMB-16,Bengaluru,16,0,4.4,10,₹999,Dumbbell 5kg,2.2,26,32,31,36,32,24,27,38
SP-DUMB-16,Hyderabad,89,0,4.5,10,Rs. 999,Dumbbell 5kg,,33,25,37,37,29,25,29,28
SP-DUMB-16,Chennai,74,0,2.3,10,999,Dumbbell 5kg,2.2,15,16,12,20,19,16,17,14
SP-DUMB-16,Kolkata,46,0,1.7,14,999,Dumbbell 5kg,2.0,13,9,12,14,11,10,10,10
SP-DUMB-16,Pune,6,0,3.1,10,Rs. 999,Dumbbell 5kg,2.0,19,17,25,24,23,23,25,17
SP-DUMB-16,Ahmedabad,9,0,3.9,7,₹999,Dumbbell 5kg,,33,27,25,27,24,24,25,29
SP-DUMB-16,Jaipur,41,0,1.5,10,Rs. 999,Dumbbell 5kg,,12,12,9,12,11,10,11,12
SP-DUMB-16,Lucknow,113,33,5.3,14,₹999,Dumbbell 5kg,,44,30,45,41,34,46,39,31
SP-DUMB-16,Surat,-6,0,3.2,10,₹999,Dumbbell 5kg,2.2,23,20,17,20,22,19,22,27
SP-DUMB-16,Indore,9,0,2.5,7,999,Dumbbell 5kg,2.2,21,21,15,21,18,17,19,19
SP-DUMB-16,Nagpur,10,0,0.4,10,999,Dumbbell 5kg,,3,3,2,3,2,2,3,3
SP-DUMB-16,Kochi,58,0,2.7,10,Rs. 999,Dumbbell 5kg,2.0,34,7,3,7,3,41,34,7
SP-DUMB-16,Chandigarh,32,0,2.3,14,999,Dumbbell 5kg,2.0,13,14,19,14,20,14,16,14
SP-DUMB-16,Bhopal,43,0,5.3,7,999.00,Dumbbell 5kg,,46,44,32,29,42,37,40,45
SP-DUMB-16,Patna, 60 ,0,1.8,10,Rs. 999,Dumbbell 5kg,,11,15,10,14,11,13,10,16
SP-DUMB-16,Vadodara,59,0,2.0,10,999,Dumbbell 5kg,,14,16,16,11,14,11,11,16
SP-DUMB-16,Ludhiana,30,-7,6.0,7,₹999,Dumbbell 5kg,2.0,52,36,49,41,43,39,50,47
SP-DUMB-16,Agra,21,6,1.0,10,₹999,Dumbbell 5kg,,6,8,6,8,7,6,6,6
SP-DUMB-17,Mumbai,7,0,5.2,7,₹599,Dumbbell 5kg,,35,32,37,40,30,36,40,33
SP-DUMB-17,Delhi,25,11,0.7,14,599,Dumbbell 5kg,2.0,5,5,5,6,5,4,5,4
SP-DUMB-17,Bengaluru,0,0,0.7,7,Rs. 599,Dumbbell 5kg,,5,5,4,4,5,4,6,4
SP-DUMB-17,Hyderabad,18,0,0.5,14,N/A,Dumbbell 5kg,2.2,4,4,3,3,3,4,4,4
SP-DUMB-17,Chennai,33,9,2.0,7,599,Dumbbell 5kg,,14,12,14,16,16,16,15,15
SP-DUMB-17,Kolkata,19,0,0.7,14,599.00,Dumbbell 5kg,,5,5,6,4,4,6,6,5
SP-DUMB-17,Pune, 59 ,0,2.1,14,₹599,Dumbbell 5kg,,17,13,13,14,14,13,16,17
SP-DUMB-17,Ahmedabad,86,32,5.0,,599,Dumbbell 5kg,,31,35,43,34,29,27,32,36
SP-DUMB-17,Jaipur,18,0,1.0,10,Rs. 599,Dumbbell 5kg,,7,6,9,9,7,9,6,9
SP-DUMB-17,Lucknow,8,3,0.5,10,₹599,Dumbbell 5kg,,3,4,4,3,4,4,4,4
SP-DUMB-17,Surat,78,31,3.4,7,599,Dumbbell 5kg,,52,52,42,42,42,9,42,9
SP-DUMB-17,Indore,117,0,5.5,10,599.00,Dumbbell 5kg,,33,33,38,48,36,39,47,40
SP-DUMB-17,Nagpur,82,0,5.2,7,599,Dumbbell 5kg,2.0,42,37,28,40,36,34,33,29
SP-DUMB-17,Kochi,5,3,0.7,10,599,Dumbbell 5kg,2.0,4,4,6,5,6,6,5,6
SP-DUMB-17,Chandigarh,82,0,1.9,14,₹599,Dumbbell 5kg,2.2,16,10,16,16,16,11,13,15
SP-DUMB-17,Bhopal,22,0,5.7,7,599,Dumbbell 5kg,,40,44,42,38,48,39,34,37
SP-DUMB-17,Patna,2,3,0.7,10,₹599,Dumbbell 5kg,,5,5,5,6,5,5,5,5
SP-DUMB-17,Vadodara,107,34,4.6,10,Rs. 599,Dumbbell 5kg,,33,31,35,33,37,27,27,28
SP-DUMB-17,Ludhiana,69,0,5.3,10,₹599,Dumbbell 5kg,2.2,41,46,35,34,40,37,46,42
SP-DUMB-17,Ludhiana,69,0,5.3,10,₹599,Dumbbell 5kg,2.2,41,46,35,34,40,37,46,42
SP-DUMB-17,Agra,10,54,4.0,14,₹599,Dumbbell 5kg,2.0,30,31,25,22,30,35,31,25
SP-DUMB-18,Mumbai,31,26,4.3,14,1899,Dumbbell 5kg,,27,36,27,30,25,32,32,27
SP-DUMB-18,Delhi,50,33,4.4,7,"₹1,899",Dumbbell 5kg,,31,29,29,38,28,36,26,37
SP-DUMB-18,Bengaluru,20,8,0.9,7,1899,Dumbbell 5kg,,7,7,7,7,5,7,6,5
SP-DUMB-18,Hyderabad,12.5,0,1.0,7,1899,Dumbbell 5kg,,6,7,6,7,5,6,6,8
SP-DUMB-18,Chennai,104,0,5.9,10,"1,899.00",Dumbbell 5kg,,41,51,51,31,37,45,51,46
SP-DUMB-18,Kolkata,11,10,1.5,10,"Rs. 1,899",Dumbbell 5kg,,10,9,9,11,11,11,11,12
SP-DUMB-18,Pune,5,0,0.7,10,"1,899.00",Dumbbell 5kg,2.2,5,5,5,5,5,5,4,6
SP-DUMB-18,Ahmedabad,9,12,2.0,10,1899,Dumbbell 5kg,2.0,2,30,25,25,2,25,25,5
SP-DUMB-18,Jaipur,59,0,3.0,10,1899,Dumbbell 5kg,,23,22,25,19,17,22,26,24
SP-DUMB-18,Lucknow,48,0,5.8,7,"₹1,899",Dumbbell 5kg,2.0,31,31,39,44,41,48,41,33
SP-DUMB-18,Surat,124,0,4.7,10,"₹1,899",Dumbbell 5kg,2.0,32,41,40,32,28,40,27,30
SP-DUMB-18,Indore,12,0,3.7,14,"1,899.00",Dumbbell 5kg,2.2,28,30,24,26,24,22,25,25
,Nagpur,1,0,0.5,7,"₹1,899",Dumbbell 5kg,,3,3,4,4,3,4,4,3
SP-DUMB-18,Kochi,218,0,4.6,14,"₹1,899",Dumbbell 5kg,,38,27,29,39,33,34,37,26
SP-DUMB-18,Chandigarh,45,0,3.1,7 days,1899,Dumbbell 5kg,,18,17,23,17,26,22,18,19
SP-DUMB-18,Bhopal,76,0,2.8,14,"Rs. 1,899",Dumbbell 5kg,,20,20,18,24,19,22,15,24
SP-DUMB-18,Patna,27,0,2.6,10,1899,Dumbbell 5kg,,19,18,17,16,18,15,17,19
SP-DUMB-18,Vadodara,65,0,2.8,10,1899,Dumbbell 5kg,,22,17,17,21,16,19,21,22
SP-DUMB-18,Ludhiana,135,52,3.1,14,1899,Dumbbell 5kg,,26,21,21,27,21,16,19,25
SP-DUMB-18,Agra,74,0,3.6,10,1899,Dumbbell 5kg,,21,31,21,31,27,25,31,24
SP-DUMB-19,Mumbai,93,0,3.9,10,"₹1,899",Dumbbell 5kg,,31,28,30,31,33,22,24,22
SP-DUMB-19,Delhi,72,52,4.5,10,"₹1,899",Dumbbell 5kg,,29,27,34,31,30,26,34,24
SP-DUMB-19,Bengaluru,50, 28 ,5.6,10,"1,899.00",Dumbbell 5kg,,36,48,48,48,48,39,47,35
SP-DUMB-19,Hyderabad,40,0,4.3,10,"1,899.00",Dumbbell 5kg,,28,33,26,23,29,37,36,29
SP-DUMB-19,Chennai,28,14,2.0,7,1899,Dumbbell 5kg,,2,5,25,25,5,30,2,25
SP-DUMB-19,Kolkata,102,0,4.9,10,1899,Dumbbell 5kg,2.0,27,29,28,27,29,29,26,37
SP-DUMB-19,Pune,25,0,4.4,7,1899,Dumbbell 5kg,2.0,27,36,25,24,33,35,31,38
SP-DUMB-19,Ahmedabad,27,0,0.8,10,1899,Dumbbell 5kg,,7,6,7,6,6,6,6,6
SP-DUMB-19,Jaipur,25,9,1.4,7,"₹1,899",Dumbbell 5kg,,12,10,8,12,12,10,11,9
SP-DUMB-19,Lucknow,19,0,5.3,10,1899,Dumbbell 5kg,2.0,33,45,33,32,39,33,38,35
SP-DUMB-19,Surat,116,56,5.0,14,"₹1,899",Dumbbell 5kg,2.2,41,28,31,36,39,32,43,31
SP-DUMB-19,Indore,90,0,5.8,14,1899,Dumbbell 5kg,,32,40,35,50,50,34,48,49
SP-DUMB-19,Nagpur,106,0,,14,1899,Dumbbell 5kg,,20,22,18,21,21,21,22,24
SP-DUMB-19,Kochi,32,11,3.1,7,"₹1,899",Dumbbell 5kg,,24,21,24,20,26,18,17,17
SP-DUMB-19,Chandigarh,11,0,1.9,7,"Rs. 1,899",Dumbbell 5kg,2.0,16,14,14,14,13,13,11,16
SP-DUMB-19,Bhopal,4,0,4.8,7,1899,Dumbbell 5kg,2.2,41,29,26,33,35,29,26,29
SP-DUMB-19,Patna,102,0,5.3,10,"₹1,899",Dumbbell 5kg,2.2,30,33,37,34,29,30,36,34
SP-DUMB-19,Vadodara,14,0,1.6,10,1899,Dumbbell 5kg,,13,9,14,9,11,11,11,12
SP-DUMB-19,Ludhiana,2,0,0.9,14,"₹1,899",Dumbbell 5kg,2.2,5,7,5,7,6,5,6,7
SP-DUMB-19,Agra,8,0,0.6,10,"₹1,899",Dumbbell 5kg,2.0,4,4,4,5,5,4,4,4
SP-DUMB-20,Mumbai,46,0,2.8,14,3499,Dumbbell 5kg,2.0,24,22,24,23,19,23,16,24
SP-DUMB-20,Delhi,28,0,2.6,7,3499,Dumbbell 5kg,2.2,3,32,7,3,40,40,32,7
SP-DUMB-20,Bengaluru,100,0,4.6,7,N/A,Dumbbell 5kg,2.0,40,26,40,28,32,39,26,31
SP-DUMB-20,Hyderabad,44,22,5.1,10,"₹3,499",Dumbbell 5kg,,39,27,41,44,31,41,32,28
SP-DUMB-20,Chennai,61,0,4.8,14,3499,Dumbbell 5kg,,25,37,38,29,28,36,25,38
SP-DUMB-20,Kolkata,20,0,4.9,7,3499,Dumbbell 5kg,2.2,40,28,41,27,41,40,41,41
SP-DUMB-20,Pune,19,0,3.1,7,"Rs. 3,499",Dumbbell 5kg,2.2,19,26,23,16,25,18,26,22
SP-DUMB-20,Ahmedabad,28,0,3.4,7,"₹3,499",Dumbbell 5kg,2.2,24,19,19,26,22,28,24,19
SP-DUMB-20,Jaipur,29,11,2.6,7,3499,Dumbbell 5kg,,19,14,17,22,20,16,18,16
SP-DUMB-20,Lucknow,12,-2,1.2,14,"₹3,499",Dumbbell 5kg,,8,8,6,7,7,7,8,9
SP-DUMB-20,Surat,56,0,3.3,14,3499,Dumbbell 5kg,,27,17,25,28,25,21,24,20
SP-DUMB-20,Indore,228,0,5.0,14,"Rs. 3,499",Dumbbell 5kg,2.0,35,40,41,37,32,31,34,32
SP-DUMB-20,Nagpur,161,0,5.4,10,3499,Dumbbell 5kg,2.0,38,38,37,39,46,38,42,40
SP-DUMB-20,Kochi,49,0,3.7,10,"3,499.00",Dumbbell 5kg,,30,23,28,23,28,32,30,30
SP-DUMB-20,Chandigarh,115,0,3.9,14,3499,Dumbbell 5kg,,30,34,34,27,27,29,22,28
SP-DUMB-20,Bhopal,11,0,1.3,7,"3,499.00",Dumbbell 5kg,,11,10,11,11,7,9,10,9
SP-DUMB-20,Patna,6.5,4,0.6,14,3499,Dumbbell 5kg,,5,3,5,5,5,3,5,4
SP-DUMB-20,Vadodara,123,0,5.9,10,"Rs. 3,499",Dumbbell 5kg,2.2,42,38,41,42,45,41,37,43
SP-DUMB-20,Ludhiana,33,0,2.2,7,3499,Dumbbell 5kg,2.0,33,3,3,33,27,3,3,3
SP-DUMB-20,Agra,-5,0,5.6,7,"₹3,499",Dumbbell 5kg,2.2,31,34,38,45,37,40,36,45
SP-RESI-21,Mumbai,7,0,5.5,,₹299,Resistance Band,,44,35,41,32,30,29,43,44
SP-RESI-21,Delhi,85,0,5.0,7,299,Resistance Band,,36,36,30,33,28,40,36,39
SP-RESI-21,Bengaluru,5,0,1.8,7,299,Resistance Band,,10,15,13,13,12,12,16,13
SP-RESI-21,Hyderabad,17,0,1.2,7,299,Resistance Band,,8,10,9,7,10,9,10,9
SP-RESI-21,Chennai,129,0,4.9,14,Rs. 299,Resistance Band,,34,34,40,43,41,36,33,40
SP-RESI-21,Kolkata,28,0,1.5,14,299,Resistance Band,,13,10,12,8,11,10,8,9
SP-RESI-21,Pune,51,0,3.1,10,299,Resistance Band,2.2,23,18,26,20,16,17,19,22
SP-RESI-21,Ahmedabad,49,0,2.6,14,299,Resistance Band,,15,22,20,23,20,15,15,19
SP-RESI-21,Jaipur,68,16,2.3,10,Rs. 299,Resistance Band,,13,15,19,16,17,17,18,18
SP-RESI-21,Lucknow,15,0,5.7,10,Rs. 299,Resistance Band,2.2,31,45,37,45,48,42,50,47
SP-RESI-21,Surat,17,0,3.2,7,299.00,Resistance Band,2.2,26,19,21,17,23,19,21,26
SP-RESI-21,Indore,39,0,5.6,7,Rs. 299,Resistance Band,,40,44,37,30,46,38,46,38
SP-RESI-21,Nagpur,190,0,5.0,14,₹299,Resistance Band,,38,27,43,37,42,36,40,34
SP-RESI-21,Kochi,47,0,3.6,10,₹299,Resistance Band,,21,31,19,26,20,21,25,25
SP-RESI-21,Chandigarh,190,0,4.4,14,Rs. 299,Resistance Band,2.2,31,30,28,25,31,29,36,38
SP-RESI-21,Bhopal, 30 ,0,3.7,7,299,Resistance Band,2.2,10,56,5,5,56,5,5,56
SP-RESI-21,Patna,23, 15 ,2.6,7,299,Resistance Band,2.2,18,19,20,20,18,16,22,18
SP-RESI-21,Vadodara,49,0,2.8,7,299.00,Resistance Band,2.0,22,18,21,15,23,19,19,17
SP-RESI-21,Ludhiana,152,71,4.6,14,Rs. 299,Resistance Band,,30,31,29,31,35,25,34,39
SP-RESI-21,Agra,6,0,0.4,14,299,Resistance Band,2.0,3,3,3,2,3,3,3,3
SP-RESI-22,Mumbai,31,0,3.5,7,"Rs. 3,499",Resistance Band,2.0,19,24,20,29,24,19,29,23
SP-RESI-22,Delhi,36,0,4.4,7,3499,Resistance Band,,38,28,31,34,37,27,33,31
SP-RESI-22,Bengaluru, 74 ,0,4.5,7,"3,499.00",Resistance Band,2.0,27,32,26,32,32,24,36,27
SP-RESI-22,Hyderabad,14,0,0.9,10,3499,Resistance Band,,5,6,8,5,5,5,7,5
SP-RESI-22,Chennai,8,0,4.3,7,3499,Resistance Band,,25,32,25,26,35,30,34,32
SP-RESI-22,Kolkata,70,20,4.1,10,3499,Resistance Band,2.0,24,32,33,30,32,26,30,23
SP-RESI-22,Pune,47,32,2.9,14,"₹3,499",Resistance Band,,17,20,23,15,24,17,15,23
SP-RESI-22,Ahmedabad,99,54,4.7,10,3499,Resistance Band,,40,26,37,36,34,30,38,29
SP-RESI-22,Jaipur,17,23,4.5,7,"Rs. 3,499",Resistance Band,,28,25,26,34,28,35,37,28
SP-RESI-22,Lucknow,87,35,5.1,10,3499,Resistance Band,,37,37,44,30,28,27,40,29
SP-RESI-22,Surat,25,11,0.9,14,"₹3,499",Resistance Band,2.0,7,7,6,6,7,5,8,7
SP-RESI-22,Indore,22,0,1.1,10,"3,499.00",Resistance Band,,8,9,8,7,8,6,8,9
SP-RESI-22,Nagpur,40,0,3.5,10,3499,Resistance Band,,44,44,53,4,9,53,44,44
SP-RESI-22,Kochi,197,0,5.2,14 days,3499,Resistance Band,,31,34,31,34,40,44,44,44
SP-RESI-22,Chandigarh,123,0,4.8,14,"₹3,499",Resistance Band,2.0,40,28,39,34,32,27,39,38
SP-RESI-22,Bhopal,38,0,4.4,7,3499,Resistance Band,2.2,34,36,36,27,37,23,25,35
SP-RESI-22,Bhopal,38,0,4.4,7,3499,Resistance Band,2.2,34,36,36,27,37,23,25,35
SP-RESI-22,Patna,5,5,0.8,14,"Rs. 3,499",Resistance Band,,6,7,5,6,5,5,7,5
SP-RESI-22,Vadodara,19,0,0.7,14,3499,Resistance Band,,5,5,4,5,4,4,4,4
SP-RESI-22,Ludhiana,26,13,1.0,10,"Rs. 3,499",Resistance Band,,9,8,6,6,6,8,8,6
SP-RESI-22,Agra,54,0,4.2,7,3499,Resistance Band,,28,31,36,34,26,34,27,33
SP-RESI-23,Mumbai,13,0,0.8,7,₹299,Resistance Band,2.0,6,5,6,7,5,7,6,6
SP-RESI-23,Delhi,21,0,0.7,14,N/A,Resistance Band,,5,5,5,5,4,5,4,5
SP-RESI-23,Bengaluru,53,0,1.6,14,299,Resistance Band,2.2,12,12,12,10,9,11,13,9
SP-RESI-23,Hyderabad,31,0,2.3,7,₹299,Resistance Band,,17,17,12,16,15,14,13,17
SP-RESI-23,Chennai,58,0,2.3,10,299,Resistance Band,2.0,18,19,14,13,12,17,14,18
SP-RESI-23,Kolkata,27,11,1.0,10,299,Resistance Band,2.0,9,9,9,6,6,7,7,6
SP-RESI-23,Pune,107,0,4.9,14,₹299,Resistance Band,,42,31,41,30,27,35,28,34
SP-RESI-23,Ahmedabad,50,0,2.0,10,299.00,Resistance Band,2.2,11,11,15,14,12,14,11,16
SP-RESI-23,Jaipur,26,0,0.8,10,Rs. 299,Resistance Band,,5,6,4,7,7,7,6,5
SP-RESI-23,Lucknow,42.5,0,3.1,14,299,Resistance Band,,4,39,39,47,39,8,39,47
SP-RESI-23,Surat,5,48,4.2,10,299.00,Resistance Band,,22,34,22,27,28,31,32,24
SP-RESI-23,Indore,20,36,3.2,14,299,Resistance Band,,22,22,24,19,17,22,17,27
SP-RESI-23,Nagpur, 94 ,64,3.4,14,₹299,Resistance Band,2.0,19,30,18,23,23,25,25,18
,Kochi,92,0,2.6,14,₹299,Resistance Band,2.0,20,20,15,16,16,18,14,21
SP-RESI-23,Chandigarh,39,20,2.6,14,299.00,Resistance Band,2.2,18,18,21,21,15,21,19,20
SP-RESI-23,Bhopal,3,0,,10,299,Resistance Band,,9,12,12,13,12,13,13,13
SP-RESI-23,Patna,32,0,1.7,7,299.00,Resistance Band,,10,13,13,12,11,13,13,15
SP-RESI-23,Vadodara,102,0,2.7,14,₹299,Resistance Band,2.0,20,21,23,16,18,16,22,21
SP-RESI-23,Ludhiana,11,0,2.1,10,299,Resistance Band,,14,18,14,12,13,14,15,17
SP-RESI-23,Agra,49,0,4.3,7,₹299,Resistance Band,,32,24,36,23,34,32,25,26
SP-RESI-24,Mumbai,69,-17,3.8,7,"₹1,899",Resistance Band,,30,24,21,24,32,22,23,31
SP-RESI-24,Delhi,5,0,2.6,7,"₹1,899",Resistance Band,,22,16,19,19,18,21,16,21
SP-RESI-24,Bengaluru,95,0,2.9,10,1899,Resistance Band,,24,19,20,23,21,22,16,18
SP-RESI-24,Hyderabad,99,29,5.4,7,"₹1,899",Resistance Band,,46,35,32,43,38,39,35,37
SP-RESI-24,Chennai,103,0,3.9,14,1899,Resistance Band,,33,26,29,25,26,24,22,24
